id,author,author_authorized_heading,author_lccn,author_viaf,author_wikidata,best_rank,debut_rank,first_week,oclc,oclc_eholdings,oclc_holdings,oclc_isbn,oclc_owi,title,total_weeks,year
0,Sue Grafton,"Grafton, Sue",n81098191,113386374,Q234865,2,15,5/5/91,22812747,194,5057,080501084X,546526,"""H"" IS FOR HOMICIDE",15,1991
1,Sue Grafton,"Grafton, Sue",n81098191,113386374,Q234865,2,2,4/26/92,25009299,163,5123,0805010858,354781,"""I"" IS FOR INNOCENT",11,1992
10,Sue Grafton,"Grafton, Sue",n81098191,113386374,Q234865,8,8,5/6/90,20560785,181,5071,0805004610,546524,''G'' IS FOR GUMSHOE,6,1990
100,W. Bruce Cameron,"Cameron, Bruce W.,",n2001024987,47877397,Q7945367,14,14,5/27/12,760974817,99,2444,9.78077E+12,1661230047,A DOG'S JOURNEY,1,2012
1000,Kimberla Lawson Roby,"Roby, Kimberla Lawson",n97066944,46049281,Q20711059,14,14,2/19/06,57573794,96,1265,0060780770,917586430,CHANGING FACES,1,2006
1001,Patricia Cornwell,"Cornwell, Patricia Daniels",n82218798,36976332,Q231467,7,7,12/4/16,939703961,255,4033,9.78006E+12,4928376689,CHAOS,3,2016
1002,Frank Herbert,"Herbert, Frank",n80044450,59083797,Q7934,2,14,4/21/85,11133684,203,3504,0399130276,323111346,CHAPTERHOUSE: DUNE,16,1985
1003,Sandra Brown,"Brown, Sandra, 1948-",n88012222,114156159,Q258096,10,12,5/1/94,29023348,156,2902,0446516562,2754332376,CHARADE,5,1994
1004,John Jakes,"Jakes, John, 1932-",n80035843,99848788,Q1258959,12,12,8/25/02,49415575,90,2672,0525946500,701938,CHARLESTON,4,2002
1005,Sebastian Faulks,"Faulks, Sebastian",n84189782,106994448,Q443055,17,17,3/14/99,39391219,134,1889,037550169X,196602657,CHARLOTTE GRAY,1,1999
1006,E.B. White,"White, E. B. (Elwyn Brooks), 1899-1985",n79054648,66475004,Q361617,13,13,11/9/52,225924,249,13719,9.78006E+12,20031489,CHARLOTTE'S WEB,3,1952
1007,Kendall Hart,"Hart, Kendall",n2007088222,68389190,,13,15,2/24/08,166372873,56,712,9.7814E+12,117488543,CHARM!,2,2008
1008,Susan Ertz,"Ertz, Susan",n50008969,66828200,Q7647805,8,12,7/15/56,3910976,21,438,,12431148,CHARMED CIRCLE,11,1956
1009,Alice McDermott,"McDermott, Alice",n81122668,87874048,Q1242948,5,12,12/27/98,38161224,122,3695,0374120803,532852,CHARMING BILLY,6,1998
101,Peter Mayle,"Mayle, Peter",n50007323,44302507,Q531759,5,12,4/9/95,31607119,100,2066,0679441220,9309858,A DOG'S LIFE,9,1995
1010,Kaye Gibbons,"Gibbons, Kaye, 1960-",n86088406,2493206,Q6380527,11,11,5/2/93,27068534,108,2390,0399137912,429391,CHARMS FOR THE EASY LIFE,8,1993
1011,R. A. Salvatore,"Salvatore, R. A., 1959-",n85364077,112374441,Q316431,4,4,8/26/12,768799542,178,1114,9.78079E+12,3375581236,CHARON'S CLAW,1,2012
1012,R. A. Salvatore,,,,,16,16,9/2/12,,,,,,CHARON’S CLAW,1,2012
1013,Peter Mayle,"Mayle, Peter",n50007323,44302507,Q531759,6,14,6/22/97,36959893,110,2105,0679455116,570405,CHASING CEZANNE,12,1997
1014,Robert Crais,"Crais, Robert",n88103420,110237124,Q922053,7,7,7/20/08,213358233,137,3660,9.78074E+12,131333516,CHASING DARKNESS,2,2008
1015,Eric Jerome Dickey,"Dickey, Eric Jerome",n96036221,75578653,Q5386815,6,8,4/30/06,63117013,138,1409,052594950X,3901004325,CHASING DESTINY,3,2006
1016,Nora Roberts,"Roberts, Nora",n84034440,66448023,Q231356,1,1,5/1/11,666239875,463,3947,0399157441,766893378,CHASING FIRE,5,2011
1017,Lauren Weisberger,"Weisberger, Lauren, 1977-",n2003033115,64246512,Q176049,4,6,6/15/08,191933817,90,2822,9.78074E+12,119842906,CHASING HARRY WINSTON,11,2008
1018,Randy Wayne White,"White, Randy Wayne",n88246803,102907844,Q7292502,7,7,3/25/12,738336373,98,2102,9.7804E+12,3375395448,CHASING MIDNIGHT,1,2012
1019,Karen Kingsbury,"Kingsbury, Karen",no95050469,69207468,Q4567381,14,14,4/26/15,896954057,182,2865,9.78145E+12,2235067183,CHASING SUNSETS,1,2015
102,W. Bruce Cameron,"Cameron, W. Bruce",n2001024987,47877397,Q7945367,10,10,5/28/17,957635563,143,2773,9.78077E+12,3834507948,A DOG'S WAY HOME,2,2017
1020,Michael Connelly,"Connelly, Michael, 1956-",n91020332,19745715,Q313193,3,6,11/3/02,50280182,425,3949,0316153915,4926572482,CHASING THE DIME,3,2002
1021,Iris Johansen,"Johansen, Iris",n87851552,41851486,Q298651,13,13,11/7/10,606786110,16,2224,9.78031E+12,11648175560,CHASING THE NIGHT,1,2010
1022,Nico Walker,"Walker, Nico",n2017076079,11151533673002771059,Q56249796,14,14,9/2/18,1012690124,168,1490,9.78053E+12,4624011192,CHERRY,1,2018
1023,James A. Michener,"Michener, James A. (James Albert), 1907-1997",n79058583,34460537,Q361653,1,1,7/23/78,3730647,218,4120,0394500792,9185399758,CHESAPEAKE,47,1978
1024,Nora Roberts,"Roberts, Nora",n84034440,66448023,Q231356,1,1,11/24/02,49352053,222,4613,0399149392,706013,CHESAPEAKE BLUE,5,2002
1025,Maeve Binchy,"Binchy, Maeve, 1940-2012",n82128447,113069974,Q152690,3,3,5/11/14,849198860,238,3796,9.78039E+12,1785693483,CHESTNUT STREET,5,2014
1026,Richard Llewellyn,"Llewellyn, Richard, pseud",n79064608,119593,Q561435,10,16,8/24/58,775406,11,359,,1687131,CHEZ PAVAN,8,1958
1027,Tom Rob Smith,"Smith, Tom Rob",n2007047531,79569465,Q1334536,9,9,5/18/08,154309370,396,3249,9.78045E+12,104566754,CHILD 44,3,2008
1028,Danielle Steel,"Steel, Danielle",n80061569,100238676,Q72653,9,9,10/27/19,1082387244,139,2927,9.7804E+12,9561423483,CHILD'S PLAY,1,2019
1029,Vardis Fisher,"Fisher, Vardis, 1895-1968",n79045232,61760078,Q2510607,2,6,9/4/39,6549207,11,1159,,1774908,CHILDREN OF GOD,9,1939
103,Davis Grubb,"Grubb, Davis, 1919-1980",n79072850,39145857779523020083,Q2742535,15,15,10/23/55,1335837,24,227,,203734049,A DREAM OF KINGS,1,1955
1030,Barbara Hambly,"Hambly, Barbara",n82014848,85366831,Q288198,6,6,4/30/95,31934573,118,1394,0553089307,18822472,CHILDREN OF THE JEDI,4,1995
1031,Elizabeth Peters,"Peters, Elizabeth",n79054629,38191925,Q451009,11,11,4/20/03,51042729,186,2653,0066214769,8241906,CHILDREN OF THE STORM,2,2003
1032,Sandra Brown,"Brown, Sandra",n88012222,114156159,Q258096,1,1,9/4/05,60414239,112,4295,0743245547,895535,CHILL FACTOR,6,2005
1033,Kay Hooper,"Hooper, Kay",n87862357,12319899,Q440793,12,12,8/14/05,58975867,206,2823,0553803174,320314,CHILL OF FEAR,3,2005
1034,Rumer Godden,"Godden, Rumer, 1907-1998",n79063768,110463979,Q434735,5,11,3/26/61,6581097,21,1636,,2452587148,CHINA COURT,21,1961
1035,Lisa See,"See, Lisa",no89005154,85633607,Q448776,10,10,6/22/14,866803617,348,2855,9.78081E+12,1436840529,CHINA DOLLS,2,2014
1036,A. A. Milne,"Milne, A. A. 1882-1956",n80067053,9850718,Q207036,16,16,9/22/46,291837,18,398,,1476111,CHLOE MARR,1,1946
1037,Joanne Fluke,"Fluke, Joanne, 1943-",n92032289,31188823,Q6206118,6,6,3/17/19,1038228612,147,2362,9.7815E+12,8857625437,CHOCOLATE CREAM PIE MURDER,1,2019
1038,Chuck Palahniuk,"Palahniuk, Chuck",n95106929,85311088,Q268181,10,10,6/10/01,49909807,206,1939,0385720920,738533,CHOKE,3,2001
1039,Diane Mott Davidson,"Davidson, Diane Mott",n88160020,192095393,Q1208990,12,12,7/14/02,49312666,262,3044,0553107305,765563,CHOPPING SPREE,2,2002
104,Harry Mark Petrakis,"Petrakis, Harry Mark",n50000866,79291019,Q1586662,8,10,10/30/66,292044,26,738,,1476902,A DREAM OF KINGS,12,1966
1040,Stuart Woods,"Woods, Stuart",n79045422,108957653,Q3500849,6,6,8/30/20,1128104952,106,2372,9.78059E+12,9656318449,CHOPPY WATER,1,2020
1041,John Dos Passos,"Dos Passos, John, 1896-1970",n80001431,41839211,Q312407,14,14,1/13/52,961332,14,1222,,3372526418,CHOSEN COUNTRY,2,1952
1042,Veronica Roth,"Roth, Véronica",n2010079812,160629702,Q328212,11,11,4/26/20,1111652722,149,1611,9.78036E+12,9436792239,CHOSEN ONES,1,2020
1043,John Sandford,"Sandford, John, 1944 février 23-",n88201495,112432108,Q1701679,1,2,5/27/01,45791436,260,3930,0399147284,20975306,CHOSEN PREY,8,2001
1044,Pietro di Donato,"Di Donato, Pietro, 1911-1992",n88651624,15577128,Q2094545,2,3,9/4/39,3894884,56,1419,,197698895,CHRIST IN CONCRETE,11,1939
1045,Anne Rice,"Rice, Anne, 1941-",n79068491,111989334,Q184785,4,4,11/20/05,58843312,194,3498,0375412018,878802,CHRIST THE LORD: OUT OF EGYPT,12,2005
1046,Anne Rice,"Rice, Anne, 1941-2021",n79068491,111989334,Q184785,8,9,3/23/08,213375925,189,2513,9.7814E+12,2137517,CHRIST THE LORD: THE ROAD TO CANA,3,2008
1047,Stephen King,"King, Stephen, 1947-",n79063767,97113511,Q39829,2,3,4/10/83,8931575,131,5080,0670220264,1876700431,CHRISTINE,32,1983
1048,Joanne Fluke,"Fluke, Joanne, 1943-",n92032289,31188823,Q6206118,7,7,10/16/16,934195121,226,2461,9.78162E+12,3945568412,CHRISTMAS CARAMEL MURDER,1,2016
1049,W. Somerset Maugham,,,,,2,3,10/30/39,40448527,97,2184,,16524,CHRISTMAS HOLIDAY,11,1939
105,William Faulkner,"Faulkner, William, 1897-1962",n79003304,39376770,Q38392,4,6,8/22/54,284062,95,3838,,461748,A FABLE,15,1954
1050,Debbie Macomber,"Macomber, Debbie",n84140978,79125942,Q3704362,12,15,10/22/06,71353799,271,3044,9.78078E+12,58297073,CHRISTMAS LETTERS,3,2006
1051,Catherine Marshall,"Marshall, Catherine, 1914-1983",n79056827,114353563,Q5052809,2,9,11/5/67,178495,97,4474,,48429988,CHRISTY,38,1967
1052,Robin Cook,"Cook, Robin, 1940-",n79117119,109274608,Q352059,2,4,4/6/97,35774363,187,2838,039914207X,4161056431,CHROMOSOME 6,8,1997
1053,Heather Morris,"Morris, Heather (Screenwriter)",no2018017106,45153530958548701963,Q66741972,8,8,10/20/19,1120052964,124,3156,9.78125E+12,8889039568,CILKA'S JOURNEY,2,2019
1054,James Lee Burke,"Burke, James Lee, 1936-",n85019637,110621918,Q982095,13,16,8/24/97,35151199,72,2561,0786862580,198444419,CIMARRON ROSE,3,1997
1055,Joanne Fluke,"Fluke, Joanne, 1943-",n92032289,31188823,Q6206118,7,7,3/18/12,769475224,348,2884,9.78076E+12,1046288211,CINNAMON ROLL MURDER,1,2012
1056,John D. MacDonald,"MacDonald, John D. (John Dann), 1916-1986",n79045202,7393665,Q558425,3,9,7/4/82,8221403,159,2197,0060149906,4417283077,CINNAMON SKIN,13,1982
1057,Madeline Miller,"Miller, Madeline",no2011167554,186605056,Q469349,1,1,4/29/18,1029608347,293,3921,9.78032E+12,4468731913,CIRCE,16,2018
1058,Maeve Binchy,"Binchy, Maeve, 1940-2012",n82128447,113069974,Q152690,6,14,1/27/91,22108716,316,4057,0385301499,706918,CIRCLE OF FRIENDS,12,1991
1059,Paula McLain,"McLain, Paula",no99087721,34098388,Q13564244,11,11,9/13/15,905600263,327,3226,9.78035E+12,2270785738,CIRCLING THE SUN,2,2015
106,John O'Hara,"O'Hara, John, 1905-1970",n79060653,12429524,Q548345,14,14,9/2/56,291475,11,634,,1474850,A FAMILY PARTY,1,1956
1060,Paula Mclain,"McLain, Paula",no99087721,34098388,Q13564244,4,4,8/16/15,905600263,327,3226,9.78035E+12,2270785738,CIRCLING THE SUN,4,2015
1061,Alistair MacLean,"MacLean, Alistair, 1922-1987",n80069017,109175102,Q333713,5,9,8/31/75,1287674,116,2011,0385110030,19805233,CIRCUS,12,1975
1062,Phillip Gibbs,,,,,4,7,1/18/37,,,,,,CITIES OF REFUGE,8,1937
1063,Cormac McCarthy,"McCarthy, Cormac, 1933-",n82028392,29558386,Q272610,2,9,5/31/98,38550262,256,3507,0679423907,1863697946,CITIES OF THE PLAIN,7,1998
1064,Howard Fast,"Fast, Howard, 1914-2003",n79043401,108416567,Q380202,2,5,5/17/43,321748,117,2389,,51582936,CITIZEN TOM PAINE,10,1943
1065,Michael Connelly,"Connelly, Michael, 1956-",n91020332,19745715,Q313193,4,5,5/5/02,47443855,432,4576,0316154059,2908511661,CITY OF BONES,6,2002
1066,Douglas Preston and Lincoln Child,,,,,2,2,2/4/18,,,,,,CITY OF ENDLESS NIGHT,4,2018
1067,Elizabeth Gilbert,"Gilbert, Elizabeth, 1969-",n97043355,7713013,Q231424,2,2,6/23/19,1089884084,287,3749,9.78159E+12,5470874266,CITY OF GIRLS,10,2019
1068,E. L. Doctorow,"Doctorow, E. L., 1931-2015",n79021656,14768905,Q335232,11,15,3/5/00,42690125,118,2977,0679447830,196759752,CITY OF GOD,4,2000
1069,John Rechy,"Rechy, John",n50046075,49230576,Q1648830,3,7,7/7/63,185062,125,1513,9.7808E+12,1333265,CITY OF NIGHT,24,1963
107,Joyce Cary,"Cary, Joyce, 1888-1957",n80056987,46778083,Q716579,11,11,10/29/50,760520,35,1370,0837167779,349234095,A FEARFUL JOY,4,1950
1070,Garth Risk Hallberg,"Hallberg, Garth Risk",n2009029084,88391438,Q21980382,5,5,11/1/15,896806743,252,2126,9.78039E+12,2466534511,CITY ON FIRE,2,2015
1071,Pierre La Mure,"La Mure, Pierre",n82159893,25085557,Q718445,15,15,12/23/62,183941,2,421,,502993936,CLAIR DE LUNE,3,1962
1072,Ethel Boileau,"Boileau, Ethel",,93941411,,5,5,6/15/36,1444802,1,128,,2358052,CLANSMEN,4,1936
1073,Rona Jaffe,"Jaffe, Rona",n78081220,97929299,Q536861,4,13,6/10/79,4493003,181,1465,0440014085,196528361,CLASS REUNION,21,1979
1074,Robert Graves,"Graves, Robert",n79018421,68929835,Q201732,6,6,4/15/35,19811467,133,1724,0679725733,3943271787,CLAUDIUS THE GOD,3,1935
1075,J. A. Jance,,,,,11,11,3/27/16,,,,,,CLAWBACK,1,2016
1076,Rita Mae Brown and Sneaky Pie Brown,,,,,15,15,3/18/01,,,,,,CLAWS AND EFFECT,1,2001
1077,Lawrence Durrell,"Durrell, Lawrence 1912-1990",n79066532,68928525,Q219784,7,16,4/10/60,710697,211,3382,9.78014E+12,2863453845,CLEA,13,1960
1078,Tom  Clancy,"Clancy, Tom, 1947-2013",n84030721,108842694,Q105167,13,13,5/20/90,19845912,330,5107,0399134409,48750,CLEAR AND PRESENT DANGER,1,1990
1079,Tom Clancy,"Clancy, Tom, 1947-2013",n84030721,108842694,Q105167,1,1,9/3/89,19845912,330,5107,0399134409,48750,CLEAR AND PRESENT DANGER,44,1989
108,George R. R. Martin,"Martin, George R. R.",n80160390,98636170,Q181677,1,1,11/27/05,61261403,639,5771,0553801503,3375325079,A FEAST FOR CROWS,5,2005
1080,Helen MacInnes,"MacInnes, Helen, 1907-1985",n80076570,32928087,Q454595,8,15,10/10/82,8387495,74,1837,0151181713,20932278,CLOAK OF DARKNESS,6,1982
1081,James Luceno,"Luceno, James, 1947-",n85089364,75726235,Q957931,12,12,6/17/01,46472201,67,1057,0345442989,4513376881,CLOAK OF DECEPTION,2,2001
1082,Anne Tyler,"Tyler, Anne,",n79100453,39384885,Q235615,3,3,7/29/18,1004957362,217,3302,9.78053E+12,4522527692,CLOCK DANCE,5,2018
1083,Carson McCullers,"McCullers, Carson",n79059038,95151447,Q230591,7,15,9/3/61,288806,105,2556,,467366,CLOCK WITHOUT HANDS,22,1961
1084,W. E. B. Griffin,"Griffin, W. E. B.",n86011947,305233686,,4,7,1/31/93,26721824,84,2320,0399137661,351034,CLOSE COMBAT,7,1993
1085,Iris Johansen and Roy Johansen,,,,,10,10,8/5/12,,,,,,CLOSE YOUR EYES,1,2012
1086,Margery Sharp,"Sharp, Margery, 1905-1991",n50022237,39384215,Q439059,3,4,10/1/44,294894,60,1177,,58371588,CLUNY BROWN,2,1944
1087,Barbara Delinsky,"Delinsky, Barbara",n93036452,84065060,Q2909151,13,14,8/9/98,39051834,40,2813,0684845768,883767,COAST ROAD,5,1998
1088,Jerzy Kosiniski,,,,,10,10,9/28/75,,,,,,COCKPIT,1,1975
1089,Joanne Fluke,"Fluke, Joanne, 1943-",n92032289,31188823,Q6206118,6,6,3/15/20,1102793028,0,1520,9.7815E+12,10009223652,COCONUT LAYER CAKE MURDER,1,2020
109,William Pearson,"Pearson, William, 1922-",n83177088,7813056,,14,16,12/6/59,625506,11,259,,1717446,A FEVER IN THE BLOOD,3,1959
1090,Brad Thor,"Thor, Brad",n2001045248,65197822,Q4954313,3,3,7/26/15,894746872,215,2956,9.78148E+12,2219526202,CODE OF CONDUCT,6,2015
1091,Ken Follett,"Follett, Ken",n78037365,64005683,Q210669,3,8,12/24/00,44414130,285,4264,0525945636,6017188,CODE TO ZERO,8,2000
1092,George Higgins,"Higgins, George V., 1939-1999",n78092027,46959933,Q5545416,10,10,4/28/74,762621,272,969,0394490576,307438240,COGAN'S TRADE,1,1974
1093,J. A. Jance,,,,,13,13,3/29/15,,,,,,COLD BETRAYAL,1,2015
1094,Tami Hoag,"Hoag, Tami,",n90630178,85444183,Q1683201,5,5,2/1/15,891718691,238,3860,9.78053E+12,1927674621,COLD COLD HEART,3,2015
1095,Jim Butcher,"Butcher, Jim, 1971-",n2006050784,32309016,Q1367995,1,1,12/16/12,807040421,144,1935,9.78045E+12,12290363849,COLD DAYS,2,2012
1096,Dean R. Koontz,"Koontz, Dean R. (Dean Ray), 1945-",n79081582,110880758,Q272076,1,3,1/27/91,22422754,296,3317,,388280,COLD FIRE,16,1991
1097,Jack Higgins,"Higgins, Jack, 1929-",n79059853,39378467,Q433708,4,15,1/21/90,20755352,115,3001,0671684256,698546,COLD HARBOUR,12,1990
1098,Charles Frazier,"Frazier, Charles, 1950-",n84228731,84114568,Q1064454,1,13,7/13/97,36352242,289,7047,0871136791,3770228180,COLD MOUNTAIN,61,1997
1099,Stuart Woods,"Woods, Stuart",n79045422,108957653,Q3500849,6,8,5/13/01,45195551,339,3172,0399147365,13544884,COLD PARADISE,5,2001
11,Sue Grafton,"Grafton, Sue",n81098191,113386374,Q234865,14,14,1/12/97,35222991,156,5317,0805036377,546730,''M'' IS FOR MALICE,1,1997
110,Gladys Hasty Carroll,"Carroll, Gladys Hasty, 1904-1999",n78093493,45567202,Q5566419,5,5,5/13/35,1834115,1,264,,148096550,A FEW FOOLISH ONES,3,1935
1100,Robert B. Parker,"Parker, Robert B., 1932-2010",n79063642,101763416,Q550819,6,6,3/27/05,56420414,227,3625,0399152407,374392238,COLD SERVICE,4,2005
1101,Douglas Preston and Lincoln Child,,,,,1,1,8/21/11,,,,,,COLD VENGEANCE,5,2011
1102,C. J. Box,"Box, C. J.",no98092865,102403163,Q856006,10,10,4/10/11,666239854,425,3185,9.7804E+12,905884307,COLD WIND,1,2011
1103,Stuart Woods,"Woods, Stuart",n79045422,108957653,Q3500849,5,5,1/27/13,812614339,170,3347,9.7804E+12,1171843958,COLLATERAL DAMAGE,3,2013
1104,Wallace Stegner,"Stegner, Wallace, 1909-1993",n79021163,110195864,Q203460,14,15,4/15/90,20259963,20,1948,0394584090,1059091234,COLLECTED STORIES OF WALLACE STEGNER,3,1990
1105,Anne Rivers Siddons,"Siddons, Anne Rivers",n50024038,71415238,Q4768750,4,14,7/19/92,25410571,114,2716,0060179333,196784980,COLONY,12,1992
1106,Haruki Murakami,"Murakami, Haruki, 1949-",n81152393,108238901,Q134798,1,1,8/31/14,865157958,288,3173,9.78039E+12,1872006235,COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE,7,2014
1107,Ngaio Marsh,"Marsh, Ngaio, 1895-1982",n78089813,99813949,Q234392,5,5,7/26/43,366883,78,1209,,544774,COLOUR SCHEME,1,1943
1108,Phyllis Whitney,"Whitney, Phyllis A.,",n79032989,114663585,Q291285,8,10,5/8/66,2518488,97,1395,,119835023,COLUMBELLA,8,1966
1109,Robin Cook,"Cook, Robin, 1940-",n79117119,109274608,Q352059,6,9,7/24/77,2829561,124,2845,0316155101,196093736,COMA,13,1977
111,Maeve Binchy,"Binchy, Maeve, 1940-2012",n82128447,113069974,Q152690,12,12,3/20/16,914417759,222,2978,9.7811E+12,2562915998,A FEW OF THE GIRLS,2,2016
1110,Larry McMurtry,"McMurtry, Larry",n79027185,36935272,Q611672,7,11,11/16/97,37300796,74,4063,0684807548,225195177,COMANCHE MOON,11,1997
1111,Edna Ferber,"Ferber, Edna, 1887-1968",n79077439,32079532,Q283496,1,1,3/4/35,869930,35,970,,1840501,COME AND GET IT,14,1935
1112,Lisa Scottoline,"Scottoline, Lisa",no94008522,74583551,Q3242442,4,4,4/29/12,740628438,94,3671,9.78031E+12,1056947906,COME HOME,3,2012
1113,Allen Drury,"Drury, Allen",n79109295,32794604,Q733850,2,8,11/25/73,721134,36,1397,9.78039E+12,912000490,"COME NINEVEH, COME TYRE",26,1973
1114,Cynthia Freeman,"Freeman, Cynthia, 1915-1988",no2019057115,82775916,Q5200063,3,11,10/19/80,6744991,122,1532,0877952760,325073988,COME POUR THE WINE,27,1980
1115,Jan Karon,"Karon, Jan, 1937-",n93107824,32784235,Q6149232,1,1,10/11/15,909198436,193,3581,9.7804E+12,4411996278,COME RAIN OR COME SHINE,4,2015
1116,Nora Roberts,"Roberts, Nora",n84034440,66448023,Q231356,1,1,6/18/17,960492896,182,4054,9.78125E+12,3906251970,COME SUNDOWN,5,2017
1117,Julie Garwood,"Garwood, Julie",n85061934,84050401,Q290686,7,7,11/23/97,37868465,77,2479,067100333X,567528,COME THE SPRING,3,1997
1118,Dick Francis,"Francis, Dick",n79135492,24601518,Q314929,4,5,10/1/95,32820304,146,3243,0399140824,612887,COME TO GRIEF,7,1995
1119,Leonard Drohan,"Drohan, Leonard Joseph",,9161272099047442108,,16,16,9/29/57,864953,10,170,,1832693,COME WITH ME TO MACEDONIA,1,1957
112,Spencer Quinn,"Quinn, Spencer",n2008025032,308199288,,16,16,9/30/12,759913715,79,1649,9.78145E+12,1120779684,A FISTFUL OF COLLARS,1,2012
1120,Pearl S. Buck,,,,,7,11,8/30/53,684479,382,1087,,1875425297,"COME, MY BELOVED",11,1953
1121,Dick Francis,,,,,3,5,11/3/91,24009647,147,2954,0399136703,3769065137,COMEBACK,12,1991
1122,Jeffrey Archer,"Archer, Jeffrey, 1940-",n79115945,110249804,Q313489,1,1,3/6/16,910980498,203,3579,9.78125E+12,3914186078,COMETH THE HOUR,3,2016
1123,Peter De Vries,"De Vries, Peter, 1910-1993",n80051387,109967510,Q4859423,7,10,5/20/56,283044,182,625,,3065036,COMFORT ME WITH APPLES,13,1956
1124,Lester Cohen,"Cohen, Lester, 1901-1963",no91014904,29890971,Q42327267,15,15,9/9/45,6738432,8,186,,422396528,COMING HOME,1,1945
1125,Rosamunde Pilcher,"Pilcher, Rosamunde",n50009862,36923153,Q254240,2,3,9/10/95,32626096,125,3715,0312134517,1779252198,COMING HOME,18,1995
1126,Danielle Steel,"Steel, Danielle",n80061569,100238676,Q72653,2,3,7/16/06,58919953,245,4151,0385338325,20055938,COMING OUT,7,2006
1127,Tom Clancy with Mark Greaney,,,,,1,1,12/22/13,,,,,,COMMAND AUTHORITY,9,2013
1128,William Wister Haines,"Haines, William Wister, 1908-1989",n80044643,65301428,Q8020495,14,14,2/2/47,1371910,102,429,,149337058,COMMAND DECISION,3,1947
1129,Pearl S. Buck,"Buck, Pearl S",n79026662,91868694,Q80900,14,14,6/7/59,16674245,20,1137,,4336985,COMMAND THE MORNING,3,1959
113,Robert Stone,"Stone, Robert, 1937-2015",n81032280,7397319,Q1633025,9,9,11/22/81,7554840,50,1948,0394407571,464030,A FLAG FOR SUNRISE,1,1981
1130,Barbara Delinsky,"Delinsky, Barbara",n93036452,84065060,Q2909151,12,12,3/18/01,44518056,44,2248,0446527254,46319,COMMITMENTs,1,2001
1131,C. S. Forester,"Forester, C. S. (Cecil Scott), 1899-1966",n50024850,82444721,Q430182,3,4,7/1/45,364604,31,2778,0884119289,2908871943,COMMODORE HORNBLOWER,13,1945
1132,Ann Patchett,"Patchett, Ann",n91108359,54362733,Q433485,1,1,10/2/16,932576291,287,3917,9.78006E+12,2840265020,COMMONWEALTH,18,2016
1133,Joseph Finder,"Finder, Joseph,",n82134077,36971667,Q2125259,15,15,5/8/05,57352767,98,2386,9.78031E+12,2011108,COMPANY MAN,1,2005
1134,Jonathan Kellerman,"Kellerman, Jonathan",n79116770,2559502,Q1349245,1,1,4/13/08,166358565,426,3919,9.78035E+12,112883563,COMPULSION,5,2008
1135,Meyer Levin,"Levin, Meyer, 1905-1981",n79055883,27067610,Q966340,2,10,11/18/56,288021,162,1442,0786703199,58177189,COMPULSION,54,1956
1136,J. D. Robb,"Robb, J. D., 1950-",n95081025,43552467,,1,1,3/9/14,849719027,414,3602,9.7804E+12,1744466317,CONCEALED IN DEATH,4,2014
1137,John D. MacDonald,"MacDonald, John D. (John Dann), 1916-1986",n79045202,7393665,Q558425,3,9,4/24/77,2767566,98,1551,0397012039,196541602,CONDOMINIUM,27,1977
1138,Jack Higgins,"Higgins, Jack, 1929-",n79059853,39378467,Q433708,15,15,7/7/85,11650359,315,2384,0812830253,4233915,CONFESSIONAL,1,1985
1139,Adèle Lang,"Lang, Adèle",n98880006,10699038,,14,14,6/23/02,49840008,19,572,0312288115,1152260445,CONFESSIONS OF A SOCIOPATHIC SOCIAL CLIMBER,1,2002
114,Harold Lamb,"Lamb, Harold, 1892-1962",n50037864,51824770,Q3270225,13,13,4/13/47,1161514,1,178,,2096085,A GARDEN TO THE EASTWARD,2,1947
1140,Jackie Collins,"Collins, Jackie",n79113048,100253982,Q1837775,13,13,2/23/14,857754109,67,1318,9.78125E+12,4925689115,CONFESSIONS OF A WILD CHILD,1,2014
1141,Thomas Mann,"Mann, Thomas, 1875-1955",n78095625,54151065,Q37030,8,9,10/9/55,295506,24,1783,9.78068E+12,11436160420,CONFESSIONS OF FELIX KRULL,8,1955
1142,Terry Goodkind,"Goodkind, Terry",n94048321,67399498,Q366150,2,2,12/2/07,153578184,58,2070,9.78077E+12,103293721,CONFESSOR,4,2007
1143,Gladys Schmitt,"Schmitt, Gladys, 1909-1972",no2001096640,34971198,Q5566463,11,14,11/16/52,288024,12,582,,476606009,CONFESSORS OF THE NAME,4,1952
1144,Michael Crichton,"Crichton, Michael, 1942-2008",n50018616,89578936,Q172140,6,13,12/28/80,6602970,220,4059,0394513924,156434160,CONGO,12,1980
1145,Stuart Cloete,"Cloete, Stuart",n50031808,19716940,Q373541,5,5,3/22/43,831324,25,609,,41671806,CONGO SONG,1,1943
1146,J.D. Robb,"Robb, J. D., 1950-",n95081025,43552467,,3,3,2/24/19,1036105450,106,3446,9.78125E+12,5231707547,CONNECTIONS IN DEATH,4,2019
1147,Vince Flynn,"Flynn, Vince, 1966-2013",n98021194,57668585,Q1356200,3,4,10/30/05,61285763,151,3157,9.78074E+12,46415069,CONSENT TO KILL,6,2005
1148,Harriet Doerr,"Doerr, Harriet",n83186402,84475099,Q5664087,13,15,9/19/93,27769288,41,1500,0151931038,327579,"CONSIDER THIS, SENORA",2,1993
