id,author,author_authorized_heading,author_lccn,author_viaf,author_wikidata,best_rank,debut_rank,first_week,oclc,oclc_eholdings,oclc_holdings,oclc_isbn,oclc_owi,title,total_weeks,year
1902,Janet Evanovich,"Evanovich, Janet",n93124340,54180657,Q240547,1,1,11/22/20,1201533427,2,1944,9.78198E+12,12392718045,FORTUNE AND GLORY,3,2020
1903,L. Ron Hubbard,"Hubbard, L. Ron (La Fayette Ron), 1911-1986",n79045389,95274115,Q216896,10,12,10/26/86,15792873,74,906,0884042111,51585599,FORTUNE OF FEAR,4,1986
1904,Isaac Asimov,"Asimov, Isaac, 1920-1992",n80126289,24597135,Q34981,7,9,4/11/93,27267037,614,5840,0385247931,4789992137,FORWARD THE FOUNDATION,3,1993
1905,Umberto Eco,"Eco, Umberto",n79021285,108299403,Q12807,3,11,10/22/89,19554076,202,5070,0151327653,614258,FOUCAULT'S PENDULUM,17,1989
1906,Isaac Asimov,"Asimov, Isaac, 1920-1992",n80126289,24597135,Q34981,7,12,10/19/86,13123192,274,3275,0385233124,3377071834,FOUNDATION AND EARTH,15,1986
1907,Lella Warren,"Warren, Lella",n85233721,55596813,Q23752021,2,6,9/23/40,45728246,1638,439,0585261466,1946130,FOUNDATION STONE,10,1940
1908,Isaac Asimov,"Asimov, Isaac, 1920-1992",n80126289,24597135,Q34981,3,13,10/17/82,8473906,259,3819,0385177259,20570556,FOUNDATION'S EDGE,24,1982
1909,Isaac Asimov,"Asimov, Isaac, 1920-1992",n80126289,24597135,Q34981,5,5,1/23/83,8473906,259,3819,0385177259,20570556,FOUNDATION’S EDGE,1,1983
191,Taylor Caldwell,"Caldwell, Taylor, 1900-1985",n80126302,17220157,Q445429,8,9,5/23/65,627695,78,1478,,21939522,A PILLAR OF IRON,12,1965
1910,James Wesley Rawles,"Rawles, James Wesley",n99038491,41172116,Q6145336,11,11,10/14/12,779265981,36,763,9.78144E+12,3859597990,FOUNDERS,1,2012
1911,James Patterson,"Patterson, James 1947-",n78086409,22272314,Q311671,1,1,12/8/02,49719186,439,4917,0316693006,196577394,FOUR BLIND MICE,13,2002
1912,Candace Bushnell,"Bushnell, Candace",n96041734,101699170,Q254820,7,12,9/17/00,44133089,117,1997,0871138190,53048,FOUR BLONDES,8,2000
1913,Stephen King,"King, Stephen, 1947- ..",n79063767,97113511,Q39829,1,1,9/16/90,21976330,321,4548,0451170385,12532760,FOUR PAST MIDNIGHT,22,1990
1914,Megan McCafferty,"McCafferty, Megan",n2001026571,26407696,Q6808705,16,16,8/26/07,86109925,88,935,9.78031E+12,196098977,FOURTH COMINGS,1,2007
1915,Anya Seton,"Seton, Anya",n79129036,111713185,Q2857861,6,15,1/21/51,2015943,107,959,,1970620,FOXFIRE,13,1951
1916,Karin Slaughter,"Slaughter, Karin, 1971-",n00032685,56832090,Q448425,15,15,8/17/08,181599940,356,3267,9.78039E+12,116746559,FRACTURED,1,2008
1917,Neil Gaiman,"Gaiman, Neil, 1960-",n90640849,103859257,Q210059,14,14,10/15/06,69241597,116,2035,0060515228,52090062,FRAGILE THINGS,1,2006
1918,Dean Koontz,"Koontz, Dean R. (Dean Ray), 1945-",n79081582,110880758,Q272076,7,7,7/4/10,436030030,383,2356,9.78055E+12,2974001997,FRANKENSTEIN: LOST SOULS,2,2010
1919,J.D. Salinger,"Salinger, J. D. (Jerome David), 1919-2010",n50016589,17092,Q79904,1,10,9/24/61,287621,110,6313,,375516172,FRANNY AND ZOOEY,54,1961
192,Ken Follett,"Follett, Ken, 1949-",n78037365,64005683,Q210669,6,12,9/17/95,32240654,343,3542,0517701766,1774653849,A PLACE CALLED FREEDOM,8,1995
1920,Elmore Leonard,"Leonard, Elmore, 1925-2013",n50049790,19680365,Q336519,7,11,5/22/88,16525365,133,2497,0877959757,1059690,FREAKY DEAKY,11,1988
1921,John D. MacDonald,"MacDonald, John D",n79045202,7393665,Q558425,3,11,4/26/81,6863103,171,2101,0060148330,402615,FREE FALL IN CRIMSON,20,1981
1922,Rose Wilder Lane,"Lane, Rose Wilder, 1886-1968",n50038738,17353819,Q438558,5,6,5/9/38,1193588,3,650,,2151904,FREE LAND,3,1938
1923,Jonathan Franzen,"Franzen, Jonathan",n88015344,84489381,Q316607,1,1,9/19/10,548616620,202,5087,9.78037E+12,429788795,FREEDOM,19,2010
1924,William Safire,"Safire, William, 1929-2009",n50016473,17273671,Q254983,6,13,9/13/87,14932797,32,2069,038515903X,327350721,FREEDOM,10,1987
1925,Eric Van Lustbader,,,,,11,11,2/19/89,,,,,,FRENCH KISS,2,1989
1926,Sandra Brown,"Brown, Sandra, 1948-",n88012222,114156159,Q258096,6,15,5/3/92,24373740,158,2783,0446516546,46419,FRENCH SILK,7,1992
1927,Daphne du Maurier,"Du Maurier, Daphne, 1907-1989",n79109035,24600806,Q193357,1,3,2/9/42,366152,56,3523,9.7814E+12,19810980,FRENCHMAN'S CREEK,10,1942
1928,Stuart Woods,"Woods, Stuart",n79045422,108957653,Q3500849,3,3,4/29/07,76064741,234,2707,9.7804E+12,61979746,FRESH DISASTERS,5,2007
1929,Sandra Brown,"Brown, Sandra (1948- )",n88012222,114156159,Q258096,4,4,9/6/15,910073237,241,3463,9.78146E+12,2489425183,FRICTION,2,2015
193,Fatima Farheen Mirza,"Mirza, Fatima Farheen, 1991-",n2018027504,97152682509723311558,Q60619120,13,13,7/1/18,1027136947,199,2388,9.78152E+12,4870041363,A PLACE FOR US,1,2018
1930,Robert A. Heinlein,"Heinlein, Robert A. (Robert Anson), 1907-1988",n79067868,12309757,Q123078,8,12,6/27/82,7875946,33,2283,003061516X,52846280,FRIDAY,10,1982
1931,Helen MacInnes,"MacInnes, Helen, 1907-1985",n80076570,32928087,Q454595,13,13,9/14/47,289386,111,1089,,20931508,FRIENDS AND LOVERS,3,1947
1932,J. Courtney Sullivan,"Sullivan, J. Courtney",n2006037345,1895765,Q6105174,10,10,7/19/20,1120787874,130,1704,9.78053E+12,9960844036,FRIENDS AND STRANGERS,1,2020
1933,Danielle Steel,"Steel, Danielle",n80061569,100238676,Q72653,3,3,8/12/12,748576706,443,3917,9.78039E+12,1005370143,FRIENDS FOREVER,6,2012
1934,Alexander McCall Smith,"McCall Smith, Alexander ( 1948- )",n86825855,86227797,Q364901,11,11,10/9/05,58604594,285,3429,0375422994,4732285957,"FRIENDS, LOVERS, CHOCOLATE",2,2005
1935,Emma Donoghue,"Donoghue, Emma, 1969-",n93107620,39539889,Q52255,14,15,4/20/14,855905294,239,2832,9.78032E+12,1412721372,FROG MUSIC,3,2014
1936,Stephen King,"King, Stephen, 1947-",n79063767,97113511,Q39829,1,1,10/13/02,48397452,100,4513,0743211375,742235,FROM A BUICK 8,11,2002
1937,Charlaine Harris,"Harris, Charlaine",n80142320,50289397,Q233566,6,6,5/25/08,191010663,375,3442,9.78044E+12,119440467,FROM DEAD TO WORSE,6,2008
1938,James Jones,"JONES, James (Novelist)",n80025861,14771646,Q462629,1,12,3/11/51,285331,194,4914,9.78039E+12,3374481597,FROM HERE TO ETERNITY,66,1951
1939,Patricia Cornwell,"Cornwell, Patricia Daniels",n82218798,36976332,Q231467,1,4,8/20/95,31900546,135,4480,0684195984,831837,FROM POTTER'S FIELD,10,1995
194,Sarah Gainham,"Gainham, Sarah",n79006889,172277325,Q7422323,7,10,8/31/69,11769,33,664,0030764300,1134792,A PLACE IN THE COUNTRY,9,1969
1940,Dean Koontz,"Koontz, Dean",n79081582,110880758,Q272076,1,1,1/14/01,45100121,219,3652,0553801341,1068146,FROM THE CORNER OF HIS EYE,11,2001
1941,John O'Hara,"O'Hara, John, 1905-1970",n79060653,12429524,Q548345,3,10,12/7/58,964708,19,1686,044508247X,197755988,FROM THE TERRACE,27,1958
1942,Jack Finney,"Finney, Jack",n50005319,79025225,Q115674,15,15,3/5/95,31206124,52,1648,0671898841,252500060,FROM TIME TO TIME,1,1995
1943,Patricia Briggs,"Briggs, Patricia",no95048954,70112022,Q372737,1,1,3/24/13,822560016,179,1560,9.78044E+12,1172563703,FROST BURNED,3,2013
1944,Kelley Armstrong,"Armstrong, Kelley",n00145979,74167381,Q443820,12,12,10/18/09,303039812,180,1220,9.78055E+12,2973718885,FROSTBITTEN,1,2009
1945,Richard Castle,"Castle, Richard",n2013015842,25791801,Q764950,8,8,9/30/12,777625002,351,1740,9.7814E+12,1118847829,FROZEN HEAT,1,2012
1946,Alec Waugh,"Waugh, Alec, 1898-1981",n50023750,5764434,Q4714283,10,10,1/31/60,355633,10,339,,3943295414,FUEL FOR THE FLAME,10,1960
1947,Joseph Wambaugh,"Wambaugh, Joseph",n50026486,110352691,Q1352236,7,13,2/9/92,23767167,189,2545,0688111289,20568279,FUGITIVE NIGHTS,5,1992
1948,Brad Thor,"Thor, Brad",n2001045248,65197822,Q4954313,3,3,8/14/11,727357073,80,2854,9.78142E+12,865548873,FULL BLACK,6,2011
1949,Danielle Steel,"Steel, Danielle",n80061569,100238676,Q72653,1,3,5/27/84,10147289,230,2881,0385293267,375116277,FULL CIRCLE,20,1984
195,Elizabeth George,"George, Elizabeth, 1949- ..",n87935803,114891447,Q236727,5,6,8/17/03,52640570,296,3268,9.78055E+12,687135,A PLACE OF HIDING,7,2003
1950,Stephen King,,,,,2,2,11/28/10,555639763,122,4593,9.78144E+12,2289739191,"FULL DARK, NO STARS",8,2010
1951,William Safire,"Safire, William, 1929-2009",n50016473,17273671,Q254983,4,10,7/17/77,3017585,49,1464,0385121156,327346217,FULL DISCLOSURE,14,1977
1952,Doris Leslie,"Leslie, Doris",n50050437,62038635,Q1245232,8,8,10/8/34,384602,2,203,,4918913784,FULL FLAVOUR,1,1934
1953,Dorothea Benton Frank,"Frank, Dorothea Benton",n00036179,44478919,Q54823953,9,9,5/21/06,63122895,173,2542,0060892358,47323998,FULL OF GRACE,3,2006
1954,Joe Hill,"Hill, Joe",nb2006000153,29856643,Q370377,9,9,10/20/19,1083715281,101,1660,9.78006E+12,9093526974,FULL THROTTLE,1,2019
1955,Lincoln Child,"Child, Lincoln",n83208131,76450949,Q793895,10,10,6/4/17,959535904,210,2471,9.78039E+12,3888779699,FULL WOLF MOON,1,2017
1956,Len Deighton,"Deighton, Len, 1929-",n79075579,273905397,Q505274,3,10,1/31/65,252825,133,1652,,195987863,FUNERAL IN BERLIN,20,1965
1957,Nick Hornby,"Hornby, Nick",n91044258,76432329,Q313007,9,9,2/22/15,884539466,240,2606,9.78159E+12,2034153348,FUNNY GIRL,2,2015
1958,Salman Rushdie,"Rushdie, Salman",n80146294,29540187,Q44306,14,14,9/30/01,45636898,166,2365,067946333X,314916532,FURY,1,2001
1959,Louise Erdrich,"Erdrich, Louise",n83129937,110425107,Q442679,13,13,12/3/17,973145841,179,2793,0062694057,4066503998,FUTURE HOME OF THE LIVING GOD,1,2017
196,Louise Erdrich,,,,,16,16,5/18/08,,,,,,A PLAGUE OF DOVES,1,2008
1960,Anonymous,,,,,3,3,4/3/33,,,,,,GABRIEL OVER THE WHITE HOUSE,1,1933
1961,Nora Roberts,"Roberts, Nora",n84034440,66448023,Q231356,8,11,10/16/05,61703531,111,2591,0373285442,333422,GABRIEL'S ANGEL,5,2005
1962,Jorge Amado,"Amado, Jorge, 1912-2001",n50024126,108732513,Q184440,14,16,10/14/62,327853,61,2467,0307276651,2070380961,"GABRIELA, CLOVE AND CINNAMON",6,1962
1963,James Clavell,"Clavell, James",n80150023,100253144,Q316802,4,6,5/9/93,27143901,116,2779,0385310161,4820878755,GAI-JIN,13,1993
1964,Kurt Vonnegut,"Vonnegut, Kurt",n79062641,71398958,Q49074,5,12,10/20/85,11866009,223,3970,0385294166,1859790419,GALAPAGOS,17,1985
1965,Robert Morgan,"Morgan, Robert, 1944-",n80060847,113817347,Q7347798,4,4,2/6/00,41488832,425,3955,1565122429,141755332,GAP CREEK,13,2000
1966,Jeffery Deaver,"Deaver, Jeffery",n82232411,98682359,Q358188,10,10,8/8/04,54462051,84,3111,0743222016,363642,GARDEN OF BEASTS,1,2004
1967,Amanda Quick,"Quick, Amanda",n91026387,106085381,Q438345,11,11,5/10/15,892041385,218,3264,9.7804E+12,3902515797,GARDEN OF LIES,1,2015
1968,Eileen Goudge,"Goudge, Eileen",n87862322,85323327,Q12271265,12,13,6/11/89,18521526,181,2073,0670824585,6179767,GARDEN OF LIES,8,1989
1969,Sarah Addison Allen,"Allen, Sarah Addison",n2007003448,60988526,Q16961273,7,7,9/30/07,78787120,241,3057,9.78055E+12,4161789361,GARDEN SPELLS,4,2007
197,John Lescroart,"Lescroart, John T.",n78029024,64797966,Q327278,12,12,7/19/09,259716215,165,2869,9.78053E+12,844165749,A PLAGUE OF SECRETS,1,2009
1970,Laurie R. King,"King, Laurie R.",n92108495,79368748,Q272794,9,9,9/23/12,768335652,295,2026,9.78055E+12,1061228214,GARMENT OF SHADOWS,1,2012
1971,John Sandford,"Sandford, John, 1944-",n88201495,112432108,Q1701679,1,1,5/17/15,892041387,270,3809,9.7804E+12,2276158482,GATHERING PREY,5,2015
1972,Dorothy L. Sayers,"Sayers, Dorothy L. (Dorothy Leigh), 1893-1957,",n79046044,29540426,Q106740,4,7,3/2/36,365665,326,2725,,478423,GAUDY NIGHT,8,1936
1973,R. A. Salvatore,"Salvatore, R. A",n85364077,112374441,Q316431,13,13,10/24/10,500797204,284,1326,9.78079E+12,374105593,GAUNTLGRYM,1,2010
1974,William Kelley,"Kelley, William, 1929-2003",n85389250,47241492,Q2579582,12,12,11/22/59,291599,1,81,,1475263,GEMINI,6,1959
1975,Eric Jerome Dickey,"Dickey, Eric Jerome",n96036221,75578653,Q5386815,9,9,5/29/05,57577400,123,1269,0525948783,375217886,GENEVIEVE,2,2005
1976,Patrick Dennis,"Dennis, Patrick, 1921-1976",n50008684,36960012,Q222708,4,12,11/18/62,492249,170,503,,1584428,GENIUS,13,1962
1977,Elizabeth Goudge,"Goudge, Elizabeth, 1900-1984",n79076714,24602168,Q242571,4,13,1/15/50,3143493,31,1280,,18665807,GENTIAN HILL,16,1950
1978,Laura Z. Hobson,"Hobson, Laura Z. (Laura Zametkin), 1900-1986",n79145549,79016003,Q6499575,1,14,3/16/47,9808446,160,1757,9.78088E+12,197737560,GENTLEMAN'S AGREEMENT,36,1947
1979,Stephen King,"King, Stephen (Stephen Edwin), 1947-",n79063767,97113511,Q39829,1,1,7/19/92,25131056,332,4217,0670846503,320976,GERALD'S GAME,28,1992
198,Jane McIlvaine McClary,"McClary, Jane McIlvaine",n50014836,75093117,Q109827657,6,8,6/11/72,341258,9,587,067121151X,1478208,A PORTION FOR FOXES,17,1972
1980,Elmore Leonard,"Leonard, Elmore, 1925-2013",n50049790,19680365,Q336519,5,11,8/12/90,20754765,203,3300,0385301413,363552,GET SHORTY,6,1990
1981,Terry McMillan,"McMillan, Terry,",n86098656,84546714,Q535856,4,4,9/26/10,528665831,333,2694,9.78067E+12,400747733,GETTING TO HAPPY,6,2010
1982,Newt Gingrich and William R. Forstchen,,,,,12,12,6/29/03,,,,,,GETTYSBURG,1,2003
1983,Clive Cussler and Graham Brown,,,,,2,2,6/15/14,,,,,,GHOST SHIP,3,2014
1984,Jim Butcher,"Butcher, Jim, 1971-",n2006050784,32309016,Q1367995,1,1,8/14/11,617550984,339,2407,9.78045E+12,483291107,GHOST STORY,5,2011
1985,Peter Straub,"Straub, Peter, 1943-",n79004066,73860475,Q364189,7,12,4/29/79,4515852,115,2382,0698109597,5129833,GHOST STORY,19,1979
1986,Rosie Walsh,"Walsh, Rosie",no2018096528,120153895169602410000,,5,5,8/12/18,1043834180,152,1942,9.78053E+12,9371715672,GHOSTED,1,2018
1987,Edna Ferber,"Ferber, Edna, 1887-1968",n79077439,32079532,Q283496,2,12,10/12/52,284241,126,3635,0385041632,453554,GIANT,27,1952
1988,Sinclair Lewis,"Lewis, Sinclair, 1885-1951",n79023149,39380311,Q123469,2,3,5/3/43,742379,35,1440,,4916074645,GIDEON PLANISH,7,1943
1989,Douglas Preston,"Preston, Douglas J.",n86079367,57543887,Q742632,3,3,1/29/12,707964809,97,2833,9.78045E+12,956962981,GIDEON'S CORPSE,2,2012
199,Hugh Walpole,"Walpole, Hugh, 1884-1941",n79151207,76523409,Q548004,3,6,10/26/36,297353,35,640,,375493303,A PRAYER FOR MY SON,8,1936
1990,Douglas Preston and Lincoln Child,,,,,3,3,3/13/11,,,,,,GIDEON’S SWORD,2,2011
1991,Marilynne Robinson,"Robinson, Marilynne",n80090696,16729,Q253926,11,13,2/6/05,54881929,240,5849,0374153892,878639,GILEAD,5,2005
1992,John Barth,"Barth, John",n2002021074,21497906,,4,8,8/28/66,189165,52,2375,,10567588,GILES GOAT BOY,12,1966
1993,Tracy Chevalier,"Chevalier, Tracy",n90679175,66573793,Q232212,12,12,3/12/00,41431706,384,6818,052594527X,297895,GIRL WITH A PEARL EARRING,2,2000
1994,Cristina Alger,"Alger, Cristina",n2011063462,185675052,Q66429496,13,13,7/21/19,1066056473,130,1734,9.78053E+12,5558857370,GIRLS LIKE US,1,2019
1995,Arthemise Goertz,"Goertz, Arthémise",no95043684,29118429,,10,11,7/27/47,604408,16,296,,1612140,GIVE US OUR DREAM,6,1947
1996,Louise Penny,"Penny, Louise",n2006006905,79555703,Q460414,1,1,9/17/17,967198885,176,3244,9.78125E+12,4154414783,GLASS HOUSES,3,2017
1997,Elmore Leonard,"Leonard, Elmore, 1925-2013",n50049790,19680365,Q336519,2,15,2/10/85,11030580,144,2631,0877956324,3892401,GLITZ,18,1985
1998,Tim LaHaye and Jerry B. Jenkins,,,,,1,1,4/18/04,,,,,,GLORIOUS APPEARING,12,2004
1999,Taylor Caldwell,"Caldwell, Taylor, 1900-1985",n80126302,17220157,Q445429,8,8,12/1/74,980203,91,1275,0385067313,57069994,GLORY AND THE LIGHTNING,3,1974
2,Sue Grafton,"Grafton, Sue",n81098191,113386374,Q234865,3,3,4/18/93,26854030,162,4952,0805019359,346618,"""J"" IS FOR JUDGMENT",10,1993
20,James Patterson and Maxine Paetro,,,,,1,1,5/24/15,,,,,,14TH DEADLY SIN,7,2015
200,John Irving,"Irving, John, 1942-",n79135330,108238891,Q310379,2,6,3/26/89,18557147,432,6436,0688077080,142937474,A PRAYER FOR OWEN MEANY,19,1989
2000,Harper Lee,"Lee, Harper,",n50038872,12431460,Q182658,1,1,8/2/15,902725212,405,7170,9.78006E+12,2283978583,GO SET A WATCHMAN,33,2015
2001,David Niven,"Niven, David, 1910-1983",n50005975,59189997,Q181917,9,14,12/27/81,7737532,40,1107,0385175612,20397543,"GO SLOWLY, COME BACK QUICKLY",11,1981
2002,James Jones,"Jones, James",n80025861,14771646,Q462629,8,9,5/14/67,263615,140,1129,,480283,GO TO THE WIDOW-MAKER,8,1967
2003,Frank Herbert,"Herbert, Frank",n80044450,59083797,Q7934,3,14,4/26/81,6889149,198,4275,0399125930,4042268,GOD EMPEROR OF DUNE,25,1981
2004,Toni Morrison,"Morrison, Toni",n80131379,109406177,Q72334,5,5,5/10/15,893784087,296,4150,9.78031E+12,2224637864,GOD HELP THE CHILD,6,2015
2005,R.F. Delderfield,"Delderfield, R. F. (Ronald Frederick), 1912-1972",n79003954,4977351,Q438569,4,10,9/13/70,88781,119,1868,0671205021,516549,GOD IS AN ENGLISHMAN,24,1970
2006,Joseph Heller,"Heller, Joseph 1923-1999",n79100545,36926967,Q208101,2,10,10/7/84,10711503,48,2683,0394529197,572836,GOD KNOWS,16,1984
2007,Fannie Hurst,"Hurst, Fannie, 1889-1968",n80010314,34585051,Q275719,15,15,1/14/62,1445056,19,168,,2358821,GOD MUST BE SAD,1,1962
2008,Pearl S. Buck,"Buck, Pearl S. (Pearl Sydenstricker), 1892-1973",n79026662,91868694,Q80900,8,11,4/29/51,939754,805,1190,,2829769545,GOD'S MEN,15,1951
2009,Don Imus,"Imus, Don",n81068704,114299708,Q721386,7,14,11/27/94,31131551,32,486,0684801663,323345088,GOD'S OTHER SON,7,1994
201,Terry Brooks,"Brooks, Terry",n81119593,73911214,Q318845,15,15,9/6/09,299707065,163,1679,9.78035E+12,891715582,A PRINCESS OF LANDOVER,1,2009
2010,Jackie Collins,"Collins, Jackie",n79113048,100253982,Q1837775,10,10,10/2/11,668191658,85,2173,9.78031E+12,770572707,GODDESS OF VENGEANCE,2,2011
2011,Robin Cook,"Cook, Robin, 1940-",n79117119,109274608,Q352059,4,15,7/10/83,9329066,138,2221,039912764X,1402956749,GODPLAYER,11,1983
2012,Jeff Shaara,"Shaara, Jeff, 1952-",n95117883,92752529,Q2748902,9,12,6/30/96,34080227,206,3484,0345404920,614054,GODS AND GENERALS,13,1996
2013,Chris Cleave,"Cleave, Chris",n2005022107,79208604,Q1077103,14,14,7/22/12,755712114,94,2339,9.78145E+12,3129242480,GOLD,1,2012
2014,Francis Van Wyck Mason,"Mason, F. van Wyck (Francis van Wyck), 1901-1978",n80067551,57912804,Q4309918,3,14,3/8/53,384663,23,782,,354027094,GOLDEN ADMIRAL,26,1953
2015,J.D. Robb,"Robb, J. D., 1950-",n95081025,43552467,,2,2,2/23/20,1111812611,103,1847,9.78125E+12,12440511458,GOLDEN IN DEATH,4,2020
2016,John Sandford,"SANDFORD, JOHN",n88201495,112432108,Q1701679,1,1,5/14/17,954669337,67,3748,9.7804E+12,3753732870,GOLDEN PREY,6,2017
2017,Pierce Brown,"Brown, Pierce, 1988-",n2013048847,305024077,Q19665989,6,6,1/25/15,869904689,273,2521,9.78035E+12,2042011339,GOLDEN SON,1,2015
2018,James Patterson and Michael Ledwidge,,,,,3,3,10/20/13,,,,,,GONE,5,2013
2019,Jonathan Kellerman,"Kellerman, Jonathan",n79116770,2559502,Q1349245,1,1,4/16/06,63789427,307,4424,0345452615,50134142,GONE,6,2006
202,Jeffrey Archer,"Archer, Jeffrey, 1940-",n79115945,110249804,Q313489,6,7,3/23/08,156832507,105,3531,9.78031E+12,116637500,A PRISONER OF BIRTH,5,2008
2020,Lisa Gardner,"Gardner, Lisa",n97115649,46905313,Q1028373,4,4,2/19/06,61285740,326,3764,0553804316,12638408,GONE,4,2006
2021,Randy Wayne White,"White, Randy Wayne",n88246803,102907844,Q7292502,15,15,9/23/12,785077582,107,2064,9.7804E+12,1125835954,GONE,1,2012
2022,Harlan Coben,"Coben, Harlan, 1962-",n88243676,116846308,Q318099,12,12,5/19/02,48376001,430,3912,038533558X,733930,GONE FOR GOOD,4,2002
2023,Gillian Flynn,"Flynn, Gillian, 1971-",n2005086885,103168327,Q311755,1,2,6/24/12,753624684,697,7383,9.78031E+12,1076468797,GONE GIRL,80,2012
2024,Lee Child,"Child, Lee",n96077849,100304282,Q333719,1,1,6/7/09,245599035,532,4180,9.78039E+12,143254284,GONE TOMORROW,5,2009
2025,Suzanne Brockmann,"Brockmann, Suzanne",n96072609,47587078,Q7650783,5,5,8/3/03,51879239,219,2090,0345462270,683691,GONE TOO FAR,4,2003
2026,Margaret Mitchell,"Mitchell, Margaret 1900-1949",n50039200,27068921,Q173540,1,5,7/6/36,290058,416,13414,9.78142E+12,101013,GONE WITH THE WIND,78,1936
2027,Phillip Margolin,"Margolin, Phillip",n80142317,79106434,Q2880806,12,12,10/31/93,27641490,169,2391,0385470029,2260961145,"GONE, BUT NOT FORGOTTEN",1,1993
2028,Joseph Heller,"Heller, Joseph 1923-1999",n79100545,36926967,Q208101,1,14,3/25/79,4493009,90,3129,0671229230,519617,GOOD AS GOLD,25,1979
2029,Lolly Winston,"Winston, Lolly",n2003033674,65101648,,12,15,5/2/04,52575812,138,2376,0446533041,2281711,GOOD GRIEF,3,2004
203,James Lee Burke,"Burke, James Lee, 1936-",n85019637,110621918,Q982095,3,3,8/30/20,1129724811,121,2646,9.78198E+12,9867854442,A PRIVATE CATHEDRAL,1,2020
2030,Frances Gray Patton,"Patton, Frances Gray",n86056891,23062921,Q5478671,7,13,11/28/54,288277,32,1597,,469315,"GOOD MORNING, MISS DOVE",19,1954
2031,James Hilton,"Hilton, James, 1900-1954",n81004128,36944583,Q43227,2,5,7/23/34,6581203,263,5613,0316364207,635186,"GOOD-BYE, MR. CHIPS",41,1934
2032,Allistair MacLean,,,,,10,12,4/30/78,,,,,,GOODBYE CALIFORNIA,9,1978
2033,Harold Robbins,"Robbins, Harold, 1916-1997",n79109317,100259954,Q531563,3,14,6/14/81,7279403,108,1253,0671225936,4159876051,"GOODBYE, JANETTE",21,1981
2034,Len Deighton,"Deighton, Len, 1929-",n79075579,273905397,Q505274,9,13,12/19/82,8590270,108,2010,0394512596,463152,"GOODBYE, MICKEY MOUSE",13,1982
2035,Jennifer Weiner,"Weiner, Jennifer",n00030227,24815905,Q328338,2,2,10/9/05,61346122,76,2672,9.78074E+12,12627927,GOODNIGHT NOBODY,5,2005
2036,Martin Cruz Smith,"Smith, Martin Cruz, 1942-",n50013285,95175916,Q1395538,1,11,4/12/81,6914272,262,3922,0394517482,463292,GORKY PARK,45,1981
2037,Richard Paul Evans,"Evans, Richard Paul",n95047423,165087647,Q285876,8,8,10/26/08,243474419,42,3414,9.78142E+12,140420184,GRACE,1,2008
2038,A. J. Cronin,"Cronin, A. J",n50018375,29726795,Q179059,2,3,5/22/33,1592092,44,747,,196616720,GRAND CANARY,2,1933
2039,Jayne Ann Krentz,"Krentz, Jayne Ann",n85135118,66032852,Q438345,13,13,1/30/94,27895696,45,2019,0671778706,345880,GRAND PASSION,3,1994
204,Taylor Caldwell,"Caldwell, Taylor, 1900-1985",n80126302,17220157,Q445429,3,14,12/3/61,3053786,11,1154,,57067673,A PROLOGUE TO LOVE,30,1961
2040,Louis Kronenberger,"Kronenberger, Louis, 1904-1980",n79064822,43113433,Q6687573,15,15,3/23/52,1052231,2,199,,196926897,GRAND RIGHT AND LEFT,1,1952
2041,Samuel Hopkins Adams,"Adams, Samuel Hopkins, 1871-1958",n50037535,54348554,Q185406,7,14,8/14/55,387631,11,1144,,1514831,GRANDFATHER STORIES,13,1955
2042,Taylor Caldwell,"Caldwell, Taylor, 1900-1985",n80126302,17220157,Q445429,3,9,3/31/63,305519,30,1020,,57067730,GRANDMOTHER AND THE PRIESTS,23,1963
2043,Louis Adamic,"Adamic, Louis, 1899-1951",n50036829,57408177,Q713658,8,8,4/1/35,1078050,1,300,,2039988,GRANDSONS,1,1935
2044,Danielle Steel,"Steel, Danielle",n80061569,100238676,Q72653,2,2,7/18/99,40193491,198,3543,0385317093,6692391,GRANNY DAN,11,1999
2045,Charlaine Harris,"Harris, Charlaine",n80142320,50289397,Q233566,9,9,11/15/09,318411384,267,2458,9.78043E+12,195541766,GRAVE SECRET,1,2009
2046,Kathy Reichs,"Reichs, Kathy,",n82144118,85377433,Q298221,11,13,7/28/02,49225924,124,3590,0684859734,724353,GRAVE SECRETS,2,2002
2047,Thomas Pynchon,"Pynchon, Thomas",n79099184,88986700,Q35155,8,9,4/22/73,592261,112,4293,0670348325,344215,GRAVITY'S RAINBOW,4,1973
2048,John Grisham,"Grisham, John ( 1955- )",n88231236,7449742,Q106465,1,1,11/9/14,877911289,435,5539,9.78039E+12,1781770182,GRAY MOUNTAIN,20,2014
2049,Fanny Hurst,,,,,7,7,11/2/36,,,,,,GREAT LAUGHTER,4,1936
205,John O'Hara,"O'Hara, John, 1905-1970",n79060653,12429524,Q548345,1,6,9/4/49,34202441,60,1596,,570585,A RAGE TO LIVE,33,1949
2050,Taylor Caldwell,"Caldwell, Taylor, 1900-1985",n80126302,17220157,Q445429,2,9,5/3/70,65649,95,2131,,20534134,GREAT LION OF GOD,34,1970
2051,Edna Ferber,"Ferber, Edna, 1887-1968",n79077439,32079532,Q283496,2,2,2/25/45,284250,36,1697,,485800,GREAT SON,8,1945
