htid	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata_qid	best_rank	debut_rank	first_week	hathi_rights	isbn	oclc	oclc_eholdings	oclc_holdings	oclc_owi	title	title_id	year
mdp.39015056671541	Stuart Woods	Woods, Stuart	n79045422	108957653	Q3500849	5	11	2003-05-04	ic	0399149821	50725635	211	3343	702099	DIRTY WORK	1465	2003
uc1.32106016478502	Michael Crichton	Crichton, Michael, 1942-2008	n50018616	89578936	Q172140	1	12	1994-01-23	ic	0679419454	28844025	222	4489	156434992	DISCLOSURE	1467	1994
mdp.39015008865480	Lloyd C. Douglas	Douglas, Lloyd C. (Lloyd Cassel), 1877-1951	n85335454	76521596	Q1318617	3	5	1939-01-23	ic		283117	49	1095	9380879194	DISPUTED PASSAGE	1473	1939
mdp.39015058129670	J. D. Robb	Robb, J. D., 1950-	n95081025	43552467	Q231356	3	8	2004-02-15	ic	0399151540	52312659	246	3887	691322	DIVIDED IN DEATH	1475	2004
mdp.39015033266340	James Lee Burke	Burke, James Lee	n85019637	110621918	Q982095	11	9	1994-08-21	ic	0786860197	28798122	88	2362	31620968	DIXIE CITY JAM	1478	1994
mdp.39015019997025	R.V. Cassill	Cassill, R. V. (Ronald Verlin), 1919-2002	n80079531	111150507	Q7365357	9	15	1971-01-24	ic		101372	112	414	57522603	DOCTOR COBB'S GAME	1480	1971
uc1.32106005402778	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic		321288	230	8178	12392495264	DOCTOR ZHIVAGO	1484	1958
mdp.39015004801653	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic		321288	230	8178	12392495264	DOCTOR ZHIVAGO	1484	1958
inu.30000117261143	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic		44800185	10	135	12440747199	DOCTOR ZHIVAGO	1484	1958
inu.30000124812276	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic		44800185	10	135	12440747199	DOCTOR ZHIVAGO	1484	1958
inu.39000001408884	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic	0002611503	15590019	5	806	12393094185	DOCTOR ZHIVAGO	1484	1958
mdp.39015063180882	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic	0679731237	22707986	230	8178	12392495264	DOCTOR ZHIVAGO	1484	1958
mdp.39015032447289	Boris Pasternak	Pasternak, Boris Leonidovich, 1890-1960	n79018438	68933968	Q41223	1	7	1958-09-28	ic	0679731237	22707986	230	8178	12392495264	DOCTOR ZHIVAGO	1484	1958
mdp.39015015205100	Giovannino Guareschi	Guareschi, Giovanni, 1908-1968	n50033000	9847198	Q378639	6	14	1952-08-31	und		716646	24	1420	4948225875	DON CAMILLO AND HIS FLOCK	1492	1952
mdp.39015019069528	Giovannino Guareschi	Guareschi, Giovanni, 1908-1968	n50033000	9847198	Q378639	11	12	1954-07-25	ic		826609	23	661	396061571	DON CAMILLO'S DILEMMA	1493	1954
uc1.b3767189	Giovannino Guareschi	Guareschi, Giovanni, 1908-1968	n50033000	9847198	Q378639	11	12	1954-07-25	ic		826609	23	661	396061571	DON CAMILLO'S DILEMMA	1493	1954
uc1.$b86987	Katherine Brush	Brush, Katharine, 1900-1952	no93001232	116400599	Q6376162	3	3	1935-05-06	nobody|ic		1246612	2	80	2154639	DON'T EVER LEAVE ME	1495	1935
mdp.39015018613631	William Brinkley	Brinkley, William, 1917-1993	n81026861	79278058	Q8005930	1	13	1956-07-22	ic		179701	10	1006	1319796	DON'T GO NEAR THE WATER	1497	1956
mdp.39015055108859	Amanda Quick	Quick, Amanda	n91026387	106085381	Q438345	11	7	2002-06-16	ic	0553802003	48100218	217	2324	4162038550	DON'T LOOK BACK	1499	2002
mdp.39015078775692	Andrew Gross	Gross, Andrew, 1952-	no2008067609	19925927	Q3616265	15	13	2009-03-22	ic	0061143448	232977732	155	2454	189807050	DON'T LOOK TWICE	1500	2009
mdp.39015001698649	Herman Wouk	Wouk, Herman, 1915-2019	n79032317	17231124	Q49072	4	10	1965-04-04	ic		291422	63	2416	1474677	DON'T STOP THE CARNIVAL	1501	1965
mdp.39015004939420	Herman Wouk	Wouk, Herman, 1915-2019	n79032317	17231124	Q49072	4	10	1965-04-04	ic		291422	63	2416	1474677	DON'T STOP THE CARNIVAL	1501	1965
mdp.39015008604301	Nancy Mitford	Mitford, Nancy, 1904-1973	n50034891	32000532	Q260026	6	16	1961-04-16	ic	9780241901472	2205384	78	1062	1476127	DON'T TELL ALFRED	1502	1961
mdp.39015000654932	Henry Green	Green, Henry, 1905-1973	n80037913	100267506	Q1285562	15	15	1952-06-01	und		285966	44	1111	1226707	DOTING	1505	1952
mdp.39015065907977	Henry Green	Green, Henry, 1905-1973	n80037913	100267506	Q1285562	15	15	1952-06-01	ic		11915075	44	1111	1226707	DOTING	1505	1952
mdp.39015053393750	Robert B. Parker	Parker, Robert B., 1932-2010	n79063642	101763416	Q550819	9	10	1992-06-21	ic	0399137548	24318397	141	2829	374390329	DOUBLE DEUCE	1507	1992
uc1.b3687726	Frances Gaither	Gaither, Frances, 1889-1955	n88089958	26150738	Q5478670	7	7	1949-03-27	pd		284353	18	541	1444548	DOUBLE MUSCADINE	1511	1949
uc1.$b104298	Frances Gaither	Gaither, Frances, 1889-1955	n88089958	26150738	Q5478670	7	7	1949-03-27	pd		284353	18	541	1444548	DOUBLE MUSCADINE	1511	1949
mdp.39015058795454	Robert B. Parker	Parker, Robert B., 1932-2010	n79063642	101763416	Q550819	10	3	2004-06-13	ic	0399151885	54034836	155	2806	287119209	DOUBLE PLAY	1512	2004
mdp.39015064982740	Catherine Coulter	Coulter, Catherine	n81100799	84052393	Q2941863	3	15	2007-07-01	ic	0399154248	85830828	272	4185	69733517	DOUBLE TAKE	1514	2007
mdp.39015013979623	Christy Brown	Brown, Christy, 1932-1981	n50039631	7387688	Q529336	9	6	1970-07-12	ic		101561	44	1214	49046165	DOWN ALL THE DAYS	1517	1970
mdp.39015004151679	Christy Brown	Brown, Christy, 1932-1981	n50039631	7387688	Q529336	9	6	1970-07-12	ic	0812813073	76859	44	1214	49046165	DOWN ALL THE DAYS	1517	1970
mdp.39015032151824	Anne Rivers Siddons	Siddons, Anne Rivers	n50024038	71415238	Q4768750	10	10	1994-07-10	ic	0060179341	30026760	104	2740	198875502	DOWNTOWN	1520	1994
mdp.39015049549978	Jonathan Kellerman	Kellerman, Jonathan	n79116770	2559502	Q1349245	7	3	2000-12-24	ic	0679459618	43706891	260	3436	196621315	DR. DEATH	1521	2000
mdp.39015030711991	Upton Sinclair	Coulton, G. G. (George Gordon), 1858-1947	n50018212	95255424	Q1998582	2	3	1945-07-08	ic		215701631	1	257	1781815	DRAGON HARVEST	1524	1945
mdp.39015011347054	Upton Sinclair	Coulton, G. G. (George Gordon), 1858-1947	n50018212	95255424	Q1998582	2	3	1945-07-08	ic		215701631	1	257	1781815	DRAGON HARVEST	1524	1945
uc1.b4088974	Upton Sinclair	Coulton, G. G. (George Gordon), 1858-1947	n50018212	95255424	Q1998582	2	3	1945-07-08	ic		215701631	1	257	1781815	DRAGON HARVEST	1524	1945
mdp.39015040801485	Pearl S. Buck	Buck, Pearl S. 1892-1973	n79026662	91868694	Q80900	1	2	1942-02-02	ic		285548	169	3082	452554	DRAGON SEED	1525	1942
pst.000030501249	Pearl S. Buck	Buck, Pearl S. 1892-1973	n79026662	91868694	Q80900	1	2	1942-02-02	ic		3190839	169	3082	452554	DRAGON SEED	1525	1942
pst.000029710980	Pearl S. Buck	Buck, Pearl S. 1892-1973	n79026662	91868694	Q80900	1	2	1942-02-02	ic		18083929	169	3082	452554	DRAGON SEED	1525	1942
pst.000026329680	Pearl S. Buck	Buck, Pearl S. 1892-1973	n79026662	91868694	Q80900	1	2	1942-02-02	ic	1559210338	24871104	169	3082	452554	DRAGON SEED	1525	1942
mdp.39015064884698	Anne McCaffrey and Todd McCaffrey	McCaffrey, Anne	n50009225	110586836	Q233046	16	1	2006-07-30	ic	9780345480286	64453478	176	1880	47559288	DRAGON'S FIRE	1528	2006
uc1.b4088966	Upton Sinclair	Oregon State University	n80017721	154115435	Q861888	5	5	1942-01-26	ic		218438235	0	9	2138918	DRAGON'S TEETH	1529	1942
mdp.39015014439056	Upton Sinclair	Oregon State University	n80017721	154115435	Q861888	5	5	1942-01-26	ic		218438235	0	9	2138918	DRAGON'S TEETH	1529	1942
uc1.32106012331895	Upton Sinclair	Sinclair, Upton, 1878-1968	n79127862	32002923	Q216134	5	5	1942-01-26	ic		8334576	127	1557	1298947	DRAGON'S TEETH	1529	1942
inu.30000123933008	Upton Sinclair	Sinclair, Upton, 1878-1968	n79127862	32002923	Q216134	5	5	1942-01-26	ic		3011250	127	1557	1298947	DRAGON'S TEETH	1529	1942
mdp.39015038571041	Anne McCaffrey	McCaffrey, Anne	n50009225	110586836	Q233046	15	13	1997-02-23	ic	0345388216	35650833	248	1893	679227	DRAGONSEYE	1537	1997
mdp.39015068793838	Elizabeth Berg	Berg, Elizabeth	n92064003	85419722	Q13563137	15	9	2007-05-20	ic	1400065100	76167130	133	2752	196161491	DREAM WHEN YOU’RE FEELING BLUE	1542	2007
uc1.32106018932068	Elizabeth Berg	Berg, Elizabeth	n92064003	85419722	Q13563137	15	9	2007-05-20	ic	1400065100	76167130	133	2752	196161491	DREAM WHEN YOU’RE FEELING BLUE	1542	2007
mdp.39015022182441	Elizabeth Chevalier	Chevalier, Elizabeth Pickett, 1896-1984	no98075779	79279146	Q5363349	4	4	1942-07-27	ic		280785	1	419	375494765	DRIVIN' WOMAN	1552	1942
uc1.$b87358	Elizabeth Chevalier	Chevalier, Elizabeth Pickett, 1896-1984	no98075779	79279146	Q5363349	4	4	1942-07-27	ic		280785	1	419	375494765	DRIVIN' WOMAN	1552	1942
uc1.b3688040	Elizabeth Chevalier	Chevalier, Elizabeth Pickett, 1896-1984	no98075779	79279146	Q5363349	4	4	1942-07-27	ic		280785	1	419	375494765	DRIVIN' WOMAN	1552	1942
mdp.39015029123307	Dick Francis	Francis, Dick	n79135492	24601518	Q314929	3	3	1992-11-01	ic	0718134826	28294934	145	3234	388198	DRIVING FORCE	1553	1992
mdp.39015056248878	T. Coraghessan Boyle	Boyle, T. Coraghessan	n78072648	14796817	Q786526	13	5	2003-03-16	ic	0670031720	49743603	134	1988	658968	DROP CITY	1555	2003
mdp.39015050264897	Christina Schwarz	Schwarz, Christina	n00037656	52741628	Q18609288	1	14	2000-10-15	ic	0385502532	43810705	275	4032	683772	DROWNING RUTH	1557	2000
uc1.b3687674	Walter D. Edmonds	Edmonds, Walter D. (Walter Dumaux), 1903-1998	n79083990	111354729	Q7964635	1	4	1936-08-10	ic		6505692	91	3324	57520896	DRUMS ALONG THE MOHAWK	1558	1936
pst.000014579943	Walter D. Edmonds	Edmonds, Walter D. (Walter Dumaux), 1903-1998	n79083990	111354729	Q7964635	1	4	1936-08-10	ic	0553064177	18172565	91	3324	57520896	DRUMS ALONG THE MOHAWK	1558	1936
mdp.39015054016459	Diana Gabaldon	Gabaldon, Diana	n90697072	40164873	Q272492	2	14	1997-01-19	ic	0385311400	34473809	575	4588	4820338090	DRUMS OF AUTUMN	1559	1997
mdp.39015046883040	Larry McMurtry	McMurtry, Larry	n79027185	36935272	Q611672	17	8	1999-02-14	ic	068485497X	39985610	59	2767	243554691	DUANE'S DEPRESSED	1562	1999
uc1.b4951227	Bernard Malamud	Malamud, Bernard	n79046272	34459928	Q351547	8	4	1979-03-25	ic	014018760X	31378057	38	2490	452246	DUBIN'S LIVES	1563	1979
pst.000023423503	Bernard Malamud	Malamud, Bernard	n79046272	34459928	Q351547	8	4	1979-03-25	ic	014018760X	31378057	38	2490	452246	DUBIN'S LIVES	1563	1979
mdp.39015030727468	Norman Collins	Collins, Norman, 1907-1982	n50026854	44663916	Q7052087	6	4	1947-02-09	und		1011350	10	278	1933009	DULCIMER STREET	1565	1947
uc1.$b87151	Norman Collins	Collins, Norman, 1907-1982	n50026854	44663916	Q7052087	6	4	1947-02-09	und		1011350	10	278	1933009	DULCIMER STREET	1565	1947
mdp.39015073669205	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	1	6	2008-02-10	ic	1416552510	154662628	156	5175	104620355	DUMA KEY	1566	2008
uc1.$b105637	Howard Spring	Spring, Howard, 1889-1965	n50035136	22183085	Q1631915	13	1	1947-02-23	ic		1511561	2	410	2334773	DUNKERLEY'S	1574	1947
uc1.$b312416	Samuel Rogers	Rogers, Samuel, 1894-	no94039469	46340201		3	6	1934-09-03	pd		2731520	11	250	3005120	DUSK AT THE GROVE	1575	1934
mdp.39015063955770	Samuel Rogers	Rogers, Samuel, 1894-	no94039469	46340201		3	6	1934-09-03	pd		2731520	11	250	3005120	DUSK AT THE GROVE	1575	1934
mdp.39015050242653	Tami Hoag	Hoag, Tami,	n90630178	85444183	Q1683201	2	10	2000-08-20	ic	0553106341	43903772	302	3756	744122	DUST TO DUST	1578	2000
uc1.$b86038	Theodore Bonnet	Bonnet, Theodore	no96008646	79277667		11	16	1955-05-01	ic		4878215	11	177	2357926	DUTCH	1579	1955
mdp.39015004780246	John Gregory Dunne	Dunne, John Gregory, 1932-2003	n78089089	110936081	Q705022	13	5	1982-05-23	ic	0671412922	7977778	24	843	55696068	DUTCH SHEA, JR.	1580	1982
mdp.39015054419638	Linda Howard	Howard, Linda, 1950-	n96076376	5051471	Q446121	6	2	2002-05-05	ic	0345452704	49980555	230	3029	2829667312	DYING TO PLEASE	1581	2002
mdp.39015002660317	Taylor Caldwell	Caldwell, Taylor, 1900-1985	n80126302	17220157	Q445429	3	4	1938-09-26	ic		1357301	90	1177	20013157	DYNASTY OF DEATH	1583	1938
uc1.b3614676	Taylor Caldwell	Caldwell, Taylor, 1900-1985	n80126302	17220157	Q445429	3	4	1938-09-26	ic		1357301	90	1177	20013157	DYNASTY OF DEATH	1583	1938
mdp.49015002773738	Taylor Caldwell	Caldwell, Taylor, 1900-1985	n80126302	17220157	Q445429	3	4	1938-09-26	ic		95024	90	1177	20013157	DYNASTY OF DEATH	1583	1938
uc1.$b244989	Norman Katkov	Katkov, Norman	n83068933	2989117	Q113805656	9	6	1948-02-08	ic		1282002	2	142	2213669	EAGLE AT MY EYES	1585	1948
uc1.$b98401	F. Van Wyck Mason	Mason, F. van Wyck (Francis van Wyck), 1901-1978	n80067551	57912804	Q4309918	1	4	1948-02-15	ic		905936	23	946	3372198708	EAGLE IN THE SKY	1586	1948
uc1.b3710915	F. Van Wyck Mason	Mason, F. van Wyck (Francis van Wyck), 1901-1978	n80067551	57912804	Q4309918	1	4	1948-02-15	ic		905936	23	946	3372198708	EAGLE IN THE SKY	1586	1948
mdp.39015051364423	Gwenthalyn Graham	Graham, Gwethalyn	n88615927	79283360	Q4950618	1	4	1944-11-12	und		8419715	54	1083	18891099	EARTH AND HIGH HEAVEN	1589	1944
uc1.$b323467	Gwenthalyn Graham	Graham, Gwethalyn	n88615927	79283360	Q4950618	1	4	1944-11-12	und		8419715	54	1083	18891099	EARTH AND HIGH HEAVEN	1589	1944
uc1.b3810823	Gwenthalyn Graham	Graham, Gwethalyn	n88615927	79283360	Q4950618	1	4	1944-11-12	ic		360794	54	1083	18891099	EARTH AND HIGH HEAVEN	1589	1944
wu.89099303265	Dalton S. Reymond	Reymond, Dalton S.	no94014998	75892326		9	3	1948-03-07	ic		1613386	2	104	2419562	EARTHBOUND	1591	1948
mdp.39015058013270	John Steinbeck	Steinbeck, John	n79081460	96992551	Q39212	1	6	1952-10-05	ic		289947	387	11207	576470	EAST OF EDEN	1594	1952
inu.30000117261267	John Steinbeck	Steinbeck, John	n79081460	96992551	Q39212	1	6	1952-10-05	ic		32604783	387	11207	576470	EAST OF EDEN	1594	1952
mdp.39015039905859	David Guterson	Guterson, David	n88159394	84055110	Q1174627	4	6	1999-05-09	ic	0151002290	39706973	128	3786	752912	EAST OF THE MOUNTAINS	1595	1999
uc1.b4357916	Sholem Asch	Asch, Šālōm	n79114270	56628030	Q380439	1	1	1946-11-10	und		325381	38	1365	290292048	EAST RIVER	1596	1946
mdp.39015024824008	Sholem Asch	Asch, Šālōm	n79114270	56628030	Q380439	1	1	1946-11-10	und		325381	38	1365	290292048	EAST RIVER	1596	1946
mdp.39015024566393	Sholem Asch	Asch, Šālōm	n79114270	56628030	Q380439	1	1	1946-11-10	und		325381	38	1365	290292048	EAST RIVER	1596	1946
uc1.$b662369	Sholem Asch	Asch, Šālōm	n79114270	56628030	Q380439	1	1	1946-11-10	ic		19113434	38	1365	290292048	EAST RIVER	1596	1946
uc1.$b370484	Marcia Davenport	Davenport, Marcia, 1903-1996	n78096904	111229575	Q2908658	1	8	1947-11-09	und		568038	32	684	57521394	EAST SIDE, WEST SIDE	1598	1947
mdp.39015019181356	Marcia Davenport	Davenport, Marcia, 1903-1996	n78096904	111229575	Q2908658	1	8	1947-11-09	und		568038	32	684	57521394	EAST SIDE, WEST SIDE	1598	1947
mdp.39015042598600	John Sandford	Sandford, John, 1944 February 23-	n88201495	112432108	Q1701679	1	7	2000-05-28	ic	039914613X	43445655	310	3764	49740	EASY PREY	1600	2000
mdp.39015060399717	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	2	5	2004-11-14	ic	0385336349	53001441	239	4174	87820	ECHOES	1602	2004
mdp.39015049989331	Jack Higgins	Higgins, Jack, 1929-	n79059853	39378467	Q433708	4	11	2001-03-11	ic	000226157X	45328276	41	3381	773876	EDGE OF DANGER	1608	2001
mdp.39015063608395	Arnold Zweig	Zweig, Arnold, 1887-1968	n50015933	29547693	Q75868	3	3	1936-05-11	ic		225734	47	850	4535708865	EDUCATION BEFORE VERDUN	1611	1936
mdp.39015012073550	Arnold Zweig	Zweig, Arnold, 1887-1968	n50015933	29547693	Q75868	3	3	1936-05-11	ic		225734	47	850	4535708865	EDUCATION BEFORE VERDUN	1611	1936
mdp.39015030050077	Arnold Zweig	Zweig, Arnold, 1887-1968	n50015933	29547693	Q75868	3	3	1936-05-11	ic		225734	47	850	4535708865	EDUCATION BEFORE VERDUN	1611	1936
mdp.39015064683025	Wendy Wasserstein	Wasserstein, Wendy	n79023585	34513577	Q450050	15	15	2006-05-14	ic	9781400042319	61200737	57	1154	1121105	ELEMENTS OF STYLE	1615	2006
uc1.32106018440625	Wendy Wasserstein	Wasserstein, Wendy	n79023585	34513577	Q450050	15	15	2006-05-14	ic	9781400042319	61200737	57	1154	1121105	ELEMENTS OF STYLE	1615	2006
mdp.39015031325833	R.C. Hutchinson	Hutchinson, R. C. (Ray Coryton), 1907-1975	n50030342	3380440	Q7273516	8	4	1949-02-20	ic		168690	32	754	1176008	ELEPHANT AND CASTLE	1616	1949
uc1.b3116569	Robert Standish	Standish, Robert	n50016294	46889410	Q5275574	8	3	1949-07-31	und		283865	12	687	1442820	ELEPHANT WALK	1618	1949
mdp.39015066070890	Agatha Christie	Christie, Agatha, 1890-1976	n79038407	71388952	Q35064	7	1	1973-01-21	ic	0002312107	694646	238	4652	290467383	ELEPHANTS CAN REMEMBER	1619	1973
uc1.32106014451964	Agatha Christie	Christie, Agatha, 1890-1976	n79038407	71388952	Q35064	7	1	1973-01-21	ic		30908536	238	4652	290467383	ELEPHANTS CAN REMEMBER	1619	1973
mdp.39015055435120	Catherine Coulter	Coulter, Catherine	n81100799	84052393	Q2941863	4	14	2002-08-18	ic	0399148779	49576640	253	3663	41962280	ELEVENTH HOUR	1622	2002
mdp.39015020710847	John O'Hara	O'Hara, John, 1905-1970	n79060653	12429524	Q548345	2	15	1963-06-09	ic		5663586	16	1321	265781719	ELIZABETH APPLETON	1624	1963
uc1.32106015377689	Margaret Irwin	Irwin, Margaret, 1889-1967	n83056243	292516346	Q4955856	12	1	1949-01-23	ic	0749003898	41071420	79	1183	1138095	ELIZABETH, CAPTIVE PRINCESS	1626	1949
mdp.39076006738137	Fred Mustard Stewart	Stewart, Fred Mustard, 1932-2007	n50022642	113891129	Q852306	6	6	1983-02-20	ic	0688016227	8906593	51	1819	67922068	ELLIS ISLAND	1628	1983
mdp.39015066047559	Ethan Canin	Canin, Ethan	n87840327	110589396	Q528593	12	13	1988-03-20	ic	0395429765	16684009	61	1201	335950	EMPEROR OF THE AIR	1631	1988
mdp.39015066059885	Gore Vidal	Vidal, Gore, 1925-2012	n79040150	98281411	Q167821	3	6	1987-06-14	ic	0394561236	14904839	147	3206	196822226	EMPIRE	1632	1987
mdp.39015059166333	Richard Russo	Russo, Richard, 1949-	n86089055	49329265	Q558430	14	12	2001-07-01	ic	0679432477	46863970	392	4594	773904	EMPIRE FALLS	1634	2001
mdp.39015000551526	Ann Bridge	Bridge, Ann, 1889-1974	n50031175	40443276	Q13511828	4	6	1937-11-01	ic		944100	29	361	1904300	ENCHANTER'S NIGHTSHADE	1635	1937
uc1.$b106409	Ann Bridge	Bridge, Ann, 1889-1974	n50031175	40443276	Q13511828	4	6	1937-11-01	ic		944100	29	361	1904300	ENCHANTER'S NIGHTSHADE	1635	1937
mdp.39015041074090	Louis L'Amour	L'Amour, Louis, 1908-1988,	n79041797	121561792	Q379895	6	9	1997-06-01	ic	0553106481	35701150	85	3017	57740632	END OF THE DRIVE	1637	1997
mdp.39015082657167	Orson Scott Card	Card, Orson Scott	n79022189	116838661	Q217110	16	9	2008-11-30	ic	0765322102	223884539	67	2637	134652160	ENDER IN EXILE	1640	2008
mdp.39015053525716	Robert Harris	Harris, Robert, 1957-	n82065487	110431011	Q313981	15	9	1995-12-03	ic	0679428879	32626914	106	2729	3902752233	ENIGMA	1644	1995
uc1.$b105722	Ethel Vance	Stone, Grace Zaring, 1891-1991	n84161569	48172475	Q3088826	1	4	1939-10-02	ic		18919314	23	142	10568498643	ESCAPE	1649	1939
mdp.39015030850781	Robert Briffault	Briffault, Robert, 1876-1948	n50040877	4973560	Q3079877	1	2	1935-09-16	ic		24823954	20	489	5616513	EUROPA	1653	1935
uc1.b3810807	Robert Briffault	Briffault, Robert, 1876-1948	n50040877	4973560	Q3079877	1	2	1935-09-16	ic		24823954	20	489	5616513	EUROPA	1653	1935
uc1.b3810808	Robert Briffault	Briffault, Robert, 1876-1948	n50040877	4973560	Q3079877	4	6	1937-10-04	ic		283988	9	350	1443263	EUROPA IN LIMBO	1654	1937
mdp.39015002385691	Meyer Levin	Levin, Meyer, 1905-1981	n79055883	27067610	Q966340	7	14	1959-09-13	pd		1160336	19	572	48029278	EVA	1655	1959
mdp.39015046008309	Gail Godwin	Godwin, Gail	n50033169	100267478	Q2908695	15	12	1999-04-18	ic	0345372441	38602317	21	2365	26619778	EVENSONG	1661	1999
pst.000029698981	Elswyth Thane	Thane, Elswyth, 1900-1984	n79026899	52957581	Q5367778	15	15	1945-11-11	ic		3679569	52	1225	149331067	EVER AFTER	1662	1945
mdp.49015002580224	Belva Plain	Plain, Belva	n77009972	7976572	Q639041	5	4	1978-07-02	ic	044002661X	3362135	196	2904	478463	EVERGREEN	1664	1978
mdp.39015063660834	Judith McNaught	McNaught, Judith	n86828502	67332444	Q2664596	5	2	2006-01-15	ic	0345479904	62324915	219	3309	9727671	EVERY BREATH YOU TAKE	1667	2006
mdp.39015064680732	Philip Roth	Roth, Philip	n79125808	100235370	Q187019	8	10	2006-05-14	ic	9780618735167	62330606	136	3259	46705873	EVERYMAN	1674	2006
mdp.39015062584860	Lauren Weisberger	Weisberger, Lauren, 1977-	n2003033115	64246512	Q176049	10	11	2005-10-23	ic		60188217	119	2348	943294	EVERYONE WORTH KNOWING	1676	2005
mdp.39015032592712	Barbara Taylor Bradford	Bradford, Barbara Taylor, 1933-	n79018886	111572561	Q437224	4	5	1994-07-24	ic	0060177233	30356047	60	2853	651111	EVERYTHING TO GAIN	1679	1994
mdp.39015054263903	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	1	12	2002-04-07	ic	0743235150	48876610	104	4192	5090406659	EVERYTHING'S EVENTUAL	1681	2002
mdp.39015016454640	Paul Hyde Bonner	Bonner, Paul Hyde	nr90004989	74299619	Q69814887	5	9	1955-07-10	ic		313639	23	483	1378297	EXCELSIOR!	1684	1955
uc1.32106002153713	Jessamyn West	West, Jessamyn	n79077176	204947753	Q1688127	4	7	1969-04-20	ic	9780333107126	5761	33	2004	38847	EXCEPT FOR ME AND THEE	1685	1969
mdp.39015005541134	Jessamyn West	West, Jessamyn	n79077176	204947753	Q1688127	4	7	1969-04-20	ic	9780333107126	5761	33	2004	38847	EXCEPT FOR ME AND THEE	1685	1969
mdp.39015046386523	Tom Clancy	Clancy, Tom, 1947-2013	n84030721	108842694	Q105167	1	2	1996-09-01	ic	0399142193	34878804	304	4297	543774	EXECUTIVE ORDERS	1689	1996
mdp.39015056886008	Vince Flynn	Flynn, Vince, 1966-2013	n98021194	57668585	Q1356200	10	2	2003-05-25	ic	0743453956	52158272	164	2864	742530	EXECUTIVE POWER	1690	2003
mdp.39015000585375	Albert Camus	Camus, Albert, 1913-1960	n79061368	97000332	Q34670	12	16	1958-03-30	ic		343197	185	5024	2564816567	EXILE AND THE KINGDOM	1694	1958
