id	author	author_authorized_heading	author_lccn	author_viaf	author_wikidata	best_rank	debut_rank	first_week	oclc	oclc_eholdings	oclc_holdings	oclc_isbn	oclc_owi	title	total_weeks	year
0	Sue Grafton	Grafton, Sue	n81098191	113386374	Q234865	2	15	1991-05-05	22812747.0	194	5057	080501084X	546526	"""H"" IS FOR HOMICIDE"	15	1991
1	Sue Grafton	Grafton, Sue	n81098191	113386374	Q234865	2	2	1992-04-26	25009299.0	163	5123	0805010858	354781	"""I"" IS FOR INNOCENT"	11	1992
10	Sue Grafton	Grafton, Sue	n81098191	113386374	Q234865	8	8	1990-05-06	20560785.0	181	5071	0805004610	546524	''G'' IS FOR GUMSHOE	6	1990
100	W. Bruce Cameron	Cameron, Bruce W.,	n2001024987	47877397	Q7945367	14	14	2012-05-27	760974817.0	99	2444	9780765330536	1661230047	A DOG'S JOURNEY	1	2012
1000	Kimberla Lawson Roby	Roby, Kimberla Lawson	n97066944	46049281	Q20711059	14	14	2006-02-19	57573794.0	96	1265	0060780770	917586430	CHANGING FACES	1	2006
1001	Patricia Cornwell	Cornwell, Patricia Daniels	n82218798	36976332	Q231467	7	7	2016-12-04	939703961.0	255	4033	9780062436689	4928376689	CHAOS	3	2016
1002	Frank Herbert	Herbert, Frank	n80044450	59083797	Q7934	2	14	1985-04-21	11133684.0	203	3504	0399130276	323111346	CHAPTERHOUSE: DUNE	16	1985
1003	Sandra Brown	Brown, Sandra, 1948-	n88012222	114156159	Q258096	10	12	1994-05-01	29023348.0	156	2902	0446516562	2754332376	CHARADE	5	1994
1004	John Jakes	Jakes, John, 1932-	n80035843	99848788	Q1258959	12	12	2002-08-25	49415575.0	90	2672	0525946500	701938	CHARLESTON	4	2002
1005	Sebastian Faulks	Faulks, Sebastian	n84189782	106994448	Q443055	17	17	1999-03-14	39391219.0	134	1889	037550169X	196602657	CHARLOTTE GRAY	1	1999
1006	E.B. White	White, E. B. (Elwyn Brooks), 1899-1985	n79054648	66475004	Q361617	13	13	1952-11-09	225924.0	249	13719	9780060263850	20031489	CHARLOTTE'S WEB	3	1952
1007	Kendall Hart	Hart, Kendall	n2007088222	68389190		13	15	2008-02-24	166372873.0	56	712	9781401303075	117488543	CHARM!	2	2008
1008	Susan Ertz	Ertz, Susan	n50008969	66828200	Q7647805	8	12	1956-07-15	3910976.0	21	438		12431148	CHARMED CIRCLE	11	1956
1009	Alice McDermott	McDermott, Alice	n81122668	87874048	Q1242948	5	12	1998-12-27	38161224.0	122	3695	0374120803	532852	CHARMING BILLY	6	1998
101	Peter Mayle	Mayle, Peter	n50007323	44302507	Q531759	5	12	1995-04-09	31607119.0	100	2066	0679441220	9309858	A DOG'S LIFE	9	1995
1010	Kaye Gibbons	Gibbons, Kaye, 1960-	n86088406	2493206	Q6380527	11	11	1993-05-02	27068534.0	108	2390	0399137912	429391	CHARMS FOR THE EASY LIFE	8	1993
1011	R. A. Salvatore	Salvatore, R. A., 1959-	n85364077	112374441	Q316431	4	4	2012-08-26	768799542.0	178	1114	9780786962235	3375581236	CHARON'S CLAW	1	2012
1012	R. A. Salvatore					16	16	2012-09-02						CHARON’S CLAW	1	2012
1013	Peter Mayle	Mayle, Peter	n50007323	44302507	Q531759	6	14	1997-06-22	36959893.0	110	2105	0679455116	570405	CHASING CEZANNE	12	1997
1014	Robert Crais	Crais, Robert	n88103420	110237124	Q922053	7	7	2008-07-20	213358233.0	137	3660	9780743281645	131333516	CHASING DARKNESS	2	2008
1015	Eric Jerome Dickey	Dickey, Eric Jerome	n96036221	75578653	Q5386815	6	8	2006-04-30	63117013.0	138	1409	052594950X	3901004325	CHASING DESTINY	3	2006
1016	Nora Roberts	Roberts, Nora	n84034440	66448023	Q231356	1	1	2011-05-01	666239875.0	463	3947	0399157441	766893378	CHASING FIRE	5	2011
1017	Lauren Weisberger	Weisberger, Lauren, 1977-	n2003033115	64246512	Q176049	4	6	2008-06-15	191933817.0	90	2822	9780743290111	119842906	CHASING HARRY WINSTON	11	2008
1018	Randy Wayne White	White, Randy Wayne	n88246803	102907844	Q7292502	7	7	2012-03-25	738336373.0	98	2102	9780399158315	3375395448	CHASING MIDNIGHT	1	2012
1019	Karen Kingsbury	Kingsbury, Karen	no95050469	69207468	Q4567381	14	14	2015-04-26	896954057.0	182	2865	9781451687507	2235067183	CHASING SUNSETS	1	2015
102	W. Bruce Cameron	Cameron, W. Bruce	n2001024987	47877397	Q7945367	10	10	2017-05-28	957635563.0	143	2773	9780765374653	3834507948	A DOG'S WAY HOME	2	2017
1020	Michael Connelly	Connelly, Michael, 1956-	n91020332	19745715	Q313193	3	6	2002-11-03	50280182.0	425	3949	0316153915	4926572482	CHASING THE DIME	3	2002
1021	Iris Johansen	Johansen, Iris	n87851552	41851486	Q298651	13	13	2010-11-07	606786110.0	16	2224	9780312651190	11648175560	CHASING THE NIGHT	1	2010
1022	Nico Walker	Walker, Nico	n2017076079	11151533673002771059	Q56249796	14	14	2018-09-02	1012690124.0	168	1490	9780525520139	4624011192	CHERRY	1	2018
1023	James A. Michener	Michener, James A. (James Albert), 1907-1997	n79058583	34460537	Q361653	1	1	1978-07-23	3730647.0	218	4120	0394500792	9185399758	CHESAPEAKE	47	1978
1024	Nora Roberts	Roberts, Nora	n84034440	66448023	Q231356	1	1	2002-11-24	49352053.0	222	4613	0399149392	706013	CHESAPEAKE BLUE	5	2002
1025	Maeve Binchy	Binchy, Maeve, 1940-2012	n82128447	113069974	Q152690	3	3	2014-05-11	849198860.0	238	3796	9780385351850	1785693483	CHESTNUT STREET	5	2014
1026	Richard Llewellyn	Llewellyn, Richard, pseud	n79064608	119593	Q561435	10	16	1958-08-24	775406.0	11	359		1687131	CHEZ PAVAN	8	1958
1027	Tom Rob Smith	Smith, Tom Rob	n2007047531	79569465	Q1334536	9	9	2008-05-18	154309370.0	396	3249	9780446402385	104566754	CHILD 44	3	2008
1028	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	9	9	2019-10-27	1082387244.0	139	2927	9780399179501	9561423483	CHILD'S PLAY	1	2019
1029	Vardis Fisher	Fisher, Vardis, 1895-1968	n79045232	61760078	Q2510607	2	6	1939-09-04	6549207.0	11	1159		1774908	CHILDREN OF GOD	9	1939
103	Davis Grubb	Grubb, Davis, 1919-1980	n79072850	39145857779523020083	Q2742535	15	15	1955-10-23	1335837.0	24	227		203734049	A DREAM OF KINGS	1	1955
1030	Barbara Hambly	Hambly, Barbara	n82014848	85366831	Q288198	6	6	1995-04-30	31934573.0	118	1394	0553089307	18822472	CHILDREN OF THE JEDI	4	1995
1031	Elizabeth Peters	Peters, Elizabeth	n79054629	38191925	Q451009	11	11	2003-04-20	51042729.0	186	2653	0066214769	8241906	CHILDREN OF THE STORM	2	2003
1032	Sandra Brown	Brown, Sandra	n88012222	114156159	Q258096	1	1	2005-09-04	60414239.0	112	4295	0743245547	895535	CHILL FACTOR	6	2005
1033	Kay Hooper	Hooper, Kay	n87862357	12319899	Q440793	12	12	2005-08-14	58975867.0	206	2823	0553803174	320314	CHILL OF FEAR	3	2005
1034	Rumer Godden	Godden, Rumer, 1907-1998	n79063768	110463979	Q434735	5	11	1961-03-26	6581097.0	21	1636		2452587148	CHINA COURT	21	1961
1035	Lisa See	See, Lisa	no89005154	85633607	Q448776	10	10	2014-06-22	866803617.0	348	2855	9780812992892	1436840529	CHINA DOLLS	2	2014
1036	A. A. Milne	Milne, A. A. 1882-1956	n80067053	9850718	Q207036	16	16	1946-09-22	291837.0	18	398		1476111	CHLOE MARR	1	1946
1037	Joanne Fluke	Fluke, Joanne, 1943-	n92032289	31188823	Q6206118	6	6	2019-03-17	1038228612.0	147	2362	9781496718860	8857625437	CHOCOLATE CREAM PIE MURDER	1	2019
1038	Chuck Palahniuk	Palahniuk, Chuck	n95106929	85311088	Q268181	10	10	2001-06-10	49909807.0	206	1939	0385720920	738533	CHOKE	3	2001
1039	Diane Mott Davidson	Davidson, Diane Mott	n88160020	192095393	Q1208990	12	12	2002-07-14	49312666.0	262	3044	0553107305	765563	CHOPPING SPREE	2	2002
104	Harry Mark Petrakis	Petrakis, Harry Mark	n50000866	79291019	Q1586662	8	10	1966-10-30	292044.0	26	738		1476902	A DREAM OF KINGS	12	1966
1040	Stuart Woods	Woods, Stuart	n79045422	108957653	Q3500849	6	6	2020-08-30	1128104952.0	106	2372	9780593188293	9656318449	CHOPPY WATER	1	2020
1041	John Dos Passos	Dos Passos, John, 1896-1970	n80001431	41839211	Q312407	14	14	1952-01-13	961332.0	14	1222		3372526418	CHOSEN COUNTRY	2	1952
1042	Veronica Roth	Roth, Véronica	n2010079812	160629702	Q328212	11	11	2020-04-26	1111652722.0	149	1611	9780358164081	9436792239	CHOSEN ONES	1	2020
1043	John Sandford	Sandford, John, 1944 février 23-	n88201495	112432108	Q1701679	1	2	2001-05-27	45791436.0	260	3930	0399147284	20975306	CHOSEN PREY	8	2001
1044	Pietro di Donato	Di Donato, Pietro, 1911-1992	n88651624	15577128	Q2094545	2	3	1939-09-04	3894884.0	56	1419		197698895	CHRIST IN CONCRETE	11	1939
1045	Anne Rice	Rice, Anne, 1941-	n79068491	111989334	Q184785	4	4	2005-11-20	58843312.0	194	3498	0375412018	878802	CHRIST THE LORD: OUT OF EGYPT	12	2005
1046	Anne Rice	Rice, Anne, 1941-2021	n79068491	111989334	Q184785	8	9	2008-03-23	213375925.0	189	2513	9781400043521	2137517	CHRIST THE LORD: THE ROAD TO CANA	3	2008
1047	Stephen King	King, Stephen, 1947-	n79063767	97113511	Q39829	2	3	1983-04-10	8931575.0	131	5080	0670220264	1876700431	CHRISTINE	32	1983
1048	Joanne Fluke	Fluke, Joanne, 1943-	n92032289	31188823	Q6206118	7	7	2016-10-16	934195121.0	226	2461	9781617732287	3945568412	CHRISTMAS CARAMEL MURDER	1	2016
1049	W. Somerset Maugham					2	3	1939-10-30	40448527.0	97	2184		16524	CHRISTMAS HOLIDAY	11	1939
105	William Faulkner	Faulkner, William, 1897-1962	n79003304	39376770	Q38392	4	6	1954-08-22	284062.0	95	3838		461748	A FABLE	15	1954
1050	Debbie Macomber	Macomber, Debbie	n84140978	79125942	Q3704362	12	15	2006-10-22	71353799.0	271	3044	9780778323495	58297073	CHRISTMAS LETTERS	3	2006
1051	Catherine Marshall	Marshall, Catherine, 1914-1983	n79056827	114353563	Q5052809	2	9	1967-11-05	178495.0	97	4474		48429988	CHRISTY	38	1967
1052	Robin Cook	Cook, Robin, 1940-	n79117119	109274608	Q352059	2	4	1997-04-06	35774363.0	187	2838	039914207X	4161056431	CHROMOSOME 6	8	1997
1053	Heather Morris	Morris, Heather (Screenwriter)	no2018017106	45153530958548701963	Q66741972	8	8	2019-10-20	1120052964.0	124	3156	9781250265708	8889039568	CILKA'S JOURNEY	2	2019
1054	James Lee Burke	Burke, James Lee, 1936-	n85019637	110621918	Q982095	13	16	1997-08-24	35151199.0	72	2561	0786862580	198444419	CIMARRON ROSE	3	1997
1055	Joanne Fluke	Fluke, Joanne, 1943-	n92032289	31188823	Q6206118	7	7	2012-03-18	769475224.0	348	2884	9780758234933	1046288211	CINNAMON ROLL MURDER	1	2012
1056	John D. MacDonald	MacDonald, John D. (John Dann), 1916-1986	n79045202	7393665	Q558425	3	9	1982-07-04	8221403.0	159	2197	0060149906	4417283077	CINNAMON SKIN	13	1982
1057	Madeline Miller	Miller, Madeline	no2011167554	186605056	Q469349	1	1	2018-04-29	1029608347.0	293	3921	9780316556347	4468731913	CIRCE	16	2018
1058	Maeve Binchy	Binchy, Maeve, 1940-2012	n82128447	113069974	Q152690	6	14	1991-01-27	22108716.0	316	4057	0385301499	706918	CIRCLE OF FRIENDS	12	1991
1059	Paula McLain	McLain, Paula	no99087721	34098388	Q13564244	11	11	2015-09-13	905600263.0	327	3226	9780345534187	2270785738	CIRCLING THE SUN	2	2015
106	John O'Hara	O'Hara, John, 1905-1970	n79060653	12429524	Q548345	14	14	1956-09-02	291475.0	11	634		1474850	A FAMILY PARTY	1	1956
1060	Paula Mclain	McLain, Paula	no99087721	34098388	Q13564244	4	4	2015-08-16	905600263.0	327	3226	9780345534187	2270785738	CIRCLING THE SUN	4	2015
1061	Alistair MacLean	MacLean, Alistair, 1922-1987	n80069017	109175102	Q333713	5	9	1975-08-31	1287674.0	116	2011	0385110030	19805233	CIRCUS	12	1975
1062	Phillip Gibbs					4	7	1937-01-18						CITIES OF REFUGE	8	1937
1063	Cormac McCarthy	McCarthy, Cormac, 1933-	n82028392	29558386	Q272610	2	9	1998-05-31	38550262.0	256	3507	0679423907	1863697946	CITIES OF THE PLAIN	7	1998
1064	Howard Fast	Fast, Howard, 1914-2003	n79043401	108416567	Q380202	2	5	1943-05-17	321748.0	117	2389		51582936	CITIZEN TOM PAINE	10	1943
1065	Michael Connelly	Connelly, Michael, 1956-	n91020332	19745715	Q313193	4	5	2002-05-05	47443855.0	432	4576	0316154059	2908511661	CITY OF BONES	6	2002
1066	Douglas Preston and Lincoln Child					2	2	2018-02-04						CITY OF ENDLESS NIGHT	4	2018
1067	Elizabeth Gilbert	Gilbert, Elizabeth, 1969-	n97043355	7713013	Q231424	2	2	2019-06-23	1089884084.0	287	3749	9781594634734	5470874266	CITY OF GIRLS	10	2019
1068	E. L. Doctorow	Doctorow, E. L., 1931-2015	n79021656	14768905	Q335232	11	15	2000-03-05	42690125.0	118	2977	0679447830	196759752	CITY OF GOD	4	2000
1069	John Rechy	Rechy, John	n50046075	49230576	Q1648830	3	7	1963-07-07	185062.0	125	1513	9780802121530	1333265	CITY OF NIGHT	24	1963
107	Joyce Cary	Cary, Joyce, 1888-1957	n80056987	46778083	Q716579	11	11	1950-10-29	760520.0	35	1370	0837167779	349234095	A FEARFUL JOY	4	1950
1070	Garth Risk Hallberg	Hallberg, Garth Risk	n2009029084	88391438	Q21980382	5	5	2015-11-01	896806743.0	252	2126	9780385353779	2466534511	CITY ON FIRE	2	2015
1071	Pierre La Mure	La Mure, Pierre	n82159893	25085557	Q718445	15	15	1962-12-23	183941.0	2	421		502993936	CLAIR DE LUNE	3	1962
1072	Ethel Boileau	Boileau, Ethel		93941411		5	5	1936-06-15	1444802.0	1	128		2358052	CLANSMEN	4	1936
1073	Rona Jaffe	Jaffe, Rona	n78081220	97929299	Q536861	4	13	1979-06-10	4493003.0	181	1465	0440014085	196528361	CLASS REUNION	21	1979
1074	Robert Graves	Graves, Robert	n79018421	68929835	Q201732	6	6	1935-04-15	19811467.0	133	1724	0679725733	3943271787	CLAUDIUS THE GOD	3	1935
1075	J. A. Jance					11	11	2016-03-27						CLAWBACK	1	2016
1076	Rita Mae Brown and Sneaky Pie Brown					15	15	2001-03-18						CLAWS AND EFFECT	1	2001
1077	Lawrence Durrell	Durrell, Lawrence 1912-1990	n79066532	68928525	Q219784	7	16	1960-04-10	710697.0	211	3382	9780140153224	2863453845	CLEA	13	1960
1078	Tom  Clancy	Clancy, Tom, 1947-2013	n84030721	108842694	Q105167	13	13	1990-05-20	19845912.0	330	5107	0399134409	48750	CLEAR AND PRESENT DANGER	1	1990
1079	Tom Clancy	Clancy, Tom, 1947-2013	n84030721	108842694	Q105167	1	1	1989-09-03	19845912.0	330	5107	0399134409	48750	CLEAR AND PRESENT DANGER	44	1989
108	George R. R. Martin	Martin, George R. R.	n80160390	98636170	Q181677	1	1	2005-11-27	61261403.0	639	5771	0553801503	3375325079	A FEAST FOR CROWS	5	2005
1080	Helen MacInnes	MacInnes, Helen, 1907-1985	n80076570	32928087	Q454595	8	15	1982-10-10	8387495.0	74	1837	0151181713	20932278	CLOAK OF DARKNESS	6	1982
1081	James Luceno	Luceno, James, 1947-	n85089364	75726235	Q957931	12	12	2001-06-17	46472201.0	67	1057	0345442989	4513376881	CLOAK OF DECEPTION	2	2001
1082	Anne Tyler	Tyler, Anne,	n79100453	39384885	Q235615	3	3	2018-07-29	1004957362.0	217	3302	9780525521228	4522527692	CLOCK DANCE	5	2018
1083	Carson McCullers	McCullers, Carson	n79059038	95151447	Q230591	7	15	1961-09-03	288806.0	105	2556		467366	CLOCK WITHOUT HANDS	22	1961
1084	W. E. B. Griffin	Griffin, W. E. B.	n86011947	305233686		4	7	1993-01-31	26721824.0	84	2320	0399137661	351034	CLOSE COMBAT	7	1993
1085	Iris Johansen and Roy Johansen					10	10	2012-08-05						CLOSE YOUR EYES	1	2012
1086	Margery Sharp	Sharp, Margery, 1905-1991	n50022237	39384215	Q439059	3	4	1944-10-01	294894.0	60	1177		58371588	CLUNY BROWN	2	1944
1087	Barbara Delinsky	Delinsky, Barbara	n93036452	84065060	Q2909151	13	14	1998-08-09	39051834.0	40	2813	0684845768	883767	COAST ROAD	5	1998
1088	Jerzy Kosiniski					10	10	1975-09-28						COCKPIT	1	1975
1089	Joanne Fluke	Fluke, Joanne, 1943-	n92032289	31188823	Q6206118	6	6	2020-03-15	1102793028.0	0	1520	9781496718891	10009223652	COCONUT LAYER CAKE MURDER	1	2020
109	William Pearson	Pearson, William, 1922-	n83177088	7813056		14	16	1959-12-06	625506.0	11	259		1717446	A FEVER IN THE BLOOD	3	1959
1090	Brad Thor	Thor, Brad	n2001045248	65197822	Q4954313	3	3	2015-07-26	894746872.0	215	2956	9781476717159	2219526202	CODE OF CONDUCT	6	2015
1091	Ken Follett	Follett, Ken	n78037365	64005683	Q210669	3	8	2000-12-24	44414130.0	285	4264	0525945636	6017188	CODE TO ZERO	8	2000
1092	George Higgins	Higgins, George V., 1939-1999	n78092027	46959933	Q5545416	10	10	1974-04-28	762621.0	272	969	0394490576	307438240	COGAN'S TRADE	1	1974
1093	J. A. Jance					13	13	2015-03-29						COLD BETRAYAL	1	2015
1094	Tami Hoag	Hoag, Tami,	n90630178	85444183	Q1683201	5	5	2015-02-01	891718691.0	238	3860	9780525954545	1927674621	COLD COLD HEART	3	2015
1095	Jim Butcher	Butcher, Jim, 1971-	n2006050784	32309016	Q1367995	1	1	2012-12-16	807040421.0	144	1935	9780451464408	12290363849	COLD DAYS	2	2012
1096	Dean R. Koontz	Koontz, Dean R. (Dean Ray), 1945-	n79081582	110880758	Q272076	1	3	1991-01-27	22422754.0	296	3317		388280	COLD FIRE	16	1991
1097	Jack Higgins	Higgins, Jack, 1929-	n79059853	39378467	Q433708	4	15	1990-01-21	20755352.0	115	3001	0671684256	698546	COLD HARBOUR	12	1990
1098	Charles Frazier	Frazier, Charles, 1950-	n84228731	84114568	Q1064454	1	13	1997-07-13	36352242.0	289	7047	0871136791	3770228180	COLD MOUNTAIN	61	1997
1099	Stuart Woods	Woods, Stuart	n79045422	108957653	Q3500849	6	8	2001-05-13	45195551.0	339	3172	0399147365	13544884	COLD PARADISE	5	2001
11	Sue Grafton	Grafton, Sue	n81098191	113386374	Q234865	14	14	1997-01-12	35222991.0	156	5317	0805036377	546730	''M'' IS FOR MALICE	1	1997
110	Gladys Hasty Carroll	Carroll, Gladys Hasty, 1904-1999	n78093493	45567202	Q5566419	5	5	1935-05-13	1834115.0	1	264		148096550	A FEW FOOLISH ONES	3	1935
1100	Robert B. Parker	Parker, Robert B., 1932-2010	n79063642	101763416	Q550819	6	6	2005-03-27	56420414.0	227	3625	0399152407	374392238	COLD SERVICE	4	2005
1101	Douglas Preston and Lincoln Child					1	1	2011-08-21						COLD VENGEANCE	5	2011
1102	C. J. Box	Box, C. J.	no98092865	102403163	Q856006	10	10	2011-04-10	666239854.0	425	3185	9780399157356	905884307	COLD WIND	1	2011
1103	Stuart Woods	Woods, Stuart	n79045422	108957653	Q3500849	5	5	2013-01-27	812614339.0	170	3347	9780399159862	1171843958	COLLATERAL DAMAGE	3	2013
1104	Wallace Stegner	Stegner, Wallace, 1909-1993	n79021163	110195864	Q203460	14	15	1990-04-15	20259963.0	20	1948	0394584090	1059091234	COLLECTED STORIES OF WALLACE STEGNER	3	1990
1105	Anne Rivers Siddons	Siddons, Anne Rivers	n50024038	71415238	Q4768750	4	14	1992-07-19	25410571.0	114	2716	0060179333	196784980	COLONY	12	1992
1106	Haruki Murakami	Murakami, Haruki, 1949-	n81152393	108238901	Q134798	1	1	2014-08-31	865157958.0	288	3173	9780385352109	1872006235	COLORLESS TSUKURU TAZAKI AND HIS YEARS OF PILGRIMAGE	7	2014
1107	Ngaio Marsh	Marsh, Ngaio, 1895-1982	n78089813	99813949	Q234392	5	5	1943-07-26	366883.0	78	1209		544774	COLOUR SCHEME	1	1943
1108	Phyllis Whitney	Whitney, Phyllis A.,	n79032989	114663585	Q291285	8	10	1966-05-08	2518488.0	97	1395		119835023	COLUMBELLA	8	1966
1109	Robin Cook	Cook, Robin, 1940-	n79117119	109274608	Q352059	6	9	1977-07-24	2829561.0	124	2845	0316155101	196093736	COMA	13	1977
111	Maeve Binchy	Binchy, Maeve, 1940-2012	n82128447	113069974	Q152690	12	12	2016-03-20	914417759.0	222	2978	9781101947418	2562915998	A FEW OF THE GIRLS	2	2016
1110	Larry McMurtry	McMurtry, Larry	n79027185	36935272	Q611672	7	11	1997-11-16	37300796.0	74	4063	0684807548	225195177	COMANCHE MOON	11	1997
1111	Edna Ferber	Ferber, Edna, 1887-1968	n79077439	32079532	Q283496	1	1	1935-03-04	869930.0	35	970		1840501	COME AND GET IT	14	1935
1112	Lisa Scottoline	Scottoline, Lisa	no94008522	74583551	Q3242442	4	4	2012-04-29	740628438.0	94	3671	9780312380823	1056947906	COME HOME	3	2012
1113	Allen Drury	Drury, Allen	n79109295	32794604	Q733850	2	8	1973-11-25	721134.0	36	1397	9780385043922	912000490	COME NINEVEH, COME TYRE	26	1973
1114	Cynthia Freeman	Freeman, Cynthia, 1915-1988	no2019057115	82775916	Q5200063	3	11	1980-10-19	6744991.0	122	1532	0877952760	325073988	COME POUR THE WINE	27	1980
1115	Jan Karon	Karon, Jan, 1937-	n93107824	32784235	Q6149232	1	1	2015-10-11	909198436.0	193	3581	9780399167454	4411996278	COME RAIN OR COME SHINE	4	2015
1116	Nora Roberts	Roberts, Nora	n84034440	66448023	Q231356	1	1	2017-06-18	960492896.0	182	4054	9781250123077	3906251970	COME SUNDOWN	5	2017
1117	Julie Garwood	Garwood, Julie	n85061934	84050401	Q290686	7	7	1997-11-23	37868465.0	77	2479	067100333X	567528	COME THE SPRING	3	1997
1118	Dick Francis	Francis, Dick	n79135492	24601518	Q314929	4	5	1995-10-01	32820304.0	146	3243	0399140824	612887	COME TO GRIEF	7	1995
1119	Leonard Drohan	Drohan, Leonard Joseph		9161272099047442108		16	16	1957-09-29	864953.0	10	170		1832693	COME WITH ME TO MACEDONIA	1	1957
112	Spencer Quinn	Quinn, Spencer	n2008025032	308199288		16	16	2012-09-30	759913715.0	79	1649	9781451665161	1120779684	A FISTFUL OF COLLARS	1	2012
1120	Pearl S. Buck					7	11	1953-08-30	684479.0	382	1087		1875425297	COME, MY BELOVED	11	1953
1121	Dick Francis					3	5	1991-11-03	24009647.0	147	2954	0399136703	3769065137	COMEBACK	12	1991
1122	Jeffrey Archer	Archer, Jeffrey, 1940-	n79115945	110249804	Q313489	1	1	2016-03-06	910980498.0	203	3579	9781250061621	3914186078	COMETH THE HOUR	3	2016
1123	Peter De Vries	De Vries, Peter, 1910-1993	n80051387	109967510	Q4859423	7	10	1956-05-20	283044.0	182	625		3065036	COMFORT ME WITH APPLES	13	1956
1124	Lester Cohen	Cohen, Lester, 1901-1963	no91014904	29890971	Q42327267	15	15	1945-09-09	6738432.0	8	186		422396528	COMING HOME	1	1945
1125	Rosamunde Pilcher	Pilcher, Rosamunde	n50009862	36923153	Q254240	2	3	1995-09-10	32626096.0	125	3715	0312134517	1779252198	COMING HOME	18	1995
1126	Danielle Steel	Steel, Danielle	n80061569	100238676	Q72653	2	3	2006-07-16	58919953.0	245	4151	0385338325	20055938	COMING OUT	7	2006
1127	Tom Clancy with Mark Greaney					1	1	2013-12-22						COMMAND AUTHORITY	9	2013
1128	William Wister Haines	Haines, William Wister, 1908-1989	n80044643	65301428	Q8020495	14	14	1947-02-02	1371910.0	102	429		149337058	COMMAND DECISION	3	1947
1129	Pearl S. Buck	Buck, Pearl S	n79026662	91868694	Q80900	14	14	1959-06-07	16674245.0	20	1137		4336985	COMMAND THE MORNING	3	1959
113	Robert Stone	Stone, Robert, 1937-2015	n81032280	7397319	Q1633025	9	9	1981-11-22	7554840.0	50	1948	0394407571	464030	A FLAG FOR SUNRISE	1	1981
1130	Barbara Delinsky	Delinsky, Barbara	n93036452	84065060	Q2909151	12	12	2001-03-18	44518056.0	44	2248	0446527254	46319	COMMITMENTs	1	2001
1131	C. S. Forester	Forester, C. S. (Cecil Scott), 1899-1966	n50024850	82444721	Q430182	3	4	1945-07-01	364604.0	31	2778	0884119289	2908871943	COMMODORE HORNBLOWER	13	1945
1132	Ann Patchett	Patchett, Ann	n91108359	54362733	Q433485	1	1	2016-10-02	932576291.0	287	3917	9780062491794	2840265020	COMMONWEALTH	18	2016
1133	Joseph Finder	Finder, Joseph,	n82134077	36971667	Q2125259	15	15	2005-05-08	57352767.0	98	2386	9780312319168	2011108	COMPANY MAN	1	2005
1134	Jonathan Kellerman	Kellerman, Jonathan	n79116770	2559502	Q1349245	1	1	2008-04-13	166358565.0	426	3919	9780345465276	112883563	COMPULSION	5	2008
1135	Meyer Levin	Levin, Meyer, 1905-1981	n79055883	27067610	Q966340	2	10	1956-11-18	288021.0	162	1442	0786703199	58177189	COMPULSION	54	1956
1136	J. D. Robb	Robb, J. D., 1950-	n95081025	43552467		1	1	2014-03-09	849719027.0	414	3602	9780399164439	1744466317	CONCEALED IN DEATH	4	2014
1137	John D. MacDonald	MacDonald, John D. (John Dann), 1916-1986	n79045202	7393665	Q558425	3	9	1977-04-24	2767566.0	98	1551	0397012039	196541602	CONDOMINIUM	27	1977
1138	Jack Higgins	Higgins, Jack, 1929-	n79059853	39378467	Q433708	15	15	1985-07-07	11650359.0	315	2384	0812830253	4233915	CONFESSIONAL	1	1985
1139	Adèle Lang	Lang, Adèle	n98880006	10699038		14	14	2002-06-23	49840008.0	19	572	0312288115	1152260445	CONFESSIONS OF A SOCIOPATHIC SOCIAL CLIMBER	1	2002
114	Harold Lamb	Lamb, Harold, 1892-1962	n50037864	51824770	Q3270225	13	13	1947-04-13	1161514.0	1	178		2096085	A GARDEN TO THE EASTWARD	2	1947
1140	Jackie Collins	Collins, Jackie	n79113048	100253982	Q1837775	13	13	2014-02-23	857754109.0	67	1318	9781250050939	4925689115	CONFESSIONS OF A WILD CHILD	1	2014
1141	Thomas Mann	Mann, Thomas, 1875-1955	n78095625	54151065	Q37030	8	9	1955-10-09	295506.0	24	1783	9780679739043	11436160420	CONFESSIONS OF FELIX KRULL	8	1955
1142	Terry Goodkind	Goodkind, Terry	n94048321	67399498	Q366150	2	2	2007-12-02	153578184.0	58	2070	9780765315236	103293721	CONFESSOR	4	2007
1143	Gladys Schmitt	Schmitt, Gladys, 1909-1972	no2001096640	34971198	Q5566463	11	14	1952-11-16	288024.0	12	582		476606009	CONFESSORS OF THE NAME	4	1952
1144	Michael Crichton	Crichton, Michael, 1942-2008	n50018616	89578936	Q172140	6	13	1980-12-28	6602970.0	220	4059	0394513924	156434160	CONGO	12	1980
1145	Stuart Cloete	Cloete, Stuart	n50031808	19716940	Q373541	5	5	1943-03-22	831324.0	25	609		41671806	CONGO SONG	1	1943
1146	J.D. Robb	Robb, J. D., 1950-	n95081025	43552467		3	3	2019-02-24	1036105450.0	106	3446	9781250201577	5231707547	CONNECTIONS IN DEATH	4	2019
1147	Vince Flynn	Flynn, Vince, 1966-2013	n98021194	57668585	Q1356200	3	4	2005-10-30	61285763.0	151	3157	9780743270366	46415069	CONSENT TO KILL	6	2005
