title,publication_year,genre,publisher,text_awards,nyt_bestseller,author_name,birth_year,gender,ethnicity_national_origin_group,race,birth_nation,native_foreign,immigrant_generation,immigration_year,nations,states,cities,education_level,degree,mfa,degree_institution,university_teacher,teaching_institution,author_awards,scholarship_title,scholar_name,scholarship_year,scholarship_venue,mla_doi,2_author_name,2_birth_year,2_gender,2_ethnicity_national_origin_group,2_race,2_birth_nation,2_native_foreign,2_immigrant_generation,2_immigration_year,2_nations,2_states,2_cities,2_education_level,2_degree,2_mfa,2_degree_institution,2_university_teacher,2_teaching_institution,2_author_awards,3_author_name,3_birth_year,3_gender,3_ethnicity_national_origin_group,3_race,3_birth_nation,3_native_foreign,3_immigrant_generation,3_immigration_year,3_nations,3_states,3_cities,3_education_level,3_degree,3_mfa,3_degree_institution,3_university_teacher,3_teaching_institution,3_author_awards,4_author_name,4_birth_year,4_gender,4_ethnicity_national_origin_group,4_race,4_birth_nation,4_native_foreign,4_immigrant_generation,4_immigration_year,4_nations,4_states,4_cities,4_education_level,4_degree,4_mfa,4_degree_institution,4_university_teacher,4_teaching_institution,4_author_awards,,,,,,"Abichandani, Jaishri ",1969,F,Indian,Asian,India,Foreign,1,1984,"India, United States, England",NY,"Bombay, New York City, London",Graduate,Master's,Y,Goldsmith's College,N,N/A,"En Foco 2000 New Works Photography Award, Brooklyn Information & Culture Artist Honoree, Urban Artist's Initiative Award, and more",Sculpting Queer Futures for Survival: Jaishri Abichandani’s Everyday Deities,"Khubchandani, Kareem",2023,Theatre Journal,202330226015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanka and Haikai,1916,Poetry,Author's Edition,,N/A,"Hartmann, Sadakichi",1867,M,German-Japanese,Multiracial Asian-White,Japan,Foreign,1,1882,"Japan, United States, Germany, France",PA,"Philadelphia, Hamburg, Paris",Some High School,None,N,N/A,N,N/A,,Revolutionary Formalisms,"Clark, Audrey Wu",2021,Asian American Literature in Transition,202223339671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picture Bride,1995,Film,Miramax Films,Sundance Film Festival Audience Award,N/A,"Hatta, Kayo",1958,F,Japanese,Asian,United States,Native,,N/A,United States,"HI, NY, CA",,Graduate,Master's,Y,University of California Los Angeles,N,N/A,,Identities in Motion: Asian American Film and Video,"Feng, Peter X.",2002,N/A,2002440633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Picture Bride,1995,Film,Miramax Films,Sundance Film Festival Audience Award,N/A,"Hatta, Kayo",1958,F,Japanese,Asian,United States,Native,,N/A,United States,"HI, NY, CA",,Graduate,Master's,Y,University of California Los Angeles,N,N/A,,"Mediating Worlds/Migrating Identities: Representing Home, Diaspora and Identity in Recent Asian American and Asian Canadian Women's Films","Rueschmann, Eva",2003,"Moving Pictures, Migrating Identities",2003651706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Life as a Prayer""",2017,Poetry,,,N/A,"hayashi, reyna aiko leah lani ramolete",,F,Filipinx-Japanese,Asian,United States,Native,,N/A,,,,Graduate,JD,N,Seattle University,N,N/A,,"Grappling With War, Grappling With GriefFilipina Poets in Hawai‘i and Diasporic Visions of Sovereignty","Compoc, Kim",2021,Journal of Asian American Studies,202122700320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Life as a Prayer""",2017,Poetry,,,N/A,"hayashi, reyna aiko leah lani ramolete",,F,Filipinx-Japanese,Asian,United States,Native,,N/A,,,,Graduate,JD,N,Seattle University,N,N/A,,Ocean Passages: Navigating Pacific Islander and Asian American Literatures,"Suzuki, Erin",2021,N/A,202325825405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Heaven and Earth Changed Places,1989,Prose Nonfiction,Doubleday,,N/A,"Hayslip, Le Ly",1949,F,Vietnamese,Asian,Vietnam (French colony),Foreign,1,1970,"Vietnam (French colony), United States",CA,San Diego,No High School,None,N,N/A,N,N/A,,"Betrayal and Other Acts of Subversion: Feminism, Sexual Politics, Asian American Women's Literature","Bow, Leslie",2001,N/A,2001531831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Heaven and Earth Changed Places,1989,Prose Nonfiction,Doubleday,,N/A,"Hayslip, Le Ly",1949,F,Vietnamese,Asian,Vietnam (French colony),Foreign,1,1970,"Vietnam (French colony), United States",CA,San Diego,No High School,None,N,N/A,N,N/A,,"Desert, Island, Ocean, Swamp: Cold War Ecologies and the Asian American Environment","Suzuki, Erin",2021,Asian American Literature in Transition,202223446651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Heaven and Earth Changed Places,1989,Prose Nonfiction,Doubleday,,N/A,"Hayslip, Le Ly",1949,F,Vietnamese,Asian,Vietnam (French colony),Foreign,1,1970,"Vietnam (French colony), United States",CA,San Diego,No High School,None,N,N/A,N,N/A,,The Emergence of Voices: Vietnamese American Literature 1975-1900,"Truong, Monique Thuy-Dung",1993,Amerasia Journal,10.17953/amer.19.3.k5336u7656r68874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Yellow Jacket,1912,Drama,Fulton Theatre,,N/A,"Hazelton, George C.",1868,M,,,,,,,,,,,,,,,,,The Racial Mundane: Asian American Performance and the Embodied Everyday,"Kim, Ju Yon",2015,N/A,2016308804,"Benrimo, Joseph Harry",1874,M,,,United States,Native,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Saint Malo: A Lacustrine Village in Louisiana""",1883,Prose Nonfiction,Harper's Weekly (magazine),,N/A,"Hearn, Lafcadio",1850,M,Irish-Greek,White,Greece,Foreign,1,1869,"Ireland, United States, Japan","OH, LA","Dublin, Cincinnati, New Orleans",Some Undergraduate,,N,St. Cuthbert's College,Y,Imperial University of Tokyo,,Asian American New Orleans,"Nguyen, Marguerite",2019,New Orleans: A Literary History,202226924717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suicide Club,2018,Novel,Henry Holt,,N,"Heng, Rachel",,F,Singapore,Asian,Singapore,Foreign,,,Singapore,,Singapore,Graduate,Master's,Y,University of Texas Austin,Y,Wesleyan,,Refusing the Will to Health: Neoliberal Wellness Culture and Asian American Literature,"Tran, Sharon N.",2020,Contemporary Literature,202122785022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Book of Unknown Americans,2014,Novel,Knopf,,N,"Henríquez, Cristina",1977,F,Euro American-Panamanian,Multiracial Latinx-White,United States,Native,2,N/A,United States,"NJ, IL, DE, TX","Chicago, Dallas",Graduate,Master's,Y,University of Iowa,N,N/A,"21st Century Award Chicago Public Library Association, Alfredo Cisneros Del Moral Foundation Award",Giving Form to an Asian and Latinx America,"Le-Khac, Long",2020,N/A,202121413788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wave Twisters,2001,Film,Thud Rumble,SXSW Film Festival Audience Award,N/A,"Henry, Eric",,,,,,,,,,,,,,,,,,,"Manifest Technique: Hip Hop, Empire, and Visionary Filipino American Culture","Villegas, Mark R.",2021,N/A,202122647658,"Garon, Syd",,,,,,,,,,,,,,,,,,Cinema Eye Honors Award,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eating with Lola,,Drama,Fu-Gen Canadian Theater Company,,N/A,"Hernandez, Catherine",,F,Chinese-Filipinx-Indian-Spanish,Multiracial Asian-White,Canada,N/A,N/A,N/A,Canada,N/A,,,,,,,,,Asianfail: Narratives of Disenchantment and the Model Minority,"Ty, Eleanor",2017,N/A,2017307024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singkil,2007,Drama,Factory Studio Theatre,,N/A,"Hernandez, Catherine",,F,Chinese-Filipinx-Indian-Spanish,Multiracial Asian-White,Canada,N/A,N/A,N/A,Canada,N/A,,,,,,,,,Asianfail: Narratives of Disenchantment and the Model Minority,"Ty, Eleanor",2017,N/A,2017307024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dispatches,1977,Prose Nonfiction,Knopf,,N/A,"Herr, Michael",1940,M,Jewish,Jewish,United States,Native,,N/A,"United States, England",NY,Syracuse,Some Undergraduate,High School Diploma,N,,N,N/A,,America's Vietnam: The Longue Durée of U.S. Literature and Empire,"Nguyen, Marguerite",2018,N/A,20208271529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congaï,1927,Novel,Cosmopolitan Book Co.,,N,"Hervey, Harry",1900,M,Euro American,White,United States,Native,,N/A,United States,GA,Savannah,High School,High School Diploma,N,Georgia Military Academy,N,N/A,,America's Vietnam: The Longue Durée of U.S. Literature and Empire,"Nguyen, Marguerite",2018,N/A,20208271529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
History of a Voyage to the China Sea,,,,,,"Hervey, Harry",1900,M,Euro American,White,United States,Native,,N/A,United States,GA,Savannah,High School,High School Diploma,N,Georgia Military Academy,N,N/A,,America's Vietnam: The Longue Durée of U.S. Literature and Empire,"Nguyen, Marguerite",2018,N/A,20208271529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travels in French Indo-China,1928,,Thornton Butterworth,,,"Hervey, Harry",1900,M,Euro American,White,United States,Native,,N/A,United States,GA,Savannah,High School,High School Diploma,N,Georgia Military Academy,N,N/A,,America's Vietnam: The Longue Durée of U.S. Literature and Empire,"Nguyen, Marguerite",2018,N/A,20208271529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost Horizon,1933,Novel,Macmillan,,Y,"Hilton, James",1900,M,English,White,England,Foreign,1,1935,,,,Undergraduate,Bachelor's,N,Cambridge University,N,N/A,,"East Is West and West Is East: Gender, Culture, and Interwar Encounters between Asia and America","Kuo, Karen",2013,N/A,2016308469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Broken Glass Floats,2000,Prose Nonfiction,W. W. Norton & Co.,,N/A,"Him, Chanrithy",1965,F,Cambodian,Asian,Cambodia,Foreign,,,"Cambodia, United States",OR,,Undergraduate,Bachelor's,N,University of Oregon,N,N/A,,Begin Here: Reading Asian North American Autobiographies of Childhood,"Davis, Rocío G.",2007,N/A,2007534373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Broken Glass Floats,2000,Prose Nonfiction,W. W. Norton & Co.,,N/A,"Him, Chanrithy",1965,F,Cambodian,Asian,Cambodia,Foreign,,,"Cambodia, United States",OR,,Undergraduate,Bachelor's,N,University of Oregon,N,N/A,,"War, Genocide, and Justice: Cambodian American Memory Work","Schlund-Vials, Cathy J.",2012,N/A,2013390776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
When Broken Glass Floats,2000,Prose Nonfiction,W. W. Norton & Co.,,N/A,"Him, Chanrithy",1965,F,Cambodian,Asian,Cambodia,Foreign,,,"Cambodia, United States",OR,,Undergraduate,Bachelor's,N,University of Oregon,N,N/A,,"Writing Trauma, Writing Life in Chanrithy Him's When Broken Glass Floats","Tuon, Bunkong",2015,Comparative Literature Studies,2015394699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pippin,1972,Drama,Imperial Theater,Tony Award,N/A,"Hirson, Roger O.",1926,M,,,United States,Native,,N/A,United States,"NY, CT","New York City, New Haven",Undergraduate,Bachelor's,N,Yale University,N,N/A,,At the Intersection of Deaf and Asian American Performativity in Los Angeles: Deaf West Theatre's and East West Players' Adaptations of Pippin,"Lim, Stephanie",2017,Studies in Musical Theatre,2017309545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleepwalker,1971,Film,,,N/A,"Ho, Laura",,F,,Asian,,,,,United States,CA,Los Angeles,,,,University of California Los Angeles,,,,Searching for Betty Chen: Rediscovering the Asian American Filmmakers of UCLA in the Seventies,"Luckett, Josslyn",2020,Film Quarterly,202017742371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lost in Translation,1989,Prose Nonfiction,Dutton,,N/A,"Hoffman, Eva",1945,F,Euro American,White,Poland,Foreign,1,,"Poland, Canada, United States, England",NY,"Vancouver, London",Graduate,PhD,N,Harvard University,Y,"Columbia University, University of Minnesota, Massachusetts Institute of Technology, and more",,Modeling Citizenship: Jewish and Asian-American Writing,"Schlund-Vials, Cathy J.",2011,N/A,2011031427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Hom, Ah Wing",1907,M,Chinese,Asian,China,Foreign,1,1922,United States,CA,San Francisco,No High School,None,N,N/A,N,N/A,,"The Many Sides of Happy Lim: aka Hom Ah Wing, Lin Jian Fu, Happy Lum, Lin Chien Fu, Hom Yen Chuck, Lam Kin Foo, Lum Kin Foo, Hom, Lim Goon Wing, Lim Gin Foo, Gin Foo Lin, Koon Wing Lim, Henry Chin, Lim Ying Chuck, Lim Ah Wing, et. al.","Chang, Gordon",2008,Amerasia Journal,10.17953/amer.34.2.r2724075t8302260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Songs of Gold Mountain,1987,Poetry,University of California Press,American Book Award,N/A,"Hom, Marlon",1947,M,Chinese,Asian,,,,,United States,CA,,Graduate,PhD,N,University of Washington,Y,San Francisco State University,,Assimilating Asians: Gendered Strategies of Authorship in Asian America,"Chu, Patricia P.",2000,N/A,2000056152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dance Dance Revolution,2007,Poetry,Norton,Barnard Women Poets Prize,N/A,"Hong, Cathy Park",1976,F,Korean,Asian,United States,Native,,N/A,United States,CA,,Graduate,Master's,Y,University of Iowa,Y,"Sarah Lawrence College, Rutgers University","Guggenheim Fellowship, National Endowment for the Arts Fellowship, Windham Campbell Prize, and more","The Children of 1965: On Writing and Not Writing, as an Asian American","Song, Min Hyoung",2013,N/A,2014306894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nearing a Horizon,,Poetry,UniPress,,N/A,"Hong, Ee Tiang",1933,M,Chinese (from Malaysia),Asian,Malaysia (British colony),N/A,N/A,N/A,"Malaysia (British colony), Australia",,,Graduate,PhD,N,University of Western Australia,Y,,,"""I am here, and there, and back again"": The Poetics of Return in Ee Tiang Hong and Shirley Lim Geok-lin","Boey, Kim Cheng",2010,Amerasia Journal,10.17953/amer.36.2.a553p16506223j62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wedded Husband,1919,Drama,Ohio State University,,N/A,"Hong, Shen",1894,M,Chinese,Asian,China,Foreign,,,"China, United States","OH, MA",,Graduate,,,Harvard University,Y,Fudan University,,On the Genealogy of Asian American Drama,"Metzger, Sean",2021,Asian American Literature in Transition,202223338198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buddha Bandits Down Highway 99,1978,Poetry,Buddhahead Press,,N/A,"Hongo, Garrett",1951,M,Japanese,Asian,United States,Native,4,N/A,United States,"HI, CA, OR",,Graduate,Master's,Y,University of California Irvine,Y,University of Oregon,"Guggenheim Fellowship, National Endowment for the Arts Fellowship",Apparitions of Asia: Modernist Form and Asian American Poetics,"Park, Josephine Nock-Hee",2008,N/A,2008381234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Open Boat,1993,Anthology,Anchor,,N/A,"Hongo, Garrett",1951,M,Japanese,Asian,United States,Native,4,N/A,United States,"HI, CA, OR",,Graduate,Master's,Y,University of California Irvine,Y,University of Oregon,"Guggenheim Fellowship, National Endowment for the Arts Fellowship",Theorizing Difference in Asian American Poetry Anthologies,"McCormick, Adrienne",2004,MELUS: The Journal of the Society for the Study of the Multi-Ethnic Literature of the United States,2004534291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volcano: A Memoir of Hawai'i,1995,Prose Nonfiction,Alfred A. Knopf,,N/A,"Hongo, Garrett",1951,M,Japanese,Asian,United States,Native,4,N/A,United States,"HI, CA, OR",,Graduate,Master's,Y,University of California Irvine,Y,University of Oregon,"Guggenheim Fellowship, National Endowment for the Arts Fellowship",Transcultural Reinventions: Asian American and Asian Canadian Short-Story Cycles,"Davis, Rocío G.",2001,N/A,2002531693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Hongo, Garrett",,M,Japanese,Asian,,,,,,,,Graduate,Master's,Y,,,,,On the Republication of <I>Aiiieeeee!</I>,"Hongo, Garrett",2020,Asian American Literature: Discourse & Pedagogies,202120072595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Hongo, Garrett",1951,M,Japanese,Asian,United States,Native,4,N/A,United States,"HI, CA, OR",,Graduate,Master's,Y,University of California Irvine,Y,University of Oregon,"Guggenheim Fellowship, National Endowment for the Arts Fellowship",Race and the Avant-Garde: Experimental and Asian American Poetry since 1965,"Yu, Timothy",2009,N/A,2009381621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hopie,,F,Filipinx,Asian,Philippines,Foreign,1.5,,"Philippines, United States",CA,San Francisco,Graduate,JD,N,University of California Hastings,,,,"Manifest Technique: Hip Hop, Empire, and Visionary Filipino American Culture","Villegas, Mark R.",2021,N/A,202122647658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Hopie,,F,Filipinx,Asian,Philippines,Foreign,1.5,,"Philippines, United States",CA,San Francisco,Graduate,JD,N,University of California Hastings,,,,Nation in the Universe: The Cosmic Vision of Afro-Filipino Futurism,"Villegas, Mark Redondo",2017,Amerasia Journal,10.17953/aj.43.2.25-46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masters of the Pillow,2003,Film,,,N/A,"Hou, James",,,,,,,,,,,,,,,,,,,Assembling Asian American Men in Pornography: Shattering the Self toward Ethical Manhoods,"Shimizu, Celine Parreñas",2010,Journal of Asian American Studies,2010280709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masters of the Pillow,2003,Film,,,N/A,"Hou, James",,,,,,,,,,,,,,,,,,,Straitjacket Sexualities: Unbinding Asian American Manhoods in the Movies,"Shimizu, Celine Parreñas",2012,N/A,2012030450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell to Manzanar,1973,Prose Nonfiction,Houghton Mifflin,,N/A,"Houston, Jeanne Wakatsuki",1934,F,Japanese,Asian,United States,Native,,N/A,United States,CA,,Undergraduate,Bachelor's,N,San Jose State University,N,N/A,,Asian American Literature: An Introduction to the Writings and Their Social Context,"Kim, Elaine H.",1982,N/A,1982024568,"Houston, James D.",1933,M,Euro American,White,United States,Native,,N/A,,,,Graduate,Master's,N,Stanford University,N,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell to Manzanar,1973,Prose Nonfiction,Houghton Mifflin,,N/A,"Houston, Jeanne Wakatsuki",1934,F,Japanese,Asian,United States,Native,,N/A,United States,CA,,Undergraduate,Bachelor's,N,San Jose State University,N,N/A,,Begin Here: Reading Asian North American Autobiographies of Childhood,"Davis, Rocío G.",2007,N/A,2007534373,"Houston, James D.",1933,M,Euro American,White,United States,Native,,N/A,,,,Graduate,Master's,N,Stanford University,N,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell to Manzanar,1973,Prose Nonfiction,Houghton Mifflin,,N/A,"Houston, Jeanne Wakatsuki",1934,F,Japanese,Asian,United States,Native,,N/A,United States,CA,,Undergraduate,Bachelor's,N,San Jose State University,N,N/A,,Begin Here: Reading Asian North American Autobiographies of Childhood,"Davis, Rocío G.",2007,N/A,2007534373,"Houston, James D.",1933,M,Euro American,White,United States,Native,,N/A,,,,Graduate,Master's,N,Stanford University,N,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell to Manzanar,1973,Prose Nonfiction,Houghton Mifflin,,N/A,"Houston, Jeanne Wakatsuki",1934,F,Japanese,Asian,United States,Native,,N/A,United States,CA,,Undergraduate,Bachelor's,N,San Jose State University,N,N/A,,"Betrayal and Other Acts of Subversion: Feminism, Sexual Politics, Asian American Women's Literature","Bow, Leslie",2001,N/A,2001531831,"Houston, James D.",1933,M,Euro American,White,United States,Native,,N/A,,,,Graduate,Master's,N,Stanford University,N,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farewell to Manzanar,1973,Prose Nonfiction,Houghton Mifflin,,N/A,"Houston, Jeanne Wakatsuki",1934,F,Japanese,Asian,United States,Native,,N/A,United States,CA,,Undergraduate,Bachelor's,N,San Jose State University,N,N/A,,"What I Did in Camp: Interpreting Japanese American Internment Narratives of Isamu Noguchi, Miné Okubo, Jeanne Wakatsuki Houston, and John Tateishi","Robinson, Greg",2004,Amerasia Journal,10.17953/amer.30.2.d6227716kn7q6440,"Houston, James D.",1933,M,Euro American,White,United States,Native,,N/A,,,,Graduate,Master's,N,Stanford University,N,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"Houston, Jeanne Wakatsuki",1934,F,Japanese,Asian,United States,Native,,N/A,United States,CA,,Undergraduate,Bachelor's,N,San Jose State University,N,N/A,,"Ecocriticism and Asian American Literature: Gold Mountains, Weedflowers and Murky Globes","Simal-González, Begoña ",2020,N/A,202019515617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asa ga kimashita (Morning Has Broken),1982,Drama,East West Players,,N/A,"Houston, Velina Hasu",1957,F,African American-Blackfoot-Cuban-Japanese-Pikuni,Multiracial Asian-Black-Latinx-Native American,International Waters,Foreign,,N/A,United States,"KS, CA",,Graduate,PhD,Y,University of Southern California,Y,USC,,The Politics of Life: Four Plays by Asian American Women,"Houston, Velina Hasu",1993,N/A,1993061269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea,1987,Drama,Manhattan Theater Club,,N/A,"Houston, Velina Hasu",1957,F,African American-Blackfoot-Cuban-Japanese-Pikuni,Multiracial Asian-Black-Latinx-Native American,International Waters,Foreign,,N/A,United States,"KS, CA",,Graduate,PhD,Y,University of Southern California,Y,USC,,Recontextualizing Asian American Domesticity: From Madame Butterfly to My American Wife!,"Oh, Seung Ah",2008,N/A,2010029409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea,1987,Drama,Manhattan Theater Club,,N/A,"Houston, Velina Hasu",1957,F,African American-Blackfoot-Cuban-Japanese-Pikuni,Multiracial Asian-Black-Latinx-Native American,International Waters,Foreign,,N/A,United States,"KS, CA",,Graduate,PhD,Y,University of Southern California,Y,USC,,The Politics of Re-Narrating History as Gendered War: Asian American Women's Theater,"Hara, Eriko",2000,Journal of American and Canadian Studies,2002401892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tea,1987,Drama,Manhattan Theater Club,,N/A,"Houston, Velina Hasu",1957,F,African American-Blackfoot-Cuban-Japanese-Pikuni,Multiracial Asian-Black-Latinx-Native American,International Waters,Foreign,,N/A,United States,"KS, CA",,Graduate,PhD,Y,University of Southern California,Y,USC,,The Racial Mundane: Asian American Performance and the Embodied Everyday,"Kim, Ju Yon",2015,N/A,2016308804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chijiku o mawasuru chikara,1930,Film,Hollywood Nippon Talkie Company,,N/A,"Howe, James Wong",1899,M,Chinese,Asian,China,Foreign,1.5,,United States,"WA, CA","Los Angeles, San Francisco",,,,,N,N/A,"Academy Award, Golden Laurel Award","Transpacific Convergences: Race, Migration, and Japanese American Film Culture before World War II","Khor, Denise",2022,N/A,202225393372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Made in China,1985,Film,,,N/A,"Hsia, Lisa",,F,Chinese,Asian,,,,,,,,Graduate,Master's,N,Columbia University,N,N/A,,Identities in Motion: Asian American Film and Video,"Feng, Peter X.",2002,N/A,2002440633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh off the Boat,2013,Prose Nonfiction,Spiegel & Grau,,N/A,"Huang, Eddie",1982,M,Chinese (from Taiwan),Asian,United States,Native,2,N/A,United States,,,Graduate,JD,N,Yeshiva University,,,,"Rotten Bananas, Hip Hop Heads, and the American Individual: Teaching Eddie Huang's Memoir Fresh Off the Boat and Its Tropes of Literacy","Chen, Wilson C.",2017,Asian American Literature: Discourse & Pedagogies,2019100420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sixteen Candles,1984,Film,Universal Pictures,,N/A,"Hughes, John",1950,M,Euro American,White,United States,Native,,N/A,,,,High School,High School Diploma,N,N/A,N,N/A,,Straitjacket Sexualities: Unbinding Asian American Manhoods in the Movies,"Shimizu, Celine Parreñas",2012,N/A,2012030450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xich lo,1995,Film,,,N/A,"Hung, Tran Anh",1962,M,Vietnamese,Asian,South Vietnam,N/A,N/A,N/A,"South Vietnam, France",,,,,,,N,N/A,,Transnational Asian American Rhetoric as a Diasporic Practice,"Ong, Rory",2008,Representations: Doing Asian American Rhetoric,2009302325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
