ranking,title,author,publisher,publisher_variants,date,genre,publication_date,publication_location,marc_country_code,isbn_number,oclc_number,viaf_permalink,viaf_id,source_link,unique_id
14,Testify,"John, Simone",Octopus Books,,August 2018,Poetry,2017,"Portland, OR",oru,9780986181146,1001463324,http://viaf.org/viaf/46017516,46017516,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5592
15,the spiders my arms,"Gladding, Jody",Ahsahta Press,,August 2018,Poetry,2018,"Boise, ID",idu,9781934103821,1030446923,http://viaf.org/viaf/49299892,49299892,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5593
16,City of Incandescent Light,"McBride, Matt",Black Lawrence Press,,August 2018,Poetry,2018,"New York, NY",nyu,9781625579966,1029448752,http://viaf.org/viaf/11741538,11741538,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5594
17,Good Morning America I Am Hungry and On Fire,"Mortara, Jamie",YesYes Books,,August 2018,Poetry,2018,"Portland, OR",oru,9781936919574,1035767965,http://viaf.org/viaf/30146331822818690876,30146331822818690876,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5595
18,Levon Helm,"Morris, Jason",Ugly Duckling Presse,,August 2018,Poetry,2018,"Brooklyn, NY",nyu,9781946433114,1037278047,http://viaf.org/viaf/291324726,291324726,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5596
19,"Lilith, but Dark","Perkins, Nichole",Publishing Genius Press,,August 2018,Poetry,2018,"Atlanta, GA",gau,9781945028144,1039335579,http://viaf.org/viaf/2161816138727720211,2161816138727720211,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5597
20,What I Got for a Dollar,"Stern, Herbert",Grid Books,,August 2018,Poetry,2018,"Boston, MA",mau,9781946830012,1036287054,http://viaf.org/viaf/49067478,49067478,https://web.archive.org/web/20230330142824/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-August-2018.aspx,SPD5598
1,A Handbook of Disappointed Fate,"Boyer, Anne",Ugly Duckling Presse,,July-September 2018,Nonfiction,2018,"Brooklyn, NY",nyu,9781937027926,1024158306,http://viaf.org/viaf/70847949,70847949,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5599
2,The Writer's Field Guide to the Craft of Fiction,"Noll, Michael",A Strange Object,,July-September 2018,Nonfiction,2018,"Austin, TX",txu,9780998518428,1029607786,,,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5600
3,Dreaming of Ramadi in Detroit,"Sabatini Sloan, Aisha",1913 Press,,July-September 2018,Nonfiction,2017,"San Diego, CA",cau,9781644452721,1464670177,http://viaf.org/viaf/301860258,301860258,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5601
4,A Way Home: Oregon Essays,"Parker, Scott F.",Kelson Books,,July-September 2018,Nonfiction,2018,"Portland, OR",oru,9780982783832,1043286666,http://viaf.org/viaf/306337744,306337744,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5602
5,Sister Love: The Letters of Audre Lorde and Pat Parker 1974-1989,"Lorde, Audre ; Parker, Pat ; Enszer, Julie R. (editor)",A Midsummer Night's Press,,July-September 2018,Nonfiction,2018,"Dover, FL",flu,9781938334290,1020077408,http://viaf.org/viaf/61565157 ; http://viaf.org/viaf/60343325 ; http://viaf.org/viaf/138798987,61565157 ; 60343325 ; 138798987,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5603
6,A Million Fragile Bones,"Fowler, Connie May",Twisted Road Publications,,July-September 2018,Nonfiction,2017,"Tallahassee, FL",flu,9781940189208,981630920,http://viaf.org/viaf/52360742,52360742,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5604
7,Litany for the Long Moment,"Arnold, Mary-Kim",Essay Press,,July-September 2018,Nonfiction,2018,"Buffalo, NY",nyu,9780996922937,1472711684,http://viaf.org/viaf/56269095,56269095,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5605
8,¡Cuéntamelo! : Oral Histories by LGBT Latino Immigrants,"Delgado Lopera, Julian ; Savo, Shadia (editor) ; Acosta, Santiago (editor)",Aunt Lute Books,,July-September 2018,Nonfiction,2017,"San Francisco, CA",cau,9781879960947,1004424900,http://viaf.org/viaf/8150644938210620135,8150644938210620135,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5606
9,Objects of Affection,"Hryniewicz-Yarbrough, Ewa",Braddock Avenue Books,,July-September 2018,Nonfiction,2018,"Braddock, PA",pau,9780998966755,1022695404,http://viaf.org/viaf/50912575,50912575,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5607
10,Refuge,"Holden, Ming Lauren",Kore Press,,July-September 2018,Nonfiction,2018,"Tucson, AZ",azu,9781888553956,1472665298,http://viaf.org/viaf/306389609,306389609,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5608
11,Ideal Suggestions: Essays in Divinatory Poetics,"Saterstrom, Selah",Essay Press,,July-September 2018,Nonfiction,2017,"Buffalo, NY",nyu,9780996922913,996422259,http://viaf.org/viaf/46152153,46152153,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5609
12,The Last Mosaic,"Cooperman, Elizabeth ; Walton, Thomas",Sagging Meniscus Press,,July-September 2018,Nonfiction,2018,"Montclair, NJ",nju,9781944697662,1036281224,http://viaf.org/viaf/309828063 ; http://viaf.org/viaf/267165752,309828063 ; 267165752,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5610
13,Returning,"Shahar, Yael",Kasva Press LLC,,July-September 2018,Nonfiction,2018,"Saint Paul, MN",mnu,9781948403009,1039337261,http://viaf.org/viaf/119146461682227732705,119146461682227732705,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5611
14,Slouching Toward Utopia,"Scialabba, George",Pressed Wafer,,July-September 2018,Nonfiction,2018,"Brooklyn, NY",nyu,9781940396422,1474400535,http://viaf.org/viaf/103538666,103538666,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5612
15,All Prose: Selected Essays and Reviews,"Corbett, William",Pressed Wafer,,July-September 2018,Nonfiction,2018,"Brooklyn, NY",nyu,9781940396439,1049789630,http://viaf.org/viaf/25965912,25965912,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5613
16,Rosemarie Beck: Letters to a Young Painter and Other Writings,"Beck, Rosemarie ; Sutphin, Eric (editor)",Soberscove Press,,July-September 2018,Nonfiction,2018,"Chicago, IL",ilu,9781940190198,1022725482,http://viaf.org/viaf/45096044 ; http://viaf.org/viaf/14151170930139090869,45096044 ; 14151170930139090869,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5614
17,"The Jews of Key West: Smugglers, Cigar Makers, and Revolutionaries (1823-1969)","Haskell, Arlo",Sand Paper Press,,July-September 2018,Nonfiction,2017,"Key West, FL",flu,9780984331277,1002129424,http://viaf.org/viaf/120522495,120522495,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5615
18,The General Theory of Social Relativity,"Drucker, Johanna",The Elephants,,July-September 2018,Nonfiction,2018,"Vancouver, BC",bcc,9780995348363,1523098131,http://viaf.org/viaf/71503942,71503942,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5616
19,"The Man On High: Essays on Skateboarding, Hip-hop, Poetry and The Notorious B.I.G.","Alessandrelli, Jeff",Eyewear Publishing,,July-September 2018,Nonfiction,2018,"London, UK",xxk,9781912477029,1012551896,http://viaf.org/viaf/19498391,19498391,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5617
20,The Strange World of Willie Seabrook,"Worthington, Marjorie Muir",Spurl Editions,,July-September 2018,Nonfiction,2017,Not Identified,xx,9781943679058,1523733214,http://viaf.org/viaf/79302157,79302157,https://web.archive.org/web/20230321211820/https://www.spdbooks.org/pages/bestsellers/nonfiction/Nonfiction-Bestsellers-July-through-September-2018.aspx,SPD5618
1,Stereo(TYPE),"Mixon-Webster, Jonah",Ahsahta Press,,September 2018,Poetry,2021,"New York, NY",nyu,9781524711948,1259322628,http://viaf.org/viaf/25151533652502770146,25151533652502770146,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5619
2,Dear Angel of Death,"White, Simone",Ugly Duckling Presse,,September 2018,Poetry,2018,"Brooklyn, NY",nyu,9781937027674,1193215633,http://viaf.org/viaf/144674223,144674223,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5620
3,The Desert,"Shimoda, Brandon",The Song Cave,,September 2018,Poetry,2018,"Brooklyn, NY",nyu,9780998829067,1049785731,http://viaf.org/viaf/101462759,101462759,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5621
4,Love Dream With Television,"Ensor, Hannah",Noemi Press,,September 2018,Poetry,2018,"Blacksburg, VA",vau,9781934819760,1049795622,http://viaf.org/viaf/29154865939559942053,29154865939559942053,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5622
5,The Slow Art,"Golden, Sierra",Bear Star Press,,September 2018,Poetry,2018,"Cohasset, CA",cau,9780985058494,1049791434,http://viaf.org/viaf/12155224522684372687,12155224522684372687,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5623
6,Nerve Chorus,"Carroll, Willa",The Word Works,,September 2018,Poetry,2018,"Washington, DC",dcu,9781944585242,1055418939,http://viaf.org/viaf/12154257818524151240,12154257818524151240,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5624
7,"NOS (disorder, not otherwise specified)","Kaupang, Aby ; Cooperman, Matthew",Futurepoem Books,Futurepoem,September 2018,Poetry,2018,"New York, NY",nyu,9780996002578,1049785730,http://viaf.org/viaf/1285160668037003560006 ; http://viaf.org/viaf/46085563,1285160668037003560006 ; 46085563,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5625
8,RED,"Berggrun, Chase","Birds, LLC",,September 2018,Poetry,2018,"Minneapolis, MN",mnu,9780991429882,1257215727,http://viaf.org/viaf/44152864114904821499,44152864114904821499,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5626
9,Irradiated Cities,"Nagai, Mariko",Les Figues Press,,September 2018,Poetry,2017,"Los Angeles, CA",cau,9781685711504,987796877,http://viaf.org/viaf/315533871,315533871,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5627
10,"America, We Call Your Name: Poems of Resistance and Resilience",Sixteen Rivers Press,Sixteen Rivers Press,,September 2018,Poetry,2018,"San Francisco, CA",cau,9781939639165,1049789290,http://viaf.org/viaf/123357788,123357788,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5628
11,Fruit Geode,"Rabins, Alicia Jo",Augury Books,,September 2018,Poetry,2018,"New York, NY",nyu,9780999501207,1033563731,http://viaf.org/viaf/88407166,88407166,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5629
12,prey,"Verlee, Jeanann",Black Lawrence Press,,September 2018,Poetry,2018,"New York, NY",nyu,9781625578020,1039474748,http://viaf.org/viaf/15150565513906250583,15150565513906250583,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5630
13,Blue Rooms,"Creech, Morri",The Waywiser Press,,September 2018,Poetry,2018,"Oxfordshire, UK",xxk,9781904130925,1047766121,http://viaf.org/viaf/55954318,55954318,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5631
14,Nepantla: An Anthology Dedicated to Queer Poets of Color,"Soto, Christopher (editor)",Nightboat Books,,September 2018,Poetry,2020,"Brooklyn, NY",nyu,9781643620510,1374231114,http://viaf.org/viaf/19148703958236930209,19148703958236930209,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5632
15,Superstition Freeway,"Waggener, Miles",The Word Works,,September 2018,Poetry,2018,"Washington, DC",dcu,9781944585297,1049573542,http://viaf.org/viaf/21531029,21531029,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5633
16,Yeah No,"Gregory, Jane",The Song Cave,,September 2018,Poetry,2018,"Brooklyn, NY",nyu,9780998829029,1031884002,http://viaf.org/viaf/307465089,307465089,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5634
17,The Jaguars That Prowl Our Dreams: New and Selected Poems 1974 to 2018,"Mackey, Mary",Marsh Hawk Press,,September 2018,Poetry,2018,"East Rockaway, NY",nyu,9780996991124,1031408696,http://viaf.org/viaf/79344840,79344840,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5635
18,They Said: A Multi-Genre Anthology of Contemporary Collaborative Writing,"Muench, Simone (editor) ; Rader, Dean (editor) ; Ashton, Sally (editor) ; White, Jackie (editor)",Black Lawrence Press,,September 2018,Poetry,2018,"New York, NY",nyu,9781625577016,1029441635,http://viaf.org/viaf/1243821 ; http://viaf.org/viaf/51927556,1243821 ; 51927556,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5636
19,Recent Changes in the Vernacular,"Hoagland, Tony",Tres Chicas Books,,September 2018,Poetry,2017,"Espanola, NM",nmu,9781893003170,1020791433,http://viaf.org/viaf/145014085,145014085,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5637
20,Bewildered: Love Poems from Translation of Desires,"Ibn-al-ʿArabī ; Sells, Michael Anthony (translator)",The Post-Apollo Press ; Litmus Press,,September 2018,Poetry,2018,"Dallas, TX",txu,9781933959375,1039672348,http://viaf.org/viaf/95223177 ; http://viaf.org/viaf/92507352,95223177 ; 92507352,https://web.archive.org/web/20230331164238/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-September-2018.aspx,SPD5638
1,The Taiga Syndrome,"Rivera Garza, Cristina ; Levine, Suzanne Jill (translator) ; Kana, Aviva (translator)","Dorothy, a publishing project",,September/October 2018,Fiction,2018,"St. Louis, MO",mou,9780997366679,1039667393,http://viaf.org/viaf/44592527 ; http://viaf.org/viaf/44313052 ; http://viaf.org/viaf/30154257828024150830,44592527 ; 44313052 ; 30154257828024150830,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5639
2,Wild Milk: Stories,"Mark, Sabrina Orah","Dorothy, a publishing project",,September/October 2018,Fiction,2018,"St. Louis, MO",mou,9780997366686,1055266232,http://viaf.org/viaf/29259459,29259459,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5640
3,Paul Takes the Form of a Mortal Girl,"Lawlor, Andrea",Rescue Press,,September/October 2018,Fiction,2017,"Chicago, IL",ilu,9780525566182,1076499997,http://viaf.org/viaf/6152682560223312444,6152682560223312444,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5641
4,Belly Up: Stories,"Bullwinkel, Rita",A Strange Object,,September/October 2018,Fiction,2018,"Austin, TX",txu,9780998518435,1031338254,http://viaf.org/viaf/16167863585722740821,16167863585722740821,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5642
5,For Other Ghosts,"Quist, Donald Edem",Awst Press,,September/October 2018,Fiction,2018,"Austin, TX",txu,9780997193879,1050614984,http://viaf.org/viaf/33150746919616301463,33150746919616301463,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5643
6,The Best Small Fictions 2018,"Bender, Aimee (editor) ; Flick, Sherrie (editor)",Braddock Avenue Books,,September/October 2018,Fiction,2018,"Braddock, PA",pau,9780998966779,1054295607,http://viaf.org/viaf/5819865 ; http://viaf.org/viaf/78834986,5819865 ; 78834986,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5644
7,Hungry Ghost Theater: A Novel,"Stone, Sarah",WTAW Press,,September/October 2018,Fiction,2018,"Santa Rosa, CA",cau,9780998801452,1376128803,http://viaf.org/viaf/20543466,20543466,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5645
8,Unnatural Habitats & Other Stories,"Mitchell, Angela",WTAW Press,,September/October 2018,Fiction,2018,"Santa Rosa, CA",cau,9780998801483,1481900774,http://viaf.org/viaf/3154620793844590854,3154620793844590854,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5646
9,The Best Small Fictions 2017,"Hempel, Amy (editor) ; Masih, Tara L. (editor)",Braddock Avenue Books,,September/October 2018,Fiction,2017,"Braddock, PA",pau,9780998966717,1003151840,http://viaf.org/viaf/79156172 ; http://viaf.org/viaf/100661710,79156172 ; 100661710,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5647
10,"One, No One, and One Hundred Thousand","Pirandello, Luigi ; Weaver, William (translator)",Spurl Editions,,September/October 2018,Fiction,2018,California,cau,9781943679072,1050926391,http://viaf.org/viaf/64010465 ; http://viaf.org/viaf/59205948,64010465 ; 59205948,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5648
11,Houses of Ravicka,"Gladman, Renee","Dorothy, a publishing project",,September/October 2018,Fiction,2017,"St. Louis, MO",mou,9781948980128,1002129412,http://viaf.org/viaf/36456769,36456769,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5649
12,Duty to Warn,"Kersting, Sara",Acre Books,,September/October 2018,Fiction,2018,"Cincinnati, OH",ohu,9781946724106,1110487703,http://viaf.org/viaf/5154620790144590512,5154620790144590512,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5650
13,Primitivity,"Sayre Baptista, Amy",Black Lawrence Press,,September/October 2018,Fiction,2018,"New York, NY",nyu,9781625578709,1049796932,http://viaf.org/viaf/1822159478230227990008,1822159478230227990008,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5651
14,Invasions,"Gimpelevich, Calvin",Instar Books,,September/October 2018,Fiction,2018,"Brooklyn, NY",nyu,9781682199107,1049782930,http://viaf.org/viaf/41155042812172402575,41155042812172402575,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5652
15,The Blue Circus,"Foley, Dennis",Side Street Press,,September/October 2018,Fiction,2018,"Chicago, IL",ilu,9780998803920,1049790329,http://viaf.org/viaf/311469273,311469273,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5653
16,"Not Heaven, Somewhere Else","Brown, Rebecca",Tarpaulin Sky Press,,September/October 2018,Fiction,2018,"Grafton, VT",vtu,9781939460189,,http://viaf.org/viaf/12362439,12362439,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5654
17,Pretend We Live Here,"Hudson, Genevieve",Future Tense Books,,September/October 2018,Fiction,2018,"Portland, OR",oru,9781892061829,1091325305,http://viaf.org/viaf/219162664529055002650,219162664529055002650,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5655
18,The Lucky Ones Get to be People,"Himmelheber, Rachel Haley",Noemi Press,,September/October 2018,Fiction,2018,"Blacksburg, VA",vau,9781934819753,1050609991,http://viaf.org/viaf/52154440191735342923,52154440191735342923,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5656
19,Ghostographs: An Album,"Romasco Moore, Maria",Rose Metal Press,,September/October 2018,Fiction,2018,"Brookline, MA",mau,9781941628157,1081413226,http://viaf.org/viaf/14153833132564330523,14153833132564330523,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5657
20,Warnings from the Future,"Chatagnier, Ethan",Acre Books,,September/October 2018,Fiction,2018,"Cincinnati, OH",ohu,9781946724038,936542304,http://viaf.org/viaf/15154258008624152425,15154258008624152425,https://web.archive.org/web/20221201044636/https://www.spdbooks.org/pages/bestsellers/fiction/Fiction-Bestsellers-september/october-2018.aspx,SPD5658
1,Recent Changes in the Vernacular,"Hoagland, Tony",Tres Chicas Books,,October 2018,Poetry,2017,"Espanola, NM",nmu,9781893003170,1020791433,http://viaf.org/viaf/145014085,145014085,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5659
2,Lo terciario / The Tertiary,"Salas Rivera, Roque Raquel","Timeless, Infinite Light",,October 2018,Poetry,2018,"Oakland, CA",cau,9781937421274,1031458091,http://viaf.org/viaf/233062165,233062165,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5660
3,The Desert,"Shimoda, Brandon",The Song Cave,,October 2018,Poetry,2018,"Brooklyn, NY",nyu,9780998829067,1049785731,http://viaf.org/viaf/101462759,101462759,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5661
4,Good Bones,"Smith, Maggie",Tupelo Press,,October 2018,Poetry,2017,"North Adams, MA",mau,9781946482013,993672871,http://viaf.org/viaf/41577540,41577540,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5662
5,"Past Lives, Future Bodies","Chang, K-Ming",Black Lawrence Press,,October 2018,Poetry,2018,"New York, NY",nyu,9781625578716,1049789628,http://viaf.org/viaf/22154620803244590903,22154620803244590903,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5663
6,Fiends Fell,"Pickard, Tom",Flood Editions,,October 2018,Poetry,2017,"Chicago, IL",ilu,9780998169521,991836891,http://viaf.org/viaf/279475018,279475018,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5664
7,Indictus,"Eilbert, Natalie",Noemi Press,,October 2018,Poetry,2017,"Blacksburg, VA",vau,9781934819715,1016013589,http://viaf.org/viaf/131145541821396600501,131145541821396600501,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5665
8,Séance in Daylight,"Tanaka, Yuki",Bull City Press,,October 2018,Poetry,2018,"Durham, NC",ncu,9781495178825,1050600600,http://viaf.org/viaf/316790424,316790424,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5666
9,"America, We Call Your Name: Poems of Resistance and Resilience",Sixteen Rivers Press,Sixteen Rivers Press,,October 2018,Poetry,2018,"San Francisco, CA",cau,9781939639165,1049789290,http://viaf.org/viaf/123357788,123357788,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5667
10,Nepantla: An Anthology Dedicated to Queer Poets of Color,"Soto, Christopher (editor)",Nightboat Books,,October 2018,Poetry,2020,"Brooklyn, NY",nyu,9781643620510,1374231114,http://viaf.org/viaf/19148703958236930209,19148703958236930209,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5668
11,Fruit Geode,"Rabins, Alicia Jo",Augury Books,,October 2018,Poetry,2018,"New York, NY",nyu,9780999501207,1033563731,http://viaf.org/viaf/88407166,88407166,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5669
12,Justice Piece // Transmission,"Levin, Lauren","Timeless, Infinite Light",,October 2018,Poetry,2018,"Oakland, CA",cau,9781937421250,1049779369,http://viaf.org/viaf/60965185,60965185,https://web.archive.org/web/20230331152119/https://www.spdbooks.org/pages/bestsellers/poetry/poetry-bestsellers-October-2018.aspx,SPD5670
