,id,author1,author1_normalized,author2,author3,author4,author_authorized_heading,author_lccn,author_viaf,author_wikidata_qid,date,htid,hathi_rights,title,imprint,isbn,isbn_most_common_edition,lccn,oclc,oclc_owi,oclc_eholdings,oclc_holdings,person_id,place,publisher_marc
192,6333,"O'Connor, Flannery.","O'Connor, Flannery",,,,"O'Connor, Flannery",n79119229,17227472,Q234579,1962,pst.000053742230,ic,Wise blood.,"Noonday Press, [1970, c1962].",[],0374291284,[],['316851670'],450879.0,70.0,3383.0,4328,xx,Noonday Press
193,6334,"Godwin, Gail.","Godwin, Gail",,,,"Godwin, Gail",n50033169,100267478,Q2908695,1986,pst.000046974709,ic,Glass people / Gail Godwin.,"Penguin Books, 1986.",['0140082220 (pbk.)'],0394472888,['85011994'],['12189496'],1396815.0,41.0,664.0,3459,nyu,Penguin Books
194,6335,"Johnson, Denis 1949-","Johnson, Denis",,,,"Johnson, Denis, 1949-2017",n81147004,51707360,Q340016,1985,uc1.32106006843350,ic,Fiskadoro / Denis Johnson.,"Knopf, 1985.",['0394538390'],0394538390,['84048825'],['11533255'],4160610.0,12.0,944.0,786,nyu,Knopf
195,6336,"Stern, Gerald 1925-","Stern, Gerald",,,,"Stern, Gerald, 1925-",n80145884,116108024,Q5549604,1984,uc1.32106006970260,ic,"Rejoicings : poems, 1966-1972 / by Gerald Stern.","Metro Book Co., 1984, c1973.","['0915371014 (pbk.)', '0915371006 :']",0915371006,['83063291'],['10810275'],3031323.0,1.0,165.0,3206,cau,Metro Book Co.
196,6337,"Tallent, Elizabeth 1954-","Tallent, Elizabeth",,,,"Tallent, Elizabeth, 1954-",n82134949,113154335,Q5363601,1985,uc1.32106006989518,ic,Museum pieces / Elizabeth Tallent.,"Knopf, 1985.",['0394539281'],0394539281,['84048497'],['11186931'],423609353.0,10.0,546.0,87,nyu,Knopf
197,6338,"Carver, Raymond 1938-1988","Carver, Raymond","Carver, Raymond. 1938-1988","Carver, Raymond. 1938-1988","Carver, Raymond. 1938-1988","Carver, Raymond, 1938-1988",n80113040,88660538,Q219862,2009,mdp.49015003326817,ic,"Collected stories / Raymond Carver ; [William L. Stull and Maureen P. Carroll, editors].","Library of America, 2009.","['1598530461', '9781598530469']",9781598530469,[],['311777142'],190781436.0,17.0,1522.0,3683,nyu,Library of America
198,6339,"Catton, Eleanor 1985-","Catton, Eleanor",,,,"Catton, Eleanor, 1985-",n2009061714,100695642,Q3050522,2009,mdp.39015080897195,ic,The rehearsal / by Eleanor Catton.,"Granta, 2009.","['1847081169 (pbk.),9781847081162 (pbk.)']",9780316074339,[],['319211192'],4915169545.0,187.0,1040.0,2808,enk,Granta
199,6340,"Rohrer, Matthew.","Rohrer, Matthew",,,,"Rohrer, Matthew",n95009745,31238135,Q6791152,2009,mdp.39015080872735,ic,A plate of chicken / Matthew Rohrer.,"Ugly Duckling Presse, 2009.","['1933254556,9781933254555']",9781933254555,[],['334967221'],213412593.0,1.0,93.0,2173,nyu,Ugly Duckling Presse
200,6341,"Hejinian, Lyn.","Hejinian, Lyn",,,,"Hejinian, Lyn",n82071099,44325651,Q6708326,1984,uc1.b3885631,ic,Redo / Lyn Hejinian.,"Salt-Works Press, c1984.",[],,[],['11648962'],4748809.0,1.0,50.0,3672,msu,Salt-Works Press
201,6342,"Dickey, William.","Dickey, William",,,,"Dickey, William",n80037955,75146077,Q1670218,1985,uc1.b3860564,ic,Brief lives / William Dickey.,"Heyeck Press, c1985.",['0940592193 (pbk.)'],0940592193,['84081726'],['12620777'],3943277973.0,2.0,129.0,76,cau,Heyeck Press
202,6343,"Lux, Thomas 1946-","Lux, Thomas",,,,"Lux, Thomas, 1946-2017",n79063797,4959112,Q7791985,1992,uc1.b3849466,ic,A boat in the forest / Thomas Lux.,"Adastra Press, c1992.","['0938566563 (pbk.):', '0938566555']",0938566555,[],['27103806'],383156.0,2.0,35.0,4359,mau,Adastra Press
203,6344,"Hall, Oakley M.","Hall, Oakley M.",,,,"Hall, Oakley M.",n79134992,42004776,Q7074155,1966,uc1.b3688226,ic,The pleasure garden / [by] Oakley Hall,Viking Press [c1966],[],,['66021803'],['1345303'],2239932.0,1.0,124.0,17,nyu,Viking Press
204,6345,"Dana, Robert 1929-2010","Dana, Robert",,,,"Dana, Robert, 1929-2010",n80082479,52988742,Q7343383,2008,mdp.39015078786442,ic,The other / Robert Dana.,"Anhinga Press, 2008.","['1934695076 (paper),9781934695074 (paper),1934695084 (cloth),9781934695081 (cloth)']",9781934695081,['2008931768'],['301666013'],181344882.0,1.0,78.0,3373,flu,Anhinga Press
205,6346,"Shapiro, Karl Jay 1913-2000","Shapiro, Karl Jay","Welch, Marie de L. asn",,,"Shapiro, Karl, 1913-2000",n79021704,109257053,Q2906282,1944,uc1.b3576496,und|ic,"V-letter, and other poems.",Reynal & Hitchcock [1944],[],,['44006977'],['419330'],191107777.0,3.0,651.0,4367,nyu,Reynal & Hitchcock
206,6347,"Hollo, Anselm.","Hollo, Anselm",,,,"Hollo, Anselm",n79059776,2485795,Q252476,1968,uc1.b3492009,ic,The man in the treetop hat; illustrations by Barry Hall.,"Turret, 1968.",[],,['68135105'],['466182'],1522155.0,2.0,108.0,3119,enk,Turret
207,6348,"Hall, Oakley M.","Hall, Oakley M.",,,,"Hall, Oakley M.",n79134992,42004776,Q7074155,1982,uc1.b3489980,ic,Lullaby / Oakley Hall.,"Atheneum, 1982.",['0689112106 :'],0689112106,['81066038'],['7739362'],437738.0,10.0,247.0,17,nyu,Atheneum
208,6349,"Hollo, Anselm.","Hollo, Anselm",,,,"Hollo, Anselm",n79059776,2485795,Q252476,1974,uc1.b3486494,ic,Some worlds / Anselm Hollo.,Elizabeth Press [1974],[],,['74173641'],['3207171'],8473491.0,2.0,97.0,3119,nyu,Elizabeth Press
209,6350,"Dana, Robert 1929-","Dana, Robert",,,,"Dana, Robert, 1929-2010",n80082479,52988742,Q7343383,1971,uc1.b3470521,ic,The power of the visible [by] Robert Dana.,Swallow Press [c1971],['08040055516'],,['79171877'],['304037'],1352164.0,2.0,177.0,3373,ilu,Swallow Press
210,6351,"Will, Frederic.","Will, Frederic",,,,"Will, Frederic",n79089755,29549500,Q5497167,1972,uc1.b3466093,ic,"Brandy in the snow; poems, 1966-1970.","New Rivers Press; [distributed by Serendipity Books, Berkeley, Calif.] 1972.",['0912284293 0912284307 (pbk)'],0912284293,['72079079'],['500597'],1429166.0,2.0,104.0,4345,nyu,"New Rivers Press; [distributed by Serendipity Books, Berkeley, Calif.]"
211,6352,"Cassill, R. V. (Ronald Verlin) 1919-2002","Cassill, R. V.",,,,"Cassill, R. V. (Ronald Verlin), 1919-2002",n80079531,111150507,Q7365357,1982,uc1.b3465306,ic,Three stories / R.V. Cassill.,"Hermes House Press, 1982.",['0960500812 (pbk.) :'],0960500812,['82082012'],['9154814'],25106618.0,1.0,45.0,3349,cau,Hermes House Press
212,6353,"Cooley, Peter 1940-","Cooley, Peter",,,,"Cooley, Peter, 1940-",n79127855,23426837,Q7173377,1983,uc1.b3462621,ic,Nightseasons / Peter Cooley.,"Carnegie-Mellon University Press ; Feffer and Simons, 1983.","['0915604825 (hard)', '0915604833 (pbk.)']",0915604833,['82074302'],['10076674'],3305932.0,2.0,138.0,3450,pau,Carnegie-Mellon University Press ;
213,6354,"Cunningham, Michael 1952-","Cunningham, Michael",,,,"Cunningham, Michael, 1952-",n83177223,85321355,Q310257,1984,uc1.b3462616,ic,Golden states / Michael Cunningham.,"Crown Publishers, c1984.",['0517552795'],0517552795,['83025248'],['10230833'],3375432.0,22.0,258.0,1199,nyu,Crown Publishers
214,6355,"Dana, Robert 1929-","Dana, Robert",,,,"Dana, Robert, 1929-2010",n80082479,52988742,Q7343383,1980,uc1.b3462614,ic,In a fugitive season : a sequence of poems / Robert Dana.,"Swallow Press ; Ohio University Press, 1980.","['0804008051 (pbk.)', '0804008043 :']",0804008043,['80007783'],['6411163'],383303490.0,1.0,181.0,3373,ilu,Swallow Press ;
215,6356,"Coulette, Henri 1927-1988","Coulette, Henri",,,,"Coulette, Henri, 1927-1988",n90628592,9923525,Q5715395,1971,uc1.b3462569,ic,The family Goldschmitt; poems.,Scribner [1971],['0684124823'],0684124823,['70158882'],['161749'],1269420.0,11.0,176.0,65,nyu,Scribner
216,6357,"Griffith, Paul 1921-","Griffith, Paul",,,,"Griffith, Paul, 1921-1983",n83238832,6321053,,1972,uc1.b3462521,ic,My stillness; a novel.,Vanguard Press [1972],['0814907245'],0814907245,['72083347'],['621997'],422830544.0,11.0,164.0,4333,nyu,Vanguard Press
217,6358,"Schramm, Wilbur Lang 1907-","Schramm, Wilbur Lang",,,,"Schramm, Wilbur, 1907-1987",n79132416,110258866,Q8000236,1938,uc1.$b114430,ic,"The story workshop, by Wilbur L. Schramm.","Little, Brown and company, 1938.",[],,['38022496'],['1162438'],2097504.0,3.0,127.0,4324,xx,"Little, Brown and company"
218,6359,"Engle, Paul 1908-1991","Engle, Paul",,,,"Engle, Paul, 1908-1991",n79084424,111240117,Q7150503,1965,uc1.$b112096,ic,"A woman unashamed, and other poems.",Random House [1965],[],,['65011277'],['283628'],10501907.0,11.0,472.0,3083,nyu,Random House
219,6360,"Schramm, Wilbur Lang 1907-","Schramm, Wilbur Lang",,,,"Schramm, Wilbur, 1907-1987",n79132416,110258866,Q8000236,1947,uc1.$b111951,ic,Windwagon Smith and other yarns.,"Harcourt, Brace [1947]",[],,['47011419'],['288992'],1465600.0,1.0,74.0,4324,xx,"Harcourt, Brace"
220,6361,"Leggett, John 1917-","Leggett, John",,,,"Leggett, John, 1917-2015",n79026974,51918485,Q18925196,1960,uc1.$b106132,ic,Wilder Stone.,Harper [c1960],[],,['60005907'],['313691'],1378427.0,10.0,178.0,3085,nyu,Harper
221,6362,"Hall, Oakley M.","Hall, Oakley M.",,,,"Hall, Oakley M.",n79134992,42004776,Q7074155,1950,uc1.$b102597,und,So many doors / Oakley Hall.,"Random House, c1950.",[],9781785656880,['50008503'],['2731925'],6086179.0,39.0,172.0,17,nyu,Random House
222,6363,"Cassill, R. V. (Ronald Verlin) 1919-2002","Cassill, R. V.",,,,"Cassill, R. V. (Ronald Verlin), 1919-2002",n80079531,111150507,Q7365357,1961,uc1.b3727622,und,Clem Anderson.,"Simon and Schuster, 1961.",[],,['61007016'],['1436272'],57521804.0,96.0,217.0,3349,nyu,Simon and Schuster
223,6364,"Bell, Marvin 1937-","Bell, Marvin",,,,"Bell, Marvin, 1937-",n50006519,12325040,Q6778291,1966,uc1.$b6446,ic,Things we dreamt we died for.,"Stone Wall Press, 1966.",[],,['67006927'],['1093054'],1806140516.0,142.0,65.0,158,iau,Stone Wall Press
224,6365,"Cassill, R. V. (Ronald Verlin) 1919-2002","Cassill, R. V.",,,,"Cassill, R. V. (Ronald Verlin), 1919-2002",n80079531,111150507,Q7365357,1965,uc1.b3727623,ic,"The father, and other stories, by R. V. Cassill.",Simon and Schuster [1965],[],,['65011980'],['938722'],1896103.0,98.0,216.0,3349,nyu,Simon and Schuster
225,6366,"McCracken, Elizabeth.","McCracken, Elizabeth",,,,"McCracken, Elizabeth, 1876-",nr2002016991,7325315,Q21552541,1913,uc1.$b268650,pd,"The American child, by Elizabeth McCracken; with illustrations from photographs by Alice Austin.","Houghton Mifflin company, 1913.",[],,['13005598'],['2561731'],32215110.0,261.0,53.0,2016,xx,Houghton Miffin
226,6367,"Engle, Paul 1908-1991","Engle, Paul",,,,"Engle, Paul, 1908-1991",n79084424,111240117,Q7150503,1936,uc1.$b249054,und,Break the heart's anger / Paul Engle.,"Doubleday, Doran & Co., Inc., 1936.",[],,[],['3596487'],61290184.0,10.0,416.0,3083,nyu,"Doubleday, Doran & co., inc."
227,6368,"Hughes, David 1930-2005","Hughes, David",,,,"Hughes, David, 1930-2005",n50033182,12460020,Q1174793,1957,uc1.$b243361,und,Man off beat.,Reynal [c1957],[],,['58005405/L'],['2909925'],3593045.0,1.0,34.0,3201,nyu,Reynal
228,6369,"Thirkield, Jonathan 1973-","Thirkield, Jonathan",,,,"Thirkield, Jonathan, 1973-",n2008064836,48703760,Q15453266,2009,mdp.39015078783340,ic,The waker's corridor : poems / Jonathan Thirkield.,"Louisiana State University Press, c2009.","['0807134414 (pbk. : alk. paper),9780807134412 (pbk. : alk. paper)']",9780807135143,['2008042024'],['256535481'],864089829.0,551.0,161.0,3107,lau,Louisiana State University Press
229,6370,"Drexler, Rosalyn.","Drexler, Rosalyn",,,,"Drexler, Rosalyn",n78095567,33183965,Q7367281,1972,uc1.b3457877,ic,To smithereens.,New American Library [1972],[],,['76175196'],['277813'],1417605.0,2.0,215.0,3688,nyu,New American Library
230,6371,"Drexler, Rosalyn.","Drexler, Rosalyn",,,,"Drexler, Rosalyn",n78095567,33183965,Q7367281,1975,uc1.b3456567,ic,The Cosmopolitan girl / Rosalyn Drexler.,"M. Evans ; distributed in the U.S. by Lippincott, [1975] c1974.",['0871311690'],0871311690,['74023526'],['1085885'],2052522.0,1.0,178.0,3688,nyu,M. Evans ;
231,6372,"Wilson, Robley.","Wilson, Robley",,,,"Wilson, Robley",n82018441,7419554,Q7353213,1983,uc1.b3455564,ic,"Dancing for men / Robley Wilson, Jr.","University of Pittsburgh Press, c1983.",['0822934663'],0822934663,['82002602'],['8222846'],488089.0,12.0,438.0,424,pau,University of Pittsburgh Press
232,6373,"Will, Frederic.","Will, Frederic",,,,"Will, Frederic",n79089755,29549500,Q5497167,1966,uc1.b4475859,ic,"Planets, by Federic Will",Golden Quill Press [1966],[],,['66020139'],['922083'],368056661.0,2.0,63.0,4345,nhu,Golden Quill Press
233,6374,"Fox, William Price.","Fox, William Price",,,,"Fox, William Price",n80094407,33301111,Q8017085,1968,uc1.b4450929,ic,Southern fried plus six; short works of fiction.,"Lippincott, [1968]",[],,['68017498'],['217802'],1312140.0,6.0,399.0,3127,pau,Lippincott
234,6375,"Fox, William Price.","Fox, William Price",,,,"Fox, William Price",n80094407,33301111,Q8017085,1971,uc1.b4450928,ic,Ruby Red.,"Lippincott, [1971]",[],,['75146686'],['141250'],662073.0,18.0,314.0,3127,pau,Lippincott
235,6376,"Fox, William Price.","Fox, William Price",,,,"Fox, William Price",n80094407,33301111,Q8017085,1981,uc1.b4450926,ic,Dixiana moon / William Price Fox.,"Viking Press, 1981.",['0670274534'],0670274534,['80051770'],['6602889'],515546.0,17.0,316.0,3127,nyu,Viking Press
236,6377,"Grenier, Robert.","Grenier, Robert","Hejinian, Lyn.",Tuumba Press,,"Grenier, Robert",n83009109,92534026,Q7344953,1980,uc1.b4437606,ic,Oakland / Robert Grenier,"Tuumba Press, 1980",[],,[],['6540384'],3530349.0,2.0,58.0,379,cau,Tuumba Press
237,6378,"DiPalma, Ray.","DiPalma, Ray","Hejinian, Lyn.",Tuumba Press,,"DiPalma, Ray",n87800874,12532218,Q7297397,1979,uc1.b4422287,ic,Observatory gardens / Ray DiPalma,"Tuumba Press, 1979",[],,[],['5724936'],19864208.0,2.0,56.0,371,cau,Tuumba Press
238,6379,"Bromell, Henry.","Bromell, Henry",,,,"Bromell, Henry",n83231688,21068344,Q3132663,1974,uc1.b4421452,ic,The slightest distance.,"Houghton Mifflin, 1974.",['0395194083'],0395194083,['74009775'],['922784'],1868437.0,10.0,230.0,3646,mau,Houghton Mifflin
239,6380,"Will, Frederic.","Will, Frederic",,,,"Will, Frederic",n79089755,29549500,Q5497167,1985,uc1.b4411871,ic,The sliced dog / Frederic Will,"L'Epervier Press ; Distributed by Small Press Distribution, 1985",['0934332401'],0934332401,['84026135'],['11469898'],3988644.0,2.0,72.0,4345,wau,L'Epervier Press ;
240,6381,"Mueller, Lavonne.","Mueller, Lavonne",,,,"Mueller, Lavonne",n84145674,70335251,Q112166530,1981,uc1.b4411820,ic,Little victories / by Lavonne Mueller,"Theatre Communications Group, c1981",[],,[],['9813015'],3308138.0,2.0,161.0,3670,nyu,Theatre Communications Group
241,6382,"Cooper, Jane 1924-2007","Cooper, Jane",,,,"Cooper, Jane, 1924-2007",n82087761,235768947,Q6151271,1984,uc1.b4397929,ic,Scaffolding : new and selected poems / Jane Cooper,"Anvil Press Poetry, Ltd., 1984",['0856461067 (pbk.)'],0856461067,['84198703'],['12162779'],288394002.0,12.0,307.0,3372,enk,"Anvil Press Poetry, Ltd."
242,6383,"Dickey, William.","Dickey, William",,,,"Dickey, William",n80037955,75146077,Q1670218,1971,uc1.b4386251,ic,More under Saturn.,Wesleyan University Press [1971],['0819520586'],0819520586,['70153102'],['155418'],1186423.0,153.0,564.0,76,ctu,Wesleyan University Press
243,6384,"Turco, Lewis.","Turco, Lewis","Burton, Robert 1577-1640",Bieler Press,,"Turco, Lewis",n77009242,41868730,Q6537125,1985,uc1.b4368900,ic,"The compleat melancholick : being a sequence of found, composite, and composed poems, based largely upon Robert Burton's the Anatomy of melancholy / by Lewis Turco","Bieler Press, c1985",['0931460158 (pbk. : alk. paper) :'],0931460158,['82022742'],['9083603'],471458561.0,11.0,178.0,3162,mnu,Bieler Press
244,6385,"Tevis, Walter S.","Tevis, Walter S.",,,,"Tevis, Walter S.",n79112367,100269675,Q740928,1981,uc1.b4368833,ic,Far from home / Walter Tevis.,"Doubleday, 1981.",['038517036X :'],038517036X,['80001073'],['6891127'],2948037.0,112.0,349.0,128,nyu,Doubleday
245,6386,"Simmerman, Jim 1952-","Simmerman, Jim",,,,"Simmerman, Jim, 1952-",n82152533,35809185,Q6198123,1983,uc1.b4366156,ic,Home : poems / by Jim Simmerman,"Dragon Gate, 1983",['0937872105 :'],0937872105,['82022056'],['8975632'],42739817.0,11.0,92.0,1258,wau,Dragon Gate
246,6387,"Watten, Barrett.","Watten, Barrett","Hejinian, Lyn.",Tuumba Press,,"Watten, Barrett",n82098643,94690309,Q4863448,1979,uc1.b4366094,ic,"Plasma, paralleles, ""X"" / Barrett Watten","Tuumba Press, 1979",[],,[],['7523852'],17095549.0,2.0,41.0,692,cau,Tuumba Press
247,6388,"Pereira, Sam.","Pereira, Sam",,,,"Pereira, Sam",n79037939,40645768,Q7408014,1978,uc1.b4356072,ic,The marriage of the Portuguese / Sam Pereira.,"L'Epervier Press, c1978.",[],,['78071826'],['4671338'],1031027290.0,1.0,42.0,883,cou,L'Epervier Press
248,6389,"Leggett, John 1917-","Leggett, John",,,,"Leggett, John, 1917-2015",n79026974,51918485,Q18925196,1979,uc1.b4351477,ic,Gulliver House / John Leggett.,"Houghton Mifflin, 1979.",['0395277590 :'],0395277590,['79000827'],['4638390'],14909760.0,10.0,217.0,3085,mau,Houghton Mifflin
249,6390,"Pesetsky, Bette 1932-","Pesetsky, Bette",,,,"Pesetsky, Bette, 1932-",n81037784,111333588,,1984,uc1.b4350624,ic,Digs : a novel / by Bette Pesetsky.,"Knopf, 1984.",['039453932X :'],039453932X,['84047850'],['10724561'],3387119.0,11.0,307.0,87,nyu,Knopf
250,6391,"Bezanson, Philip 1916-1975","Bezanson, Philip","Engle, Paul 1908-",,,"Bezanson, Philip, 1916-1975",n87134731,135149106249268491982,Q7183228,1960,uc1.b4338112,ic,Golden child; a libretto by Paul Engle for an opera composed by Philip Bezanson.,"Hallmark Cards, 1960.",[],,['61026834'],"['217422289', '408774']",,,,3083,xx,Hallmark Cards
251,6392,"Hoagland, Edward.","Hoagland, Edward",,,,"Hoagland, Edward",n79058588,37833728,Q3048551,1965,uc1.b4095605,ic,The peacock's tail / by Edward Hoagland.,"McGraw-Hill, 1965.",[],,['65016152'],"['218199609', '2528309']",,,,3641,nyu,McGraw-Hill
252,6393,"Hoagland, Edward.","Hoagland, Edward",,,,"Hoagland, Edward",n79058588,37833728,Q3048551,1960,uc1.32106002116504,und,The circle home.,Crowell [1960],[],,['60011534'],"['1022599', '218199614']",1951627.0,1.0,72.0,3641,nyu,Crowell
253,6394,"Leggett, John 1917-","Leggett, John",,,,"Leggett, John, 1917-2015",n79026974,51918485,Q18925196,1964,uc1.b3711250,ic,The Gloucester branch.,Harper & Row [1964],[],,['64018080'],"['1378960', '214253237']",2303619.0,2.0,153.0,3085,nyu,Harper & Row
254,6395,"Wilson, Angus 1913-1991","Wilson, Angus",,,,"Wilson, Angus, 1913-1991",n50015503,99853190,Q287460,1963,uc1.b4082839,ic,The wild garden : or speaking of writing / Angus Wilson.,"University of California Press, 1963.",[],,['63022841'],"['217528985', '365213']",,,,3616,cau,University of California Press
255,6396,"Sward, Robert 1933-","Sward, Robert","Martinelli, Mario M.","Groves, Tim.",Soft Press bkp,"Sward, Robert, 1933-",n50011549,9946730,Q7350183,1973,uc1.$b513092,ic,"Vancouver Island poems; anthology of contemporary poetry. Edited by Robert Sward, Tim Groves & Mario M. Martinelli.","Soft Press, 1973.",['0919590209'],,['74153031//r82'],"['216769744', '811440']",,,,3391,bcc,Soft Press
256,6397,"Tiempo, Edilberto K.","Tiempo, Edilberto K.",,,,"Tiempo, Edilberto K.",n84226138,87607162,Q3550871,1981,inu.39000000461868,ic,More than conquerors / by Edilberto K. Tiempo.,"New Day Publishers, 1981.",[],,[],['10296255'],3718900.0,2.0,78.0,44,ph,New Day Publishers
257,6398,"Hall, Douglas Kent.","Hall, Douglas Kent",,,,"Hall, Douglas Kent",n79085100,91645786,Q5301683,1976,inu.39000003707572,ic,Rodeo / by Douglas Kent Hall.,"Ballantine Books, 1976.",['0345248775 :'],0345248775,['75044211'],['1976809'],2296860943.0,1.0,126.0,186,nyu,Ballantine Books
258,6399,"Strand, Mark 1934-","Strand, Mark",,,,"Strand, Mark, 1934-2014",n79090257,49272680,Q928775,1985,uc1.32106006970906,ic,Mr. and Mrs. Baby and other stories / by Mark Strand.,"Knopf, 1985.",['0394513592'],0394513592,['84048509'],['11187306'],4150454.0,19.0,377.0,3152,nyu,Knopf
259,6400,"Lashner, William.","Lashner, William",,,,"Lashner, William",n95071105,39487222,Q606154,2009,mdp.39015078776195,ic,Blood and bone / William Lashner.,"William Morrow, c2009.","['0061143480 (hardcover),9780061143489 (hardcover) :']",9780061143489,['2008004339'],['232977478'],139222046.0,91.0,1036.0,2085,nyu,William Morrow
260,6401,"Cheever, John.","Cheever, John","Bailey, Blake.",,,"Cheever, John",n78089819,2468135,Q336151,2009,mdp.39015079236587,ic,Collected stories and other writings / John Cheever.,"Library of America, 2009.","['1598530348,9781598530346']",9781598530346,['2008935565'],['311867215'],190838159.0,1.0,1200.0,3660,nyu,Library of America
261,6402,"Castellanos Moya, Horacio 1957-","Castellanos Moya, Horacio",,,,"Castellanos Moya, Horacio, 1957-",n80087278,10068135,Q719545,2007,txu.059173031241108,ic,El asco : Thomas Bernhard en San Salvador / Horacio Castellanos Moya.,"Tusquets, 2007.","['8483830272,9788483830277']",9788483830277,[],['181826884'],351482220.0,26.0,225.0,3100,sp,Tusquets
262,6403,"Lederer, Katy.","Lederer, Katy",,,,"Lederer, Katy",n2002026991,68285434,Q6378515,2008,mdp.39015082682256,ic,The heaven-sent leaf : poems / by Katy Lederer.,"BOA Editions, 2008.","['1934414158 (pbk.),9781934414156 (pbk.)']",9781934414156,['2008019128'],['216937042'],809485265.0,10.0,133.0,2358,nyu,BOA Editions
263,6404,"Hilderbrand, Elin.","Hilderbrand, Elin",,,,"Hilderbrand, Elin",n00024510,23055148,Q5361082,2008,mdp.39015076197238,ic,A summer affair : a novel / Elin Hilderbrand.,"Little, Brown and Co., 2008.","['0316018619 (pbk.),9780316018616 (pbk.),0316018600,9780316018609']",9780316018609,['2007045412'],['180907880'],116361608.0,313.0,2336.0,2352,nyu,"Little, Brown and Co."
264,6405,"Will, Frederic.","Will, Frederic",,,,"Will, Frederic",n79089755,29549500,Q5497167,2003,mdp.39015076182917,ic,Miroirs d'̩ternit̩ : une saison au Sahel / Frederic Will.,"PUCI, c2003.","['9782716600385 (pbk.),2716600384 (pbk.)']",2716600384,['2005534370'],['56714980'],932949925.0,1.0,19.0,4345,iv,PUCI
265,6406,"Cooper, Jane Marvel.","Cooper, Jane",,,,,,,,1946,wu.89085969079,ic,The symbols of Garcia Lorca / by Jane Marvel Cooper.,1946,[],,[],['55076617'],,,,3372,xx,
266,6407,"Greer, Andrew Sean.","Greer, Andrew Sean",,,,"Greer, Andrew Sean",n99257436,27318205,Q457601,2008,mdp.39015076176919,ic,The story of a marriage / Andrew Sean Greer.,"Farrar, Straus and Giroux, 2008.","['0374108668 (hardcover : alk. paper),9780374108663 (hardcover : alk. paper)']",9780374108663,['2007046835'],['176972246'],115404020.0,89.0,1477.0,3101,nyu,"Farrar, Straus and Giroux"
267,6408,"Schwartz, Lynne Sharon.","Schwartz, Lynne Sharon",,,,"Schwartz, Lynne Sharon",n80017432,49379687,Q1878899,2007,mdp.39015073992573,ic,Leaving Brooklyn : a novel / Lynne Sharon Schwartz.,"Hawthorne Books & Literary Arts, c2007.","['9780976631149 (pbk.),0976631148 (pbk.)']",0395510910,['2006100635'],['76902049'],18671065.0,74.0,605.0,3674,oru,Hawthorne Books & Literary Arts
268,6409,"Delbanco, Nicholas.","Delbanco, Nicholas",,,,"Delbanco, Nicholas",n80040148,27082662,Q15451732,2008,mdp.39015073934864,ic,The Count of Concord : a novel / Nicholas Delbanco.,"Dalkey Archive Press, 2008.","['1564784959 (pbk. : alk. paper),9781564784957 (pbk. : alk. paper),1564785092 (cloth : alk. paper),9781564785091 (cloth : alk. paper)']",9781564785091,['2007042288'],['174134208'],114639960.0,1.0,245.0,3678,ilu,Dalkey Archive Press
269,6410,"Krim, Seymour 1922-","Krim, Seymour",,,,"Krim, Seymour, 1922-",n90722925,112705190,Q7459196,1971,mdp.39015076843427,ic,"Shake it for the world, smartass.","Dell Publishing Co., Inc., 1971.",[],,[],[],,,,3084,,"Dell Publishing Co., Inc."
270,6411,"Swensen, Cole 1955-","Swensen, Cole",,,,"Swensen, Cole, 1955-",n87941523,34594117,Q2982413,2008,mdp.39015073983176,ic,Ours / Cole Swensen.,"University of California Press, c2008.","['0520254651 (pbk. : alk. paper),9780520254657 (pbk. : alk. paper),0520254643 (pbk. : alk. paper),9780520254640 (pbk. : alk. paper),0520254635 (cloth : alk. paper),9780520254633 (cloth : alk. paper)']",9780520941564,['2007037342'],['172521707'],113982550.0,1405.0,243.0,3096,cau,University of California Press
271,6412,"Waldor, Peter 1963-","Waldor, Peter",,,,"Waldor, Peter, 1963-",n2007043600,6843696,Q7177550,2008,mdp.39015073669247,ic,Door to a noisy room.,"Alice James Books, c2008.","['1882295668,9781882295661']",,[],[],,,,1804,meu,Alice James Books
272,6413,"Kenney, Richard.","Kenney, Richard",,,,"Kenney, Richard",n83168086,77694612,Q7327047,2008,mdp.39015073668819,ic,The one-strand river / Richard Kenney.,"Alfred A. Knopf, 2008.","['0307267636,9780307267634']",9780307267634,['2007044321'],['180190840'],115902671.0,25.0,165.0,3099,nyu,Alfred A. Knopf
273,6414,"Kittredge, William.","Kittredge, William",,,,"Kittredge, William",n77016661,93349615,Q3568766,2007,mdp.39015074235428,ic,The next rodeo : new and selected essays / William Kittredge.,"Graywolf Press, c2007.","['1555974791 (paper : alk. paper),9781555974794 (paper : alk. paper)']",9781555974794,['2007924770'],['153578871'],198222512.0,11.0,279.0,459,mnu,Graywolf Press
274,6415,"Olsen, Lance 1956-","Olsen, Lance","Olsen, Andi.",,,"Olsen, Lance, 1956-",n86108063,110430530,Q6483502,2003,mdp.39015069971482,ic,Hideous beauties / Lance Olsen ; images by Andi Olsen.,"Eraserhead Press, c2003.","['9780972959803,0972959807']",0972959807,[],['53966100'],12494680.0,2.0,11.0,1241,oru,Eraserhead Press
